カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
定義、目的（通関業法）,56-6-2,A,他人の依頼によってその依頼した者を代理してする関税法第7条第3項の規定による輸入貨物に係る関税率表の適用上の所属の教示の求めは、関連業務に含まれる。,○×,○,"他人の依頼によってその依頼した者を代理してする関税法7条3項の規定による輸入貨物に係る関税率表の適用上の所属の教示の求めとは事前教示照会のことであり、関連業務である(業7条、業通7-1(1)イ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
定義、目的（通関業法）,56-6-3,A,他人の依頼によってその依頼した者を代理してする関税法第67条の3第1項第1号に規定する特定輸出者の承認の申請は、通関業務に含まれない。,○×,×,"他人の依頼によってその依頼した者を代理してする関税法67条の3第1項1号に規定する特定輸出者の承認の申請は、通関手続の代理であり、通関業務に含まれる(業2条1号イ(1)(五))。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,56-6-4,A,他人の依頼によってその依頼した者を代理してする関税法第42条第1項の規定による保税蔵置場の許可の申請は、通関業務に含まれない。,○×,○,"他人の依頼によってその依頼した者を代理してする関税法42条1項の規定による保税蔵置場の許可の申請は、関連業務であり、通関業務に含まれない(業7条、業通7-1(1)ホ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
定義、目的（通関業法）,56-6-5,A,関税法の規定によってされた処分につき行政不服審査法の規定に基づいて財務大臣に対してする不服申立てに係る、他人の依頼によってする不服申立書の作成は、通関業務に含まれない。,○×,×,"関税法の規定によってされた処分につき行政不服審査法の規定に基づいて財務大臣に対してする不服申立てに係る、他人の依頼によってする不服申立書の作成は、通関業務に含まれる(業2条1号イ(2)、ロ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-⑤通関書類の作成]"
許可等に基づく地位の承継,56-7-1,A,通関業者について通関業を承継させる分割があった場合において、あらかじめ財務大臣の承認を受けたときは、分割により通関業を承継した法人は、当該分割をした法人の当該通関業の許可に基づく地位を承継することができる。,○×,○,"通関業者について通関業を承継させる分割があった場合において、あらかじめ財務大臣の承認を受けたときは、分割により通関業を承継した法人は、当該分割をした法人の当該通関業の許可に基づく地位を承継することができる(業11条の2第4項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
許可等に基づく地位の承継,56-7-2,A,通関業者が通関業を譲り渡した場合において、その通関業を譲り受けた者は、その通関業を譲り受けた後60日以内に財務大臣に対して当該通関業の許可に基づく地位の承継に係る届出をしなければならない。,○×,×,"そのような規定はない。通関業者が通関業を譲り渡した場合において、あらかじめ財務大臣の承認を受けたときは、通関業を譲り受けた法人は、通関業を譲り渡した法人の通関業の許可に基づく地位を承継することができる(業11条の2第4項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
許可等に基づく地位の承継,56-7-3,A,財務大臣は、通関業者について合併があった場合において、その合併後存続する法人が通関業法第5条各号(許可の基準)のいずれかに適合しないときは、通関業の許可に基づく地位の承継の承認をしないこととされている。,○×,○,"財務大臣は、合併後の法人等について通関業法5条各号(許可の基準)のいずれかに適合しない場合や、通関業法6条各号(欠格事由)のいずれかに該当する場合には、通関業の許可に基づく地位の承継の承認をしない(業11条の2第5項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
許可等に基づく地位の承継,56-7-4,A,財務大臣は、通関業の許可に基づく地位の承継の承認をするに際しては、当該承認をしようとする承継に係る通関業の許可に付された条件を取り消すことができる。,○×,○,"財務大臣は、通関業の許可に基づく地位の承継の承認をするに際しては、当該承認をしようとする承継に係る通関業の許可について、条件を取り消し、変更し、又は新たに条件を付することができる(業11の2第6項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-3.共通事項]"
許可等に基づく地位の承継,56-7-5,A,財務大臣は、通関業の許可に基づく地位の承継の承認をするに際しては、当該承認をしようとする承継に係る通関業の許可について新たに条件を付することができない。,○×,×,"財務大臣は、通関業の許可に基づく地位の承継の承認をするに際しては、当該承認をしようとする承継に係る通関業の許可について、条件を取り消し、変更し、又は新たに条件を付することができる(業11の2第6項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-3.共通事項]"
通関業者、通関士等の義務,56-8-1,A,通関業者は、通関業務及び関連業務の料金の額を定め、その額を財務大臣に届け出なければならない。,○×,×,"通関業者は、通関業務と関連業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないが(業18条)、その額を財務大臣に届け出る義務はない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,56-8-2,A,通関業者は、通関業務及び関連業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないこととされており、料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により各通関業者が自由に定めて差し支えないこととされている。,○×,○,"通関業者は、通関業務及び関連業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないこととされており(業18条)、料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により各通関業者が自由に定めることができる(業通18-2)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,56-8-3,A,通関業者は、通関業以外の事業を営もうとするときは、当該事業を営むことについて財務大臣の認可を受けなければならない。,○×,×,"通関業者は、通関業以外の事業を営むときは、当該事業を営むことについて財務大臣へ届出を行う必要があるものの(業12条1号、4条1項5号)、財務大臣の認可を受ける必要はない。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業者に対する監督処分,56-8-4,A,通関業法第20条の規定に違反して、通関業者の信用又は品位を害するような行為をした通関業者の当該行為については、通関業者に対する監督処分の対象とされている。,○×,○,"財務大臣は、通関業者が通関業法の規定に違反したとき、その通関業者に対し、1年以内の期間を定めて通関業務の全部若しくは一部の停止を命じ、又は許可の取消しをすることができる(通関業者に対する監督処分 業34条1項1号)。そして、通関業法20条によれば、通関業者は、通関業者の信用又は品位を害するような行為をしてはならないとされる。そうすると、通関業者の信用又は品位を害するような行為をした通関業者の当該行為については、通関業法20条違反であるから、通関業者に対する監督処分の対象となる。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（7）信用失墜行為の禁止、第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（1）監督処分の対象]"
通関業者、通関士等の義務,56-8-5,A,通関業者は、その名義を通関業の許可を受けていない法人に通関業のため使用させようとする場合には、あらかじめ財務大臣の許可を受けなければならない。,○×,×,"通関業者は、その名義を他人に通関業のため使用させてはならない(名義貸しの禁止 業17条)。許可を受けたから名義貸しできるということはない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（4）名義貸しの禁止]"
通関業者、通関士等の義務,56-9-1,A,通関業者は、通関士その他の通関業務の従業者に異動があった場合には、当該異動の日から30日以内に、その異動の内容について財務大臣に届け出なければならないこととされている。,○×,×,"通関業者は、通関士その他の通関業務の従業者に異動があった場合には、その都度、異動の内容について財務大臣に届け出なければならないこととされている(業22条2項、業令9条1項)。「当該異動の日から30日以内」とは規定されていない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業者、通関士等の義務,56-9-2,A,通関業法第22条第2項では、通関業者は、政令で定めるところにより、通関士その他の通関業務の従業者（当該通関業者が法人である場合には、通関業務を担当する役員及び通関士その他の通関業務の従業者）の氏名及びその異動を財務大臣に届け出なければならないと規定するが、この規定における通関業務の従業者とは、通関業者において通関業務に携わる従業者全員をいい、当該通関業者に所属しているものの通関業務に関与していない者については、含まないこととされている。,○×,○,"異動の届出について定めた通関業法22条2項における通関業務の従業者とは、通関業者において通関業務に携わる従業者全員をいい、当該通関業者に所属しているものの通関業務に関与していない者（例えば経理事務や施設管理のための庶務作業のみを行う者等。）については、含まない(業通22-1(3))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業者、通関士等の義務,56-9-3,A,法人である通関業者が財務大臣に提出する定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)には、その報告期間に係る事業年度の貸借対照表及び損益計算書を添付しなければならない。,○×,○,"法人である通関業者が財務大臣に提出する定期報告書(業22条3項、業令10条1項)には、その報告期間に係る事業年度の貸借対照表及び損益計算書を添付しなければならない(業令10条2項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業者、通関士等の義務,56-9-4,A,通関業者は、その取扱いに係る通関業務に関する書類をその作成の日後3年間保存しなければならない。,○×,○,"通関業務に関する書類は、作成の日後3年間保存しなければならない(業22条1項、業令8条3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,56-9-5,A,通関業者は、通関業務を行う営業所ごとに通関業務に関する帳簿を設け、当該帳簿を、当該帳簿に係る営業所の閉鎖の日後3年間保存しなければならない。,○×,×,"通関業務に関する帳簿は、帳簿の閉鎖の後3年間保存しなければならない(業22条1項、業令8条3項)。営業所の閉鎖の後3年間ではない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者に対する業務改善命令,56-10-1,A,財務大臣は、通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずるときは、審査委員の意見を聴かなければならない。,○×,×,"財務大臣は、通関業の適正な遂行のために必要があると認めるときは、その必要の限度において、通関業者に対し、その業務の運営の改善に必要な措置をとるべきことを命ずることができる(業務改善命令 業33条の2)。しかし、この際、審査委員の意見を聴くことは要件とされていない(業通33の2-1から33の2-4)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-2.通関業者に対する業務改善命令]"
通関士の確認,56-10-2,A,通関士に対する懲戒処分として戒告の処分を受けた日から2年を経過しない者は、通関士となることができない。,○×,×,"通関士に対する懲戒処分として通関業務従事禁止の処分を受けた日から2年を経過しない者や、通関業務従事停止の処分を受け停止の期間を経過していない者は、欠格事由に当たるため、通関士の確認を受けることができず通関士となることができないが(業31条2項1号、6条8号、31条2項3号ロ、35条1項)、戒告の処分を受けた者は欠格事由に挙げられておらず、通関士となることができない者ではない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業者に対する監督処分,56-10-3,A,通関業者に監督処分の事由となるべき法令違反の事実があったものとして、財務大臣に対しその事実を申し出て適当な措置をとるべきことを求めることができるのは、当該通関業者に通関手続の代理を依頼した者に限られる。,○×,×,"何人（なんびと）も、通関業者に監督処分の対象となる事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる(調査の申出 業36条)。何人もというのは、誰でも、という意味である。懲戒処分の対象となりそうな事実を知ったのであれば、誰でも、財務大臣に対して、適切な処分を行うことを求めてよいのである。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（1）調査の申出]"
通関業者に対する監督処分,56-10-4,A,財務大臣は、通関業者に対する監督処分をしたとき又は通関士に対する懲戒処分をしたときは、遅滞なくその旨を公告しなければならない。,○×,○,"財務大臣は、通関業者に対する監督処分をしたとき又は通関士に対する懲戒処分をしたときは、遅滞なくその旨を公告しなければならない(業34条2項、35条2項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（4）処分の通知、公告]"
通関業者に対する監督処分,56-10-5,A,財務大臣は、通関業者が通関業法第3条第2項の規定により通関業の許可に付された条件に違反したときは、その通関業者に対し、1年以内の期間を定めて通関業務の全部若しくは一部の停止を命じ、又は許可の取消しをすることができる。,○×,○,"財務大臣は、通関業者が通関業法の規定に違反したとき、その通関業者に対し、1年以内の期間を定めて通関業務の全部若しくは一部の停止を命じ、又は許可の取消しをすることができる(通関業者に対する監督処分 業34条1項1号)。そして、通関業法3条2項の規定によると通関業の許可には条件を付すことができるので、その付された条件に違反することは通関業法の規定に違反することになるから、通関業者に対する監督処分の対象となる。
[参照　第8編（通関業法）-第2章（通関業の許可）-2.許可の条件、第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分]"
定義、目的（通関業法）,56-11-1,A,他人の依頼によってその依頼をした者を代理してする輸入の許可後に行われる関税の確定及び納付に関する手続は、通関業務に含まれない。,○×,×,"他人の依頼によってその依頼をした者を代理してする、輸入の許可後に行われる関税の確定及び納付に関する手続（例えば、輸入許可後の修正申告、更正の請求、特例申告等)は、通関手続の代理である(業2条1号イ(1)、業通2-2(2))。したがって、通関業務に含まれる。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,56-11-2,A,他人の依頼によってその依頼をした者を代理してする関税法第95条第2項の規定による税関事務管理人を定めたときの届出は、通関業務に含まれる。,○×,×,"他人の依頼によってその依頼をした者を代理してする、関税法95条第2項の規定による税関事務管理人を定めたときの届出は、通関手続に含まれない(業2条1号イ(1)、業通2-2)。また、その他の通関業務である不服申立て、主張・陳述、通関書類の作成のいずれにも当たらないので(業2条1号イ(2)(3)、2条1号ロ)、通関業務に含まれない。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務]"
定義、目的（通関業法）,56-11-3,A,他人の依頼によってその依頼をした者を代理してする輸出の許可後に行われる当該許可の内容を変更するための船名、数量等変更申請手続は、通関業務に含まれる。,○×,○,"他人の依頼によってその依頼をした者を代理してする、輸出許可後の船名、数量等変更申請手続は、通関手続の代理である(業2条1号イ(1)、業通2-2(2))。したがって、通関業務に含まれる。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,56-11-4,A,他人の依頼によってその依頼をした者を代理してする、関税法第69条の13第1項の規定による、商標権者が自己の商標権を侵害すると認める貨物に関し、当該貨物が輸入されようとする場合に当該貨物について税関長が認定手続を執るべきことの申立て手続は、通関業務に含まれる。,○×,×,"関税法69条の13第1項の規定による、商標権者が自己の商標権を侵害すると認める貨物に関し、当該貨物が輸入されようとする場合に当該貨物について税関長が認定手続を執るべきことの申立て手続は、通関手続に含まれない(業2条1号イ(1)、業通2-2)。また、その他の通関業務である不服申立て、主張・陳述、通関書類の作成のいずれにも当たらないので(業2条1号イ(2)(3)、2条1号ロ)、通関業務に含まれない。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務]"
定義、目的（通関業法）,56-11-5,A,他人の依頼によってその依頼をした者を代理して輸出申告をする場合において、他人の依頼に応じ、当該輸出申告の前に行われるその輸出に関して必要とされる外国為替及び外国貿易法の規定に基づく経済産業大臣の輸出の許可の申請は、関連業務に含まれない。,○×,×,"外国為替及び外国貿易法の規定に基づく経済産業大臣の輸出の許可の申請は他法令の許可申請であり、関連業務に含まれる(業7条、業通7-1(1)チ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
通関業の許可,56-12-1,A,財務大臣は、通関業務を行う営業所の新設の許可をしようとするときは、許可申請に係る通関業の経営の基礎が確実であるかどうかを審査することを要しない。,○×,○,"許可申請に係る通関業の経営の基礎が確実であるかどうかについては、通関業の許可の際には審査されるが(業5条1号)、営業所の新設の許可の際には審査を要しない(業8条2項参照)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
通関業の許可,56-12-2,A,財務大臣は、通関業務を行う営業所の新設の許可をしようとするときは、許可申請者が十分な社会的信用を有するかどうかを審査しなければならない。,○×,○,"営業所の新設の許可の際には、許可申請者が、その人的構成に照らして、その行おうとする通関業務を適正に遂行することができる能力を有し、かつ、十分な社会的信用を有するかについての審査を要する(業8条2項、5条2号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
