カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
定義、目的（通関業法）,55-6-1,A,他人の依頼によってその依頼をした者を代理してする関税法第62条の3第1項の外国貨物を保税展示場に入れることの申告は、通関業務である。,○×,○,"他人の依頼によってその依頼をした者を代理してする関税法第62条の3第1項の外国貨物を保税展示場に入れることの申告（展示等の承認の申告）は、通関手続の代理である(業2条1号イ(1)(四))。したがって、通関業務である。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,55-6-2,A,他人の依頼によってその依頼をした者を代理してする関税法第23条第1項の本邦と外国の間を往来する船舶への外国貨物である船用品の積込みの申告は、関連業務である。,○×,×,"他人の依頼によってその依頼をした者を代理してする関税法23条第1項の本邦と外国の間を往来する船舶への外国貨物である船用品の積込みの申告は、通関手続の代理である(業2条1号イ(1)(三))。したがって、通関業務である。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,55-6-3,A,他人の依頼によってその依頼をした者を代理してする関税法第43条の3第1項の外国貨物を保税蔵置場に置くことの承認の申請は、通関業務である。,○×,○,"他人の依頼によってその依頼をした者を代理してする関税法第43条の3第1項の外国貨物を保税蔵置場に置くことの承認の申請（蔵入承認の申請）は、通関手続の代理である(業2条1号イ(1)(四))。したがって、通関業務である。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,55-6-4,A,他人の依頼によってその依頼をした者を代理してする関税法第63条第1項の保税運送の申告は、通関業務である。,○×,×,"保税運送の申告は、関連業務である(業7条、業通7-1(1)チ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
定義、目的（通関業法）,55-6-5,A,他人の依頼によってその依頼をした者を代理してする関税法第21条の外国貨物の仮陸揚の届出は、通関業務である。,○×,×,"外国貨物の仮陸揚の届出は、関連業務である(業7条、業通7-1(1)ハ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
通関業の許可,55-7-1,A,複数の税関の管轄区域内において通関業を営もうとする者は、その管轄区域ごとに通関業の許可を受けなければならない。,○×,×,"通関業の許可に管轄区域の制限は無いため(業13条参照)、許可を得ればどの管轄区域でも通関業を営むことが出来る。
[参照　第8編（通関業法）-第2章（通関業の許可）-1.通関業の許可]"
通関業の許可,55-7-2,A,通関業者は、その通関業務に従事する通関士が情報通信機器を活用して、労働時間の全部において、自宅で通関業務に従事する勤務形態(在宅勤務)を開始するときは、税関に在宅勤務を開始する旨を申し出た上で、在宅勤務に関する定めのある就業規則を具備していることについて税関の確認を受けることとされている。,○×,×,"就業規則まではなくとも、情報セキュリティポリシーが定められている等、情報セキュリティ対策が講じられていることの確認を受ければよい(業通8-4(2))。情報セキュリティポリシーとは情報セキュリティに関する指針であり、就業規則や社内管理規則といった規則よりも緩い決めごとである。規則を定めることまでは要求されていない。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（3）在宅勤務、サテライトオフィス]"
通関業の許可,55-7-3,A,財務大臣は、通関業の許可をしようとするときは、許可申請に係る通関業の経営の基礎が確実であることに適合するかどうかを審査しなければならない。,○×,○,"通関業の許可基準の一つに、許可申請に係る通関業の経営の基礎が確実であることが定められており、財務大臣はそれに適合するかどうかを審査しなければならない(業5条1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,55-7-4,A,財務大臣は、通関業の許可をしようとするときは、許可申請者が十分な社会的信用を有することに適合するかどうかを審査しなければならない。,○×,○,"通関業の許可基準の一つに、申請者が、その人的構成に照らして、その行おうとする通関業務を適正に遂行できる能力を有し、かつ、十分な社会的信用を有することが定められており、財務大臣はそれに適合するかどうかを審査しなければならない(業5条2号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,55-7-5,A,通関業者は、通関業務を行う営業所を新たに設けようとする場合には、財務大臣にあらかじめその旨を届け出なければならない。,○×,×,"認定通関業者が行う営業所の新設の許可の特例の場合であれば届出でよいが、そうでない場合は届出ではなく財務大臣の許可が要る(業8条1項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設、（2）営業所の新設に係る許可の特例]"
通関業者に対する監督処分,55-8-1,B,法人である通関業者の役員が通関業法第6条第10号に規定する通関業の許可に係る欠格事由に該当するに至った場合において、当該通関業者が、当該欠格事由に該当した役員を更迭し、役員の変更の届出を行ったときは、当該欠格事由に関連し、当該通関業者が通関業者に対する監督処分を受けることはない。,○×,×,"監督処分についての通関業法35条には、一定の条件を満たせば監督処分を受けないというような例外規定がないので、本問のように通関業者で役員を更迭（こうてつ。ここでは役員を入れ替えること。）したからといって監督処分を必ず免れるというわけでははない。監督処分するかどうかはあくまで財務大臣の裁量である(業通11-3)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（1）監督処分の対象]"
通関業の許可,55-8-2,B,財務大臣は、通関業者が偽りその他不正の手段により通関業の許可を受けたことが判明したときは、当該許可を取り消すことができることとされており、この「偽りその他不正の手段」とは、例えば、許可申請に当たって通関業法第5条に規定する通関業の許可の基準に係る事項についての偽った書類(定款、財務諸表、履歴書、宣誓書等)を提出し、当該許可の可否に関する税関の判断を誤らせるに至った場合がこれに該当する。,○×,○,"財務大臣は、通関業者が偽りその他不正の手段により通関業の許可を受けたことが判明したときは、当該許可を取り消すことができる(業11条1条1号)。この「偽りその他不正の手段」とは、例えば、許可申請に当たって通関業の許可の基準に係る事項についての偽った書類（定款、財務諸表、履歴書、宣誓書等）を提出し、当該許可の可否に関する税関の判断を誤らせるに至った場合がこれに該当する(業通11-1)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業の許可,55-8-3,B,法人である通関業者の従業者が関税法第110条(関税を免れる等の罪)の規定に該当する違反行為をした場合において、当該通関業者が、同法第117条の両罰規定の適用により通告処分を受けたときは、財務大臣は、当該通関業者が通関業法第6条に規定する通関業者の許可に係る欠格事由に該当するに至ったものとして、同法第11条の規定に基づき通関業の許可を取り消すことができる。,○×,×,"従業者が関税法違反をしたため両罰規定(関117条1項)によりその従業者を雇っている会社も罰金以上の刑に処せられたとしても、それが雇っている会社にとっての通関業の許可の欠格事由とはならないので、許可の取消しもできない(業通6-2)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件、（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
通関業の許可,55-8-4,A,法人である通関業者が合併により消滅した場合において、現に進行中の通関手続があるときは、当該手続については、合併後存続する法人又は合併により設立された法人が引き続き通関業の許可を受けているものとみなすこととされている。,○×,○,"通関業の許可が消滅した場合において、現に進行中の通関手続があるときは、その手続については、許可を受けていた者が引き続き許可を受けているものとみなす。許可を受けていた法人が合併により消滅した場合には合併後存続する法人又は合併により設立された法人が、それぞれ引き続き許可を受けているものとみなす(業10条3項)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業の許可,55-8-5,A,財務大臣は、通関業者が破産手続開始の決定を受けたときは、通関業法第11条の規定に基づき通関業の許可を取り消すことができる。,○×,×,"通関業者の破産手続開始の決定は許可の消滅事由なので(業10条1項4号)、財務大臣が取り消さなくても消滅する。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-②消滅事由]"
通関業者の権利,55-9-1,A,税関長は、通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が計算又は転記の誤りに基因して、納付すべき関税の額を増加するものであるときは、当該通関業者に対し、当該誤りに関して意見を述べる機会を与えなければならない。,○×,×,"通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。ただし、当該関税の額の増加が計算又は転記の誤りその他これに類する客観的に明らかな誤りに基因するものである場合は、この限りでない(業15条)。つまり、増額更正が行われる場合は、原則として通関業者に意見を述べる機会を与えなければならないが、計算ミスや転記ミス等により納税の申告が間違っていたために増額更正することになった場合は、意見を述べる機会を与えなくてもよいのである。したがって、本問は誤りとなる。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業者の権利,55-9-2,A,通関業法第15条の規定に基づく更正に関する意見の聴取があった場合における通関業者による意見の陳述については、文書により行うこととされており、口頭により行うことはできない。,○×,×,"口頭又は書面のいずれでも差し支えないとされる(業通15-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業者の権利,55-9-3,A,通関業法第16条の規定に基づく検査の立会いを求めるための税関長の通知については、口頭又は書面のいずれでも差し支えないものとされており、また、検査指定票の交付をもってこれに代えることができることとされている。,○×,○,"税関長は、通関業者の行なう通関手続に関し、税関職員に一定の貨物の検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならないが(業16条)、その検査の立会いを求めるための通知は、口頭又は書面のいずれでもよいし、また、検査指定票の交付をもってこれに代えることもできる(業通16-1(1))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業者の権利,55-9-4,A,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第67条の輸入しようとする貨物についての必要な検査をさせるため、当該通関業者又はその従業者の立会いを求めるための通知を当該通関業者に行った場合において、当該通知に対し、当該通関業者又はその従業者が立ち会わないときは、これらの者の立会いのないまま当該検査を行って差し支えないこととされている。,○×,○,"税関長は、通関業者の行なう通関手続に関し、税関職員に輸入しようとする貨物についての必要な検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならないが(業16条)、この通知に対し、通関業者又はその従業者が立ち会わないときは、立会いのないまま検査を行えばよい(業通16-1(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業者の権利,55-9-5,A,税関長は、通関業者が他人の依頼によってその依頼をした者を代理してする本邦と外国との間を往来する船舶への船用品の積込みの申告があった場合において、税関職員にその承認に関し当該船用品につき必要な検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない。,○×,×,"税関長は、通関業者の行なう通関手続に関し、税関職員に検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない場合がある(業16条)。具体的には、輸出貨物又は輸入貨物の検査(関67条)、積戻し貨物の検査(関67条、75条)、蔵入承認・移入承認・総保入承認の際の検査(43条の4第1項、61条の4、62条の15)、展示等の承認の際の検査(関62条の3第2項)のいずれかをさせる場合が対象となる(業令7条)。しかし、本問の検査は通知対象とならない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業者、通関士等の義務,55-10-1,A,通関業者は、通関業務及び関連業務に関して帳簿を設け、その収入に関する事項を記載し、当該帳簿をその開設の日後3年間保存しなければならない。,○×,×,"「開設の日後3年間」ではなく「閉鎖の日後3年間である」(業22条1項、業令8条3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,55-10-2,A,通関業法第22条第2項において、通関業者は、通関士その他の通関業務の従業者(当該通関業者が法人である場合には、通関業務を担当する役員及び通関士その他の通関業務の従業者)の氏名及びその異動を財務大臣に届け出なければならないこととされている。,○×,○,"通関業者は、通関士その他の通関業務の従業者（通関業者が法人である場合には、通関業務を担当する役員及び通関士その他の通関業務の従業者）の氏名及びその異動を財務大臣に届け出なければならない(業22条2項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業者、通関士等の義務,55-10-3,A,法人である通関業者が財務大臣に提出する定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)には、通関業務及び関連業務に関する事業報告書及び事業計画書を添付しなければならない。,○×,×,"この場合添付しなければならないのは「通関業務及び関連業務に関する事業報告書及び事業計画書」ではなく「報告期間に係る事業年度の貸借対照表及び損益計算書」である(業令10条2項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業者、通関士等の義務,55-10-4,A,通関業者は、その取扱いに係る通関業務及び関連業務に関する書類をその作成の日後3年間保存しなければならない。,○×,○,"通関業者は、その取扱いに係る通関業務（関連業務を含む。）に関する書類を作成の日後3年間保存しなければならない(業22条1項、業令8条3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,55-10-5,A,通関業者が設けなければならない通関業務及び関連業務に関する帳簿には、当該通関業者の通関業務を行う営業所ごとに、その営業所において取り扱った通関業務及び関連業務の種類に応じ、その取り扱った件数及び受ける料金を記載するとともに、その1件ごとに、依頼者の氏名又は名称、貨物の品名及び数量、通関業務及び関連業務に係る申告書、申請書、不服申立書その他これらに準ずる書類の税関官署又は財務大臣への提出年月日、その受理番号、通関業務及び関連業務につき受ける料金の額その他参考となるべき事項を記載しなければならない。,○×,○,"通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載するとともに、その取扱いに係る通関業務（関連業務を含む。）に関する書類を一定期間保存しなければならないが(業22条1項)、この帳簿の記載事項について本問のような規定がある(業令8条1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
定義、目的（通関業法）,55-11-1,A,「通関業」とは、業として通関業務を行うことをいい、この「業として通関業務を行う」とは、営利の目的をもって通関業務を反覆継続して行い、又は反覆継続して行う意思をもって行う場合をいい、この場合において営利の目的は直接的である必要があり、通関業務が他の業務に附帯して無償で行われる場合はこれに該当しないものとされている。,○×,×,"「業として通関業務を行う」(業2条2号)とは、営利の目的をもって通関業務を反覆継続して行い、又は反覆継続して行う意思をもって行う場合をいう。この場合において営利の目的が直接的か間接的かは問わないものとし、通関業務が他の業務に附帯して無償で行われる場合もこれに該当するとされる(業通2-3)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（1）通関業、通関業者、通関士]"
定義、目的（通関業法）,55-11-2,A,他人の依頼によってその依頼をした者を代理してする関税法第7条の2第1項の特例輸入者の承認の申請は通関業務であるが、他人の依頼によってその依頼をした者を代理してする同法第7条の2第1項の規定の適用を受ける必要がなくなった場合における同法第7条の10の届出は、通関業務ではない。,○×,○,"他人の依頼によってその依頼をした者を代理してする特例輸入者の承認の申請は、通関手続の代理なので通関業務である(業2条1号イ(1)(二))。しかし、他人の依頼によってその依頼をした者を代理してする、特例輸入者の規定の適用を受ける必要が無くなったことの届出(関7条の10)は、通関業務とはされていない(業2条1号)。特例輸入者の規定の適用を受ける必要が無くなれば、届出をすることで特例輸入者の承認の失効事由となるので、特例輸入者ではなくなるという制度があるが、その届出が通関業務なのかを問うている。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-1.特定輸出者、特例輸入者-（2）失効事由、取消事由-②失効事由、第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務]"
定義、目的（通関業法）,55-11-3,A,関税法その他関税に関する法令の規定に基づく税関官署の調査につき、他人の依頼によってその依頼をした者を代理してする税関官署に対してする主張又は陳述は、関連業務である。,○×,×,"関税法その他関税に関する法令の規定に基づく税関官署の調査につき、他人の依頼によってその依頼をした者を代理してする税関官署に対してする主張又は陳述は、通関業務である(業2条1号イ(3))。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-④主張又は陳述]"
定義、目的（通関業法）,55-11-4,A,他人の依頼によってその依頼をした者を代理してする関税法第75条において準用する同法第67条の規定による本邦から外国に向けて行う外国貨物の積戻しの許可に係る申告は、関連業務である。,○×,×,"他人の依頼によってその依頼をした者を代理してする外国貨物の積戻しの申告は、通関手続の代理であり、通関業務である(業2条1号イ(1)(一))。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
