カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業法（通関業の許可）,53-6-1,A,複数の税関の管轄区域内において通関業を営もうとする者は、その管轄区域ごとに通関業の許可を受けなければならない。,○×,×,"通関業の許可には営業区域が無いので、税関の管轄区域ごとに許可を受ける必要は無い(業3条1項参照)。
[参照　第8編（通関業法）-第2章（通関業の許可）-1.通関業の許可]"
通関業法（通関業の許可）,53-6-2,A,認定通関業者である通関業者が財務大臣に届け出て通関業務を行う営業所を新たに設けた場合には、当該営業所については、その届出が受理された時において、通関業法第8条第1項の営業所の新設に係る財務大臣の許可を受けたものとみなして、同法の規定を適用することとされている。,○×,○,"通関業者は、通関業務を行う営業所を新たに設けようとするときは、財務大臣の許可を受けなければならないのが原則であるが(業8条1項)、認定通関業者である通関業者は、財務大臣に届け出ることで、当該営業所については、その届出が受理された時において、営業所の新設に係る財務大臣の許可を受けたものとみなされる(業9条1項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業法（通関業の許可）,53-6-3,A,財務大臣は、通関業の許可をしようとするときは、許可申請に係る通関業の経営の基礎が確実であることに適合するかどうかを審査しなければならない。,○×,○,"財務大臣は、通関業の許可をしようとするときは、通関業の許可基準に適合するかどうかを審査しなければならない(業5条)。許可基準は以下の3つであるが、本問で挙げられているのはそのうち①である。
①許可申請に係る通関業の経営の基礎が確実であること
②許可申請者が、その人的構成に照らして、その行おうとする通関業務を適正に遂行できる能力を有し、かつ、十分な社会的信用を有すること
③許可申請に係る通関業を営む営業所につき、通関士の設置要件(業13条)を備えること

[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業の許可）,53-6-4,A,財務大臣は、通関業の許可をしようとするときは、許可申請者がその人的構成に照らして、その行おうとする通関業務を適正に遂行することができる能力を有することに適合するかどうかを審査しなければならないこととされており、この「人的構成に照らし」とは、当該許可申請者(法人である場合には、その役員)及び通関士その他の従業者全体の人的資質に関する評価をいうほか、全体として、組織体制が確立しているかどうかの評価をも含むこととされている。,○×,○,"財務大臣は、通関業の許可をしようとするときは、許可申請者が、その人的構成に照らして、その行おうとする通関業務を適正に遂行することができる能力を有し、かつ、十分な社会的信用を有することを審査しなければならない(業5条2号)。この「人的構成に照らし」とは、当該許可申請者（法人である場合には、その役員）及び通関士その他の従業者全体の人的資質に関する評価をいうほか、全体として、組織体制が確立しているかどうかの評価をも含むこととされている(業通5-2(1))。働いている人それぞれの評価だけでなく、組織全体としての評価も含むという意味である。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業の許可）,53-6-5,A,財務大臣は、通関業の許可をしようとするときは、許可申請に係る通関業を営む営業所につき、通関業法第13条に規定する通関士の設置の要件を備えることとなっていることに適合するかどうかを審査することを要しない。,○×,×,"財務大臣は、通関業の許可をしようとするときは、許可申請に係る通関業を営む営業所につき、通関士の設置要件(業13条)を備えることとなっていることに適合するかどうかの審査を要する(業5条3号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業法（通関業者の権利）,53-7-1,A,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第67条の輸出又は輸入しようとする貨物についての必要な検査をさせるため、当該通関業者又はその従業者の立会いを求めるための通知を当該通関業者に行った場合において、当該通関業者又はその従業者が立ち会わないときは、立会いのないまま検査を行って差し支えないこととされている。,○×,○,"税関長は、通関業者の行なう通関手続に関し、税関職員に輸出又は輸入の際の検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない(業16条)。この通知に対し、通関業者又はその従業者が立ち会わないときは、立会いのないまま検査を行ってよい(業通16-1(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業法（通関業者の権利）,53-7-2,A,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第62条の3第2項の保税展示場に入れようとする外国貨物についての必要な検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない。,○×,○,"税関長は、通関業者の行う通関手続に関し、税関職員に関税法62条の3第2項の保税展示場に入れようとする外国貨物についての必要な検査（展示等の承認の際の検査）をさせるときは、当該通関業者に対し、当該通関業者又はその従業者の立会いを求めるための通知をすることを要する(業16条、業令7条3号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業法（通関業者の権利）,53-7-3,A,通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が、計算の誤りに基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該誤りに関し意見を述べる機会を与えなければならない。,○×,×,"通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。ただし、当該関税の額の増加が計算又は転記の誤りその他これに類する客観的に明らかな誤りに基因するものである場合は、この限りでない(業15条)。つまり、増額更正が行われる場合は、原則として通関業者に意見を述べる機会を与えなければならないが、計算ミスや転記ミス等により納税の申告が間違っていたために増額更正することになった場合は、意見を述べる機会を与えなくてもよいのである。したがって、計算の誤りに起因する本問では意見を述べる機会を与えることを要しない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業法（通関業者の権利）,53-7-4,A,通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。,○×,○,"通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない(業15条)。したがって、本問は正しい。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業法（通関業者の権利）,53-7-5,A,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第75条において準用する同法第67条の本邦から外国に向けて積戻ししようとする外国貨物についての必要な検査をさせるときは、当該通関業者に対し、当該通関業者又はその従業者の立会いを求めるための通知をすることを要しない。,○×,×,"税関長は、通関業者の行う通関手続に関し、税関職員に関税法75条において準用する同法67条の本邦から外国に向けて積戻ししようとする外国貨物についての必要な検査（積戻し貨物の検査）をさせるときは、当該通関業者に対し、当該通関業者又はその従業者の立会いを求めるための通知をすることを要する(業16条、業令7条1号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業法（通関業者、通関士等の義務）,53-8-1,A,通関業者が営業所に通関士を置くことを要しない場合における当該営業所において取り扱う通関業務に係る貨物が「一定の種類の貨物のみに限られている場合」とは、その行う通関業務に係る貨物が一定種類に限られており、通関業務の内容が簡易かつ、定型化されている場合をいうこととされている。,○×,○,"通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに、通関業務に係る貨物の数量及び種類並びに通関書類の数、種類及び内容に応じて必要な員数の通関士を置かなければならないのが原則であるが、営業所において取り扱う通関業務に係る貨物が一定の種類の貨物のみに限られている場合（貨物限定の条件が付されている場合）は、その営業所に通関士を設置しなくてよい(業13条、業令5条)。この、営業所において取り扱う通関業務に係る貨物が「一定の種類の貨物のみに限られている場合」とは、その行う通関業務に係る貨物が一定種類に限られており、通関業務の内容が簡易かつ、定型化されている場合をいう(業通13-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業法（通関業者、通関士等の義務）,53-8-2,A,通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないこととされており、法令に規定する証人、鑑定人として裁判所において陳述する場合は、この「正当な理由」があるときに該当する。,○×,○,"通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない(業19条)。法令に規定する証人、鑑定人等として裁判所において陳述する場合は、この「正当な理由」があるときに該当する(業通19-1(1)ロ)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業法（通関業者、通関士等の義務）,53-8-3,A,通関業者は、関連業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないこととされており、料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により各通関業者が自由に定めて差し支えないこととされている。,○×,○,"通関業者は、通関業務及び関連業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないこととされており(業18条)、料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により各通関業者が自由に定めることができる(業通18-2)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業法（通関業者、通関士等の義務）,53-8-4,A,通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないこととされており、依頼者の許諾がある場合であっても、この「正当な理由」があるときに該当しない。,○×,×,"通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない(業19条)。依頼者の許諾がある場合は、この「正当な理由」があるときに該当する(業通19-1(1)イ)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業法（通関業者、通関士等の義務）,53-8-5,A,通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならないこととされており、この「通関業務に関して知り得た秘密」とは、通関業務を行うに当たって依頼者の陳述又は文書等から知り得た事実で一般には知られておらず、かつ、知られないことにつき、依頼者又はその関係者に利益があると客観的に認められるものをいうこととされている。,○×,○,"通関士は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない(業19条)。この「通関業務に関して知り得た秘密」とは、通関業務を行うに当たって依頼者の陳述又は文書等から知り得た事実で、一般に知られておらず、かつ、知られないことにつき、依頼者又はその関係者に利益があると客観的に認められるものをいう(業通19-1(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業法（通関業者、通関士等の義務）,53-9-1,A,通関業者は、通関業務に関して帳簿を設け、その収入に関する事項を記載し、当該帳簿を閉鎖の日後5年間保存しなければならない。,○×,×,"「5年間」ではなく「3年間」である(業22条1項、業令8条3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,53-9-2,A,通関業者は、通関士その他の通関業務の従業者(当該通関業者が法人である場合には、通関業務を担当する役員及び通関士その他の通関業務の従業者)に異動があった場合には、当該異動の日後60日以内に、その異動の内容を財務大臣に届け出なければならないこととされている。,○×,×,"「当該異動の日後60日以内」ではなく「その都度」である(業22条2項、業令9条1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-②届出義務]"
通関業法（通関業者、通関士等の義務）,53-9-3,A,通関業者は、定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)を毎年6月30日までに財務大臣に提出しなければならない。,○×,○,"通関業者は、その取扱いに係る通関業務（関連業務を含む。）の件数、これらについて受けた料金の額その他通関業務（関連業務を含む。）に係る事項を記載した報告書を毎年1回財務大臣に提出しなければならない(定期報告書 業22条3項)。この報告書には、毎年4月1日から翌年3月31日までの間に終了する通関業者の事業年度（当該期間内に2以上の事業年度が終了するときは、これらを通じた期間とし、個人である通関業者については、歴年とする。）ごとに、一定の事項を記載し、翌年6月30日までにこれを提出しなければならない(業令10条1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業法（通関業者、通関士等の義務）,53-9-4,A,通関業者が設けなければならない通関業務に関する帳簿には、通関業者の通関業務を行う営業所ごとに、その営業所において取り扱った通関業務(関連業務を含む。)の種類に応じ、その取り扱った件数及び受ける料金を記載するとともに、その1件ごとに、依頼者の氏名又は名称、貨物の品名及び数量、通関業務に係る申告書、申請書、不服申立書その他これらに準ずる書類の税関官署又は財務大臣への提出年月日、その受理番号、通関業務につき受ける料金の額その他参考となるべき事項を記載しなければならない。,○×,○,"通関業者が設ける帳簿には、通関業者の通関業務を行う営業所ごとに、その営業所において取り扱った通関業務（関連業務を含む。）の種類に応じ、その取り扱った件数及び受ける料金を記載するとともに、その一件ごとに、依頼者の氏名又は名称、貨物の品名及び数量、通関業務に係る申告書、申請書、不服申立書その他これらに準ずる書類の税関官署又は財務大臣への提出年月日、その受理番号、通関業務につき受ける料金の額その他参考となるべき事項を記載しなければならない(業22条1項、業令8条1項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業法（通関業者、通関士等の義務）,53-9-5,A,通関業者が財務大臣に提出しなければならないこととされている定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)には、報告期間中に取り扱った通関業務についての種類別の件数及び受ける料金の額を記載しなければならない。,○×,○,"通関業者が財務大臣に提出しなければならないこととされている定期報告書には、報告期間中に取り扱った通関業務についての種類別の件数及び受ける料金の額を記載しなければならない(業22条3項、業令10条1項1号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-③報告義務]"
通関業法（通関士の確認）,53-10-1,A,通関士試験に合格した者は、どの税関の管轄区域内においても、通関士となる資格を有する。,○×,○,"通関士試験に合格した者は、どの税関の管轄区域内においても、通関士となる資格を有する(業25条)。日本全国どこの税関の管轄区域内でも通関士の確認(業31条)を受けることができるのである。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業法（通関士の資格喪失）,53-10-2,A,偽りその他不正の手段により通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士としてその通関業務に従事させようとする場合における財務大臣の確認)を受けたことが判明し、通関士の資格を喪失し、通関士でなくなった者は、当該確認を受けた通関業者のその他の通関業務の従業者として通関業務に従事することはできない。,○×,×,"偽りその他不正の手段により通関士の確認を受けたことが判明したときには、通関士でなくなる(通関士の資格の喪失 業32条4号)。しかし、「通関士でなくなる」とは、通関士として通関業務に従事する資格を失うことをいう。したがって、通関士に対する懲戒処分(業35条1項)によって通関業務に従事することを停止又は禁止された場合とは異なり、その他の通関業務の従業者として通関業務に従事することはできる(業通32-1(1))。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関業法（通関士の資格喪失）,53-10-3,A,関税法第111条(許可を受けないで輸出入する等の罪)の規定に該当する違反行為をして同法の規定により通告処分を受け、通関士の資格を喪失し、通関士でなくなった者は、通関士試験の合格の決定についても取り消されることとなる。,○×,×,"通関士試験の合格の決定が取り消されるのは、不正の手段によって通関士試験を受け、若しくは受けようとし、又は試験科目の免除を受け、若しくは受けようとした者に限られるため(業29条1項)、関税法111条の規定に該当する違反行為をして通告処分を受け、通関士の資格を喪失しても(業32条2号、6条4号ロ)、合格の決定は取り消されない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由、第8編（通関業法）-第4章（通関士）-3.通関士試験]"
通関業法（通関士の資格喪失）,53-10-4,A,通関士試験の合格の事実を偽って通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士としてその通関業務に従事させようとする場合における財務大臣の確認)を受けたことが判明した者は、通関士の資格を喪失し、通関士でなくなるものとされている。,○×,×,"通関士の資格の喪失は、最初は通関士であったのにその後通関士の資格が失われるものである。通関士試験に合格していないのに合格したと偽って通関士の確認を受けた場合は、最初から通関士となる資格を有しないので、偽りその他不正の手段により通関士の確認を受けたことが判明したことにより通関士の資格を喪失した(業32条4号)のではない(業通32-1(4))。通関士試験に合格はしたがその後通関士試験の合格の決定が取り消されたら、通関士試験の合格の決定が取り消されたため資格を喪失するが(業32条3号)、そもそも通関士試験に合格していなかったら通関士の資格を喪失したのではなく、最初からずっと通関士ではないのである。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関業法（通関士の資格喪失）,53-10-5,A,通関業法第31条第1項の確認(通関業者が通関士試験に合格した者を通関士としてその通関業務に従事させようとする場合における財務大臣の確認)を受けた通関業者の通関業務に従事しないこととなった通関士は、通関士の資格を喪失し、通関士でなくなるものとされている。,○×,○,"通関士の確認(業31条)を受けた通関業者の通関業務に従事しないこととなった通関士は、通関士の資格を喪失し、通関士でなくなる(業法32条1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
