カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業法（通関業の許可）,57-6-4,A,通関業者は、その資産の状況に変更があった場合には、通関業法第12条（変更等の届出）の規定により、遅滞なくその旨を財務大臣に届け出なければならない。,○×,×,"通関業者は、通関業の許可申請書を提出する場合においては申請者の資産の状況を示す書面を添付する必要があるものの(業4条2項)、その資産の状況に変更があってもその旨を財務大臣に届け出る必要はない(12条参照)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業の許可）,57-6-5,A,通関業者は、通関業務を行う営業所の責任者の氏名に変更があった場合には、通関業法第12条（変更等の届出）の規定により、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,"通関業者は、通関業務を行う営業所の責任者の氏名を通関業の許可申請書に記載する必要があり(業4条1項3号)、変更があった場合には、遅滞なくその旨を財務大臣に届け出なければならない(業12条1号)。
[参照　第8編（通関業法）-第2章（通関業の許可）-6.許可の申請事項等の変更等の届出]"
通関業法（通関業者、通関士等の義務）,57-7-1,A,通関業者は、通関士を置かなければならないこととされる営業所ごとに、通関業務に係る貨物の数量及び種類並びに通関士の審査を要する通関書類の数、種類及び内容に応じて必要な員数の通関士を置かなければならない。,○×,○,"通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに、通関士を置かなければならず(業13条)、そしてその通関士を置かなければならないこととされる営業所ごとに、通関業務に係る貨物の数量及び種類並びに通関士の審査を要する通関書類の数、種類及び内容に応じて必要な員数の通関士を置かなければならない(業令5条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業法（通関業者、通関士等の義務）,57-7-2,A,通関業者は、通関業務を行う営業所における業務量からみて通関士を置く必要がないと認められるときは、当該営業所に通関士を置くことを要しない。,○×,×,"通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに通関士を置かなければならない(業13条)。したがって、原則として、通関業務を行う営業所においては最低1人の通関士を置く必要がある。ただし、当該営業所において取り扱う通関業務に係る貨物に条件が付され一定の種類の貨物のみに限られている場合は、置かなくてもよい(業3条2項、8条2項、業通3-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業法（通関業者、通関士等の義務）,57-7-3,A,通関業者は、通関士を置かなければならないこととされる営業所ごとに、専任の通関士を1名以上置かなければならない。,○×,×,"昔はこのような専任の通関士という規定があったが、現在は存在しない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業法（通関業者、通関士等の義務）,57-7-4,A,通関業者が通関業務を行う営業所に通関士を置くことを要しない場合における当該営業所において取り扱う通関業務に係る貨物が「一定の種類の貨物のみに限られている場合」とは、その行う通関業務に係る貨物が一定種類に限られており、通関業務の内容が簡易かつ、定型化されている場合をいうこととされている。,○×,○,"通関業者が通関業務を行う営業所に通関士を置くことを要しない場合における当該営業所において取り扱う通関業務に係る貨物が「一定の種類の貨物のみに限られている場合」(業13条)とは、その行う通関業務に係る貨物が一定種類に限られており、通関業務の内容が簡易かつ、定型化されている場合をいう。なお、「簡易かつ、定型化されている場合」とは、限定された通関手続のみを反復継続的に行い、当該手続が全体として簡易であり、貨物全般の通関に関する広い知識の有無にかかわらず適正な手続の完了が期待できるものである必要があり、例えば、コンテナー及びその修理用部分品の通関手続のみを行う場合、船(機)用品の積込申告のみを行う場合等をいう(業通13-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業法（通関業者、通関士等の義務）,57-7-5,A,通関業者は、通関業務を行う営業所の新設の許可の条件として、その取り扱う通関業務に係る貨物について一定の種類の貨物のみに限る条件が付されている場合には、当該営業所に通関士を置くことはできない。,○×,×,"通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに通関士を置かなければならない(業13条)。ただし、当該営業所において取り扱う通関業務に係る貨物に条件が付され一定の種類の貨物のみに限られている場合は、置かなくてもよいが(業3条2項、8条2項、業通3-1)、置くことができないわけではない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業法（通関業者の権利）,57-8-1,A,税関長は、通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合であっても、当該更正が当該申告に係る貨物の関税率表の適用上の所属の相違に基因して納付すべき関税の額を増加するものであるときは、当該通関業者に対し、当該相違に関し意見を述べる機会を与えることを要しない。,○×,×,"通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。ただし、当該関税の額の増加が計算又は転記の誤りその他これに類する客観的に明らかな誤りに基因するものである場合は、この限りでない(業15条)。つまり、増額更正が行われる場合は、原則として通関業者に意見を述べる機会を与えなければならない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業法（通関業者の権利）,57-8-2,A,税関長は、通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が計算の誤りに基因して納付すべき関税の額を増加するものであるときは、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。,○×,×,"通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。ただし、当該関税の額の増加が計算又は転記の誤りその他これに類する客観的に明らかな誤りに基因するものである場合は、この限りでない(業15条)。つまり、増額更正が行われる場合は、原則として通関業者に意見を述べる機会を与えなければならないが、計算ミスや転記ミス等により納税の申告が間違っていたために増額更正することになった場合は、意見を述べる機会を与えなくてもよいのである。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業法（通関業者の権利）,57-8-3,A,税関長は、通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が当該申告に係る貨物の課税価格の相違に基因して納付すべき関税の額を減少するものであるときは、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならない。,○×,×,"通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならないのが原則である(業15条)。しかし、本問は関税の額を減少させる更正（減額更正）であり、納付すべき関税の額を増加させる更正（増額更正）ではないから、これに当てはまらず、相違に関し意見を述べる機会は与えられない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業法（通関業者の権利）,57-8-4,A,通関業法第15条の規定に基づく更正に関する意見の聴取は、通関士が設置されている場合にあっては、原則として通関士から行い、その他の場合にあっては、営業所の責任者又はこれに準ずる者から行うこととされている。,○×,○,"通関業法15条では、通関業者が他人の依頼に応じて税関官署に対してした納税の申告について更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならないとされている。そしてこの場合、通関業者からの意見の聴取は、通関士が設置されている場合にあっては、原則として通関士から行い、その他の場合にあっては、営業所の責任者又はこれに準ずる者から行うこととされている(業通15-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（1）増額更正について意見を述べる権利]"
通関業法（通関業者の権利）,57-8-5,A,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第43条の4第1項の保税蔵置場に外国貨物を置くことの承認の際の検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない。,○×,○,"税関長は、通関業者の行う通関手続に関し、税関職員に蔵入承認(関43条の4第1項)の際の検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない(業16条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-2.通関業者の権利-（2）検査の通知を受ける権利]"
通関業法（通関士に対する懲戒処分）,57-9-1,A,正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らす行為をした通関士の当該行為については、通関士に対する懲戒処分の対象とされている。,○×,○,"通関士が通関業法、関税法、その他関税に関する法令の規定のいずれかに違反したときは懲戒処分の対象となるが(業35条1項)、通関士が正当な理由なしに通関業務に関して知り得た秘密を他に漏らす行為をすることは通関業法19条に違反するため、懲戒処分の対象となる。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務、第8編（通関業法）-第5章（監督処分、懲戒処分等）-3.通関士に対する懲戒処分-（2）懲戒処分の種類]"
通関業法（通関業者、通関士等の義務）,57-9-2,A,通関士は、自ら通関書類の審査を行うことなく他人に自己の記名をさせてはならないこととされている。,○×,○,"通関士は、その名義を他人に通関業務のため使用させてはならない(名義貸しの禁止 業33条)。通関士が自ら通関書類の審査を行うことなく他人に自己の記名をさせることは、「その名義を他人に通関業務のために使用させる」ことに当たる(業通33-1)。
[参照　第8編（通関業法）-第4章（通関士）-2.名義貸しの禁止]"
通関業法（通関業者、通関士等の義務）,57-9-3,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として他人の依頼に応じて税関官署に提出する輸入申告書について、通関士にその内容を審査させ、かつ、これに記名させなければならない。,○×,○,"通関業者は、通関士が通関業務に従事している営業所における通関業務として他人の依頼に応じて税関官署に提出する輸入申告書について、通関士にその内容を審査させ、かつ、これに記名させなければならない(業14条、業令6条1号、業2条1号イ(1)(一))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業法（通関業者、通関士等の義務）,57-9-4,A,通関業者は、他人に自己の名義の印章を使用させ、自己の名義で通関業務を行わせることができることとされている。,○×,×,"通関業者は、その名義を他人に通関業のため使用させてはならない(名義貸しの禁止 業17条)。他人に自己の名義の印章を使用させ、自己の名義で通関業務を行わせることは、「その名義を他人に通関業のため使用させ」ることに当たる(業通17-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（4）名義貸しの禁止]"
通関業法（通関業者、通関士等の義務）,57-9-5,A,通関業法第18条の規定による通関業務の料金の額の掲示については、インターネット上で当該料金の額の閲覧を可能とする方法により行うことができないこととされている。,○×,×,"通関業者は、通関業務（関連業務を含む。）の料金の額を営業所において依頼者の見やすいように掲示しなければならない(業18条)。この料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により各通関業者が自由に定めることができ、インターネット上で閲覧する方法というのも規定されている(業通18-2)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業法（罰則（通関業法））,57-10-1,A,通関業法第3条第2項の規定により通関業の許可に付された条件に違反して、当該条件により限定された種類以外の貨物につき、通関業を営んだ者は、同法の規定に基づき拘禁刑又は罰金に処せられることがある。,○×,○,"通関業の許可に付された条件に違反して、当該条件により限定された種類以外の貨物につき、通関業を営んだ者は、1年以下の拘禁刑又は100万円以下の罰金に処する(業41条1項2号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業法（罰則（通関業法））,57-10-2,A,通関業法第33条の規定に違反して自らの通関士の名義を他人に通関業務のため使用させた者は、同法の規定に基づき罰金に処せられることがある。,○×,○,"通関業法33条の規定に違反して自らの通関士の名義を他人に通関業務のため使用させた者は、30万円以下の罰金に処する(業44条2号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業法（罰則（通関業法））,57-10-3,A,通関業法第40条第2項の規定に違反して通関士という名称を使用した通関士でない者は、同法の規定に基づき罰せられることはない。,○×,×,"通関業法40条2項の規定に違反して通関士という名称を使用した通関士でない者は、30万円以下の罰金に処する(業44条3号)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業法（罰則（通関業法））,57-10-4,A,通関業者である法人の従業者が、その法人の業務に関し、通関業法第38条第1項の規定に基づく税関職員による質問に偽りの答弁をしたときは、同法の規定に基づき、当該従業者が罰せられることがあるほか、その法人に対しても罰金刑が科せられることがある。,○×,○,"通関業者である法人の従業者が、その法人の業務に関し、通関業法38条1項の規定に基づく税関職員による質問に偽りの答弁をしたときは、当該従業者が罰せられることがあり(業43条2号)、そして、その法人に対しても罰金刑が科せられることがある(両罰規定 業45条)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業法（罰則（通関業法））,57-10-5,A,通関業者である法人の役員が、その法人の業務に関し、正当な理由がなくて、その通関業務に関して知り得た秘密を他に漏らしたときは、当該役員が罰せられることがあるほか、その法人に対しても罰金刑が科せられることがある。,○×,×,"通関業者である法人の役員が、その法人の業務に関し、正当な理由がなくて、その通関業務に関して知り得た秘密を他に漏らしたときは、当該役員が罰せられることがあるものの(業41条1項3号)、両罰規定の対象とはなっていないため、その法人に対しても罰金刑が科せられるわけではない(業45条)。
[参照　第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-4.罰則]"
通関業法（定義、目的（通関業法））,57-11-1,A,他人の依頼によってその依頼をした者を代理してする関税法第7条第3項の規定による輸入貨物に係る課税標準の教示の求めは、通関業務に含まれる。,○×,×,"事前教示照会のことであるから、関連業務に当たる(業7条、業通7-1(1)イ)。なお、通関士試験で具体的な内容につき問われる事前教示照会は、輸入しようとする貨物の税番（HSコード）がよく分からないときに教示してもらう「関税定率法別表（関税率表）の適用上の所属」についてのものが殆どであるが、課税標準についての事前教示を求める事前教示照会もあるので、本問はそれのことを指している。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
通関業法（定義、目的（通関業法））,57-11-2,A,他人の依頼によってその依頼をした者を代理してする関税法第23条第1項の規定による本邦と外国との間を往来する船舶への外国貨物である船用品の積込みの申告は、通関業務に含まれる。,○×,○,"他人の依頼によってその依頼をした者を代理してする関税法23条1項の規定による本邦と外国との間を往来する船舶への外国貨物である船用品又の積込みの申告は、通関手続の代理であり、通関業務である(業2条1号イ(1)(三))。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
通関業法（定義、目的（通関業法））,57-11-3,A,他人の依頼によってその依頼をした者を代理してする関税法第63条第1項の規定による外国貨物の保税運送の申告は、通関業務に含まれる。,○×,×,"外国貨物の保税運送の申告は、関連業務である(業7条、業通7-1(1)ヘ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
通関業法（定義、目的（通関業法））,57-11-4,A,他人の依頼によってその依頼をした者を代理して輸入申告をする場合において、他人の依頼に応じ、当該輸入申告の前に行われるその輸入に関して必要とされる外国為替及び外国貿易法の規定による経済産業大臣の輸入の承認の申請は、通関業務に含まれる。,○×,×,"関税法その他関税に関する法令以外の法令の規定により輸出又は輸入に関して必要とする許可等（他法令の許可等）の申請は、関連業務である(業7条、業通7-1(1)チ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
通関業法（定義、目的（通関業法））,57-11-5,A,他人の依頼によってその依頼をした者を代理してする関税法第43条の3第1項の規定による保税蔵置場に外国貨物を置くことの承認の申請は、関連業務に含まれる。,○×,×,"他人の依頼によってその依頼をした者を代理してする関税法43条の3第1項の規定による保税蔵置場に外国貨物を置くことの承認の申請（蔵入承認の申請）は、通関手続の代理であり、通関業務である(業2条1号イ(1)(四))。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
通関業法（通関業の許可）,57-12-1,A,通関業者の通関業の許可に条件が付されていない場合において、財務大臣が当該通関業者の通関業務を行う営業所の新設の許可を行うときは、その営業所の新設の許可に条件を付することはできない。,○×,×,"通関業の許可に条件が付されていない場合において、財務大臣が通関業務を行う営業所の新設の許可を行うときであっても、営業所新設の許可に条件を付すことができる(業8条2項、3条2項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設]"
