カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業の許可,51-6-5,A,財務大臣が通関業の許可に際して付する条件は、通関業法の目的を達成するために必要な最少限度のものでなければならないこととされている。,○×,○,"財務大臣は、通関業の許可に条件を付すことができる。この条件は、通関業法の目的を達成するために必要最少限度のものでなければならない(業3条2項、3項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-2.許可の条件]"
通関業者、通関士等の義務,51-7-1,A,通関士の設置を要する営業所にあっては、その取り扱う通関業務に係る貨物の数量及び種類並びに通関士の審査を要する通関書類の数、種類及び内容に応じて、必要な員数の通関士を置かなければならない。,○×,○,"通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに、通関業務に係る貨物の数量及び種類並びに通関書類の数、種類及び内容に応じて必要な員数の通関士を置かなければならない。ただし、その営業所において取り扱う通関業務に係る貨物が一定の種類の貨物のみに限られている場合は、その営業所に通関士を設置しなくてよい(業13条、業令5条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,51-7-2,A,通関士の設置を要することとされている営業所には、専任の通関士を1名以上置かなければならない。,○×,×,"昔はこのような専任の通関士規定があったが、現在は廃止されている。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,51-7-3,A,通関業務を行う営業所の許可に、取り扱う貨物を限定する条件が付されているときは、当該営業所に通関士の設置を要しない。,○×,○,"通関業者は、通関業務を適正に行うため、その通関業務を行う営業所ごとに、通関士を置かなければならない。ただし、当該営業所において取り扱う通関業務に係る貨物が一定の種類の貨物のみに限られている場合は、この限りでない(業13条)。つまり、営業所の許可に貨物限定の条件が付されていれば、その営業所には通関士の設置を要しない。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,51-7-4,A,通関業者は、その取り扱う貨物に係る通関業務の内容が簡易かつ定型化されていない場合であっても、当該貨物が特定の輸入者のものに限られているときは、当該貨物を取り扱う営業所に通関士の設置を要しない。,○×,×,"通関士の設置義務がないのは、通関業務を行う営業所の許可に貨物限定の条件が付されているときだけであるから、本問は誤りである(業13条)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業の許可,51-7-5,A,通関士の設置を要する営業所の責任者は、通関士でなければならない。,○×,×,"そのような規定は無い(業6条参照)。ただし、営業所には、原則として必要な員数の通関士設置義務があるので(業13条、業令5条)、その設置ができていなければ許可基準を満たさず、通関業の許可を受けることはできない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業者、通関士等の義務,51-8-1,A,通関業法第18条(料金の掲示)の規定により掲示する料金の額は、依頼者に対する透明性を確保する観点から、依頼者にとって分かりやすいものでなければならない。,○×,○,"通関業者は、通関業務（関連業務を含む。）の料金の額を営業所において依頼者の見やすいように掲示しなければならない(業18条)。掲示する料金の額は、依頼者に対する透明性を確保する観点から、依頼者にとって分かりやすいものでなければならない(業通18-1)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,51-8-2,A,通関業法第19条(秘密を守る義務)に規定する「通関業務に関して知り得た秘密」とは、通関業務を行うに当たって依頼者の陳述又は文書等から知り得た事実で一般的に知られておらず、かつ、知られないことにつき、依頼者又はその関係者に利益があると客観的に認められるものをいう。,○×,○,"通関業者（法人である場合には、その役員）及び通関士その他の通関業務の従業者は、正当な理由がなくて、通関業務に関して知り得た秘密を他に漏らし、又は盗用してはならない(業19条)。この「通関業務に関して知り得た秘密」とは、通関業務を行うに当たって依頼者の陳述又は文書等から知り得た事実で、一般に知られておらず、かつ、知られないことにつき、依頼者又はその関係者に利益があると客観的に認められるものをいう(業通19-1(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（6）秘密を守る義務]"
通関業者、通関士等の義務,51-8-3,A,通関業者は、通関業務の取扱いに関する書類をその作成の日後5年間保存しなければならない。,○×,×,"「5年間」ではなく「3年間」である(業22条1項、業令8条3項)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（8）記帳、届出、報告等-①記帳義務、保存義務]"
通関業者、通関士等の義務,51-8-4,A,通関業法第18条の規定により掲示する料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により、各通関業者が自由に定めることとして差し支えない。,○×,○,"通関業者は、通関業務及び関連業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないこととされており(業18条)、料金の額の掲示に係る様式及び掲示場所については、社会通念上妥当と考えられる方法により各通関業者が自由に定めることができる(業通18-2)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
通関業者、通関士等の義務,51-8-5,A,通関士は、その名義を他人に通関業務のため使用させてはならないが、あらかじめ財務大臣の許可を受けた場合には、その名義を他人に通関業務のため使用させることができることとされている。,○×,×,"名義貸しの禁止(業33条)に例外はない。いかなる理由があっても名義貸しはできない。
[参照　第8編（通関業法）-第4章（通関士）-2.名義貸しの禁止]"
通関士の確認,51-9-1,A,関税法第79条第1項(通関業者の認定)の認定を受けた者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合には、通関業法第31条第1項の確認を受けることを要しない。,○×,×,"通関士として通関業務に従事させる場合は、必ず通関士の確認を受けなければならないので、認定通関業者だとしても確認は必要である(業31条1項参照)。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,51-9-2,A,通関士試験に合格した者が通関士という名称を用いて法人である通関業者の通関業務に従事しようとする場合には、通関業法第31条第1項の確認の届出を当該通関士試験に合格した者が自ら行わなければならない。,○×,×,"通関士の確認の届出は、従事させようとする通関業者が行う(業31条1項)。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,51-9-3,A,通関業者が通関士試験に合格した者を通関士という名称を用いてその通関業務に従事させようとする場合には、通関業法第31条第1項の規定による届出書に、当該通関業者における6月以上の実務経験を有することを証明する書面を添付しなければならない。,○×,×,"通関士の確認を受けるのに実務経験は要件とされていないので、実務経験が無くとも通関士の確認を受けることができる(業31条1項参照)。そのため、通関士確認届には実務経験を有することを証明する書面を添付する必要もない(業令13条2項、業通31-1(2))。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,51-9-4,A,通関業法第31条第1項の規定による届出に係る通関士が他の通関業者の通関業務に従事する通関士であるときは、届出書に当該併任について異議がない旨の当該他の通関業者の承諾書を添付することとされている。,○×,○,"通関士は、複数の通関業者の通関士を併任できる。通関士の確認の届出に係る通関士が他の通関業者の通関業務に従事する通関士であるときは、届出書に当該併任について異議がない旨の当該他の通関業者の承諾書を添付する(業通31-1(4))。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の確認,51-9-5,A,通関業法第34条第1項(通関業者に対する監督処分)の規定により通関業務の停止の処分を受けた通関業者において、その従業者として当該処分の基因となった違反行為をした者については、当該停止の期間が経過しなければ、通関士となることができない。,○×,○,"通関業者に対する監督処分(業34条1項)の規定により通関業務の停止の処分を受けた通関業者において、その従業者として当該処分の基因となった違反行為をした者については、当該停止の期間が経過しなければ、通関士となることができない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関士の確認,51-10-1,A,通関士試験に合格した者は、どの税関の管轄区域内においても、通関士となる資格を有する。,○×,○,"通関士試験に合格した者は、どの税関の管轄区域内においても、通関士となる資格を有する(業25条)。日本全国どこの税関の管轄区域内でも通関士の確認(業31条)を受けることができるのである。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関士の資格喪失,51-10-2,A,通関士が拘禁刑以上の刑に処せられ、その刑の執行が猶予されたときは、当該通関士はその資格を喪失する。,○×,○,"拘禁刑以上の刑に処せられた者は、通関士の資格を喪失する(業32条2号、6条3号)。「刑に処せられ、その刑の執行が猶予されたとき」とは、執行猶予という制度のことであり、刑に処せられてはいるが刑が執行されていないだけの状態である。そのため、刑の執行が猶予されたとしても、拘禁刑以上の刑に処せられた者は、やはり通関士の資格を喪失する。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-1.特定輸出者、特例輸入者-（1）要件-②要件1-ⅱ法令違反のグループ、第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関士の資格喪失,51-10-3,A,通関士が、通関業法第31条第1項(確認)の確認を受けた後に、通関士試験の合格の決定を取り消された場合であっても、当該通関士はその資格を喪失しない。,○×,×,"通関士が、通関士の確認を受けた後に、通関士試験の合格の決定を取り消された場合、通関士の資格を喪失する(業32条3号)。このとき、通関士試験に合格していないこととなるから、通関士試験に合格しない限りは通関士の確認を受けることができない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関士の資格喪失,51-10-4,A,通関士が、通関業法第31条第1項の確認を受けた通関業者の通関業務に従事しないこととなったときは、当該通関士はその資格を喪失する。,○×,○,"通関士が、通関士の確認を受けた通関業者の通関業務に従事しないこととなったときは、通関士の資格を喪失する(業32条1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
通関士の資格喪失,51-10-5,A,通関士が、通関業法第35条第1項(通関士に対する懲戒処分)の規定による戒告を受けた場合には、当該通関士はその資格を喪失する。,○×,×,"戒告を受けたことは通関士の資格の喪失事由ではない(業32条参照)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-④資格喪失事由]"
定義、目的（通関業法）,51-11-1,A,他人の依頼によりその者を代理して行う関税法第7条の2第1項(申告の特例)に規定する特例輸入者の承認の申請及び関税法第79条第1項(通関業者の認定)の認定の申請は、通関業務に含まれる。,○×,×,"他人の依頼によりその者を代理して行う特例輸入者の承認の申請は、通関手続の代理であり、通関業務に含まれるが(業2条1号イ(1)(二))、認定通関業者の認定の申請は、通関業務に含まれない。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,51-11-2,A,他人の依頼によりその者を代理して行う保税地域にある外国貨物の見本の一時持出しの許可の申請は、通関業務に含まれる。,○×,×,"通関業務に含まれない。見本の一時持出しの許可の申請は、関連業務である(業通7-1(1)ニ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
定義、目的（通関業法）,51-11-3,A,他人の依頼によりその者を代理して行う輸出許可後の船名、数量等変更申請手続は、関連業務に含まれる。,○×,×,"他人の依頼によりその者を代理して行う輸出許可後の船名、数量等変更申請手続は、通関手続の代理であり、通関業務である(業2条1号イ、業通2-2(2))。したがって、関連業務に含まれない。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,51-11-4,A,他人の依頼によりその者を代理して行う輸入の許可前における貨物の引取りの承認の申請は、通関業務に含まれる。,○×,○,"他人の依頼によりその者を代理して行う輸入の申告のほか、輸入申告から輸入許可を得るまでの手続も通関手続の代理となり、通関業務に含まれる(業2条1号イ(1))。すると、輸入許可前引取承認の申請は、輸入申告から輸入許可を得るまでの間に輸入貨物を引き取る手続なので、他人の依頼によりその者を代理して行う輸入許可前引取承認の申請は、通関手続の代理となり、通関業務に含まれる。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,51-11-5,A,他人の依頼によりその者を代理して行う輸出申告に関し、当該輸出申告に係る貨物につき必要とされる輸出貿易管理令の規定に基づく輸出承認申請手続は、通関業務に含まれる。,○×,×,"関税法その他関税に関する法令以外の法令（他法令）の規定により輸出に関して必要とする承認の申請であるから、関連業務となる(業通7-1(1)チ)。したがって、通関業務に含まれない。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
通関業の許可,51-12-1,A,関税法第79条第1項(通関業者の認定)の認定を受けた者が通関業務を行う営業所を新設しようとする場合には、当該認定を行った税関長に届け出なければならない。,○×,×,"認定通関業者の認定を行った税関長ではなく、財務大臣に届け出る(業9条1項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業の許可,51-12-2,A,通関業法第9条(営業所の新設に係る許可の特例)の規定に基づく届出が受理され同法第8条第1項(営業所の新設)の許可を受けたものとみなされた営業所の当該許可に条件が付されることはない。,○×,×,"認定通関業者が営業所を新設する場合は財務大臣に届出を行い、届出が受理されたときに営業所新設の許可を受けたとみなされる(業9条)。そのため、認定通関業者ではない通関業者が営業所を新設する場合と同様、許可に条件を付することもできる(業8条2項、3条2項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設、（2）営業所の新設に係る許可の特例]"
通関業の許可,51-12-3,A,通関業の許可を受けようとする者は、通関業許可申請書に年間において取り扱う見込みの通関業務の量を記載した書面及び当該通関業務を依頼しようとする者の推薦状を添付しなければならない。,○×,×,"「年間において取り扱う見込みの通関業務の量を記載した書面」の添付は必要だが、「当該通関業務を依頼しようとする者の推薦状」は不要である(業4条2項、業規1条参照)。
[参照　第8編（通関業法）-第2章（通関業の許可）-3.許可の申請]"
通関業の許可,51-12-4,A,通関業の許可を受けた者は、通関業務を行う営業所の所在地にかかわらず、すべての税関の管轄区域内において通関業務を行うことができる。,○×,○,"その通りである。通関業の許可に管轄区域の制限は無いため(業13条参照)、許可を得ればどの管轄区域でも通関業を営むことが出来る。
[参照　第8編（通関業法）-第2章（通関業の許可）-1.通関業の許可]"
通関業の許可,51-12-5,A,通関業の許可を受けようとする者は、法人でなければならない。,○×,×,"通関業を営もうとする者は、財務大臣の許可を受けなければならない(業3条1項)。これが通関業の許可である。「者」というのは法律上、個人（自然人）と法人（会社等の団体）の両方を含むので、通関業の許可自体は個人でも会社のような法人でも受けられる。ただし、実際は法人ばかりであり、個人で受けているケースは非常に稀である。
[参照　第8編（通関業法）-第2章（通関業の許可）-1.通関業の許可]"
通関業の許可,51-13-1,A,通関業の許可申請者がその事業活動を通関業法第6条第7号に規定する暴力団員に支配されている場合であっても、許可を受けることができる。,○×,×,"暴力団員により事業活動を支配されている者は、通関業の許可を受けることができない(業6条11号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,51-13-2,A,従業者が関税法に違反して罰金の刑に処せられた場合であって、当該従業者が所属する法人が関税法第117条第1項の両罰規定に基づき罰金の刑に処せられたときは、その刑の執行を終わった日から5年を経過するまでの間は当該法人は通関業の許可を受けることができない。,○×,×,"関税法第111条の規定に該当する違反行為をして罰金の刑に処せられ、その刑の執行を終わった日から3年を経過しない者は欠格事由に該当するが(業6条4号イ)、これに該当するのは、行為者として罰金の刑に処せられるか通告処分を受けた場合をいい、両罰規定の適用により罰金の刑に処せられた場合は含まれない(業通6-2)。したがって、本問の法人は欠格事由に該当しないため、従業者が刑の執行を終わった日からの経過年数にかかわらず、通関業の許可を受けることができる。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,51-13-3,A,倉庫業法の規定により罰金の刑に処せられた者であって、その刑の執行を終わった日から3年を経過しないものは、通関業の許可を受けることができない。,○×,×,"「通関業法」の規定に違反する行為をして罰金の刑に処せられた者であって、その刑の執行を終わり、又は執行を受けることがなくなった日から3年を経過しないものというのは、欠格事由として定められているが(業6条5号)、「倉庫業法」の規定により罰金の刑に処せられた者であって、その刑の執行を終わった日から3年を経過しないものというのは、欠格事由として定められていない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,51-13-4,A,通関士試験合格者を現に雇用していない法人は、通関業の許可を受けることができない。,○×,×,"通関業の許可を受けるためには、許可申請に係る通関業を営む営業所について通関士の設置要件を満たしていることを要するが(業5条3号、13条)、これは申請の際、通関士試験合格者を現に雇用しているという場合に限らず、通関士試験合格者を雇用することが雇用契約等により確実と認められる場合も含まれるので(業通5-4)、本問は誤りとなる。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,51-13-5,A,役員のうちに、破産者であって復権を得ないものがある法人であっても、通関業の許可を受けることができる。,○×,×,"法人であって、その役員のうち破産者であって復権を得ないものがあるものは、通関業の許可を受けることはできない(業6条2号、10号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（9）認定通関業者]"
通関業の許可,51-14-1,A,関税法第7条の2第1項(申告の特例)に規定する特例輸入者が通関業の許可を受けた場合は、当該許可の日から営業所の新設に係る許可の特例を受けることができる。,○×,×,"そのような規定は無い。認定通関業者であれば、営業所の新設に係る許可の特例として、営業所の新設を財務大臣への届出で行うことができるものの(業9条)、認定通関業者と特例輸入者は異なるので、認定通関業者となるには認定通関業者となるための認定を税関長から受けることが必要である(関79条1項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（9）認定通関業者、第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業の許可,51-14-2,A,関税法第79条第1項(通関業者の認定)の認定を受けた者(以下「認定通関業者」という。)が、営業所の新設に係る許可の特例により届出で営業所を新設した場合は、当該営業所の所在地を管轄する税関長の所属する税関の管轄区域内でのみ通関業務を行うことができる。,○×,×,"通関業の許可に管轄区域の制限は無いため(業13条参照)、許可を得ればどの管轄区域でも通関業を営むことができる。そのため、どの管轄区域でも営業所の新設の許可を受けることができる。そして、営業所の新設に係る許可の特例が適用される場合は届出によって許可を受けたとみなされるので(業9条2項)、営業所の新設の許可を受けるのと同じこととなる。そうすると、営業所の新設の許可を受ける場合と同じく、管轄区域に制限はない。
[参照　第8編（通関業法）-第2章（通関業の許可）-1.通関業の許可、5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業の許可,51-14-3,A,認定通関業者が、営業所の新設に係る許可の特例により届出をする際には、当該営業所で行われる見込みの通関業務の量の算出の基礎を記載した書面の提出は要しない。,○×,○,"認定通関業者が、営業所の新設に係る許可の特例により届出をする際に添付する書類には、当該営業所で行われる見込みの通関業務の量の算出の基礎を記載した書面は含まれていない(業令2条2項、業通8-2(1)、9-1(1))。
[参照　第8編（通関業法）-第2章（通関業の許可）-3.許可の申請]"
