カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
定義、目的（通関業法）,59-6-3,A,他人の依頼によってその依頼をした者を代理して行う輸入の申告に関し、税関官署に対してする当該輸入の申告は通関業務に含まれるが、当該輸入の申告に係る申告書の作成は関連業務に含まれる。,○×,×,"他人の依頼によってその依頼をした者を代理して行う輸入の申告に関し、税関官署に対してする当該輸入の申告は、通関手続の代理であり、通関業務に含まれる(業2条1号イ(1)(一))。また、当該輸入の申告に係る申告書の作成は、通関書類の作成であるから、これも通関業務に含まれる(業2条1号ロ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続、⑤通関書類の作成]"
定義、目的（通関業法）,59-6-4,A,関税法第67条の2第3項第2号（輸出申告又は輸入申告の手続）の規定に基づく、輸入申告に係る貨物を保税地域等に入れないで申告をすることに関する承認の申請について、他人の依頼によってその依頼をした者を代理して行うことは、通関業務に含まれる。,○×,×,"搬入前申告扱いの承認の申請であるが、これは通関手続ではないため、通関業務に含まれない。通関業務に先行する関連業務である(業7条)。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外1 本船扱い、ふ中扱い、第2編（関税法）-第3章（輸出入申告）-2.申告と保税地域等への搬入-（2）輸入申告と搬入の例外3 搬入前申告扱い、第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
定義、目的（通関業法）,59-6-5,A,関税法の規定に基づく税関長の処分につき、他人の依頼によってその依頼をした者を代理して行う当該税関長に対する同法第89条第1項の規定による再調査の請求は、通関業務に含まれる。,○×,○,"関税法によってされた処分につき、関税法の規定に基づいて、税関長に対してする不服申立ての代理であるから、通関業務に含まれる(業2条1号イ(2))。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-③不服申立て]"
通関業の許可,59-7-1,C,財務大臣は、通関業の許可をしようとするときは、許可申請に係る通関業の経営の基礎が確実であることの基準に適合するかを審査しなければならないが、この基準とは、許可申請者の資産内容が充実し、収支の状況が健全であり、かつ、通関業務を営むための必要な設備が整っていると認められることとされており、当該許可申請者に繰越欠損金がある場合には、収支の状況が健全であるとは認められないこととされている。,○×,×,"財務大臣は、通関業の許可をしようとするときは、許可申請に係る通関業の経営の基礎が確実であることの基準に適合するかを審査しなければならないが、この基準とは、許可申請者の資産内容が充実し、収支の状況が健全であり、かつ、通関業務を営むための必要な設備が整っていると認められることとされている。申請者に繰越欠損金がある場合であっても、繰越欠損金が資本金の範囲内であり、直近の2期の決算が黒字であって、今後の経営計画等により繰越欠損金の減少が見込まれる等税関長が特に支障がないと認めた場合には、「収支の状況が健全である」と認められる(業5条1号、業通5-1(1))。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（1）要件]"
通関業の許可,59-7-2,A,財務大臣は、通関業の許可に期限の条件を付した場合には、その期限の到来前に当該条件を解除できないこととされている。,○×,×,"許可の条件は、変更することができる(業通3-7)。そのため、財務大臣は、通関業の許可に期限の条件を付した場合でも、その期限の到来前に当該条件を解除できる。期限付きから期限なしの許可に変更するということである。
[参照　第8編（通関業法）-第2章（通関業の許可）-2.許可の条件]"
通関業の許可,59-7-3,B,通関業の許可を受けようとする者は、通関業許可申請書に通関士となるべき者その他の通関業務の従業者の名簿及び履歴書を添付しなければならないが、当該通関業務の従業者には、経理事務のみを行う者は含まないこととされている。,○×,○,"通関業の許可を受けようとする者は、通関業許可申請書に通関士となるべき者その他の通関業務の従業者の名簿及び履歴書を添付しなければならない(業4条2項、業規1条4号)。そして、経理事務は通関業務ではないので、経理事務のみを行う者は「通関業務の」従業者に含まない。
[参照　第8編（通関業法）-第2章（通関業の許可）-3.許可の申請]"
通関業の許可,59-7-4,A,財務大臣が通関業の許可に付することができる条件は、通関業法の目的を達成するために必要な最小限度のものでなければならないが、必要最小限度のものである限りにおいてその条件の種類に限定はなく、財務大臣の判断に基づき付することができることとされている。,○×,×,"財務大臣が通関業の許可に付することができる条件は、通関業法の目的を達成するために必要な最小限度のものでなければならない(業3条2項、3項)。しかし、この条件は、取り扱う貨物の種類の限定（貨物限定）と許可の期限の2種類しかない(業通3-1)。
[参照　第8編（通関業法）-第2章（通関業の許可）-2.許可の条件]"
通関業の許可,59-7-5,A,弁護士法第3条第1項（弁護士の職務）の規定により、弁護士がその職務として通関業務を行う場合には、通関業の許可を受けることを要しない。,○×,○,"弁護士法3条1項（弁護士の職務）の規定により、弁護士がその職務として通関業務を行う場合には、通関業の許可を受けることを要しない(業3条5項)。
[参照　第8編（通関業法）-第2章（通関業の許可）-1.通関業の許可]"
通関士の確認,59-8-1,A,通関業者が通関業務を行う営業所に置く通関士は、当該通関業者との直接の雇用契約により当該営業所に勤務する者である必要があることとされている。,○×,×,"派遣労働者も、財務大臣の確認を受け、通関士という名称を用いて通関業者の通関業務に従事できる(業31条、業通31-1(5))。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業者、通関士等の義務,59-8-2,B,税関長は、通関業者が通関業務を行う営業所において適正かつ迅速な通関手続が実施できていない場合であって、利用者保護の観点等から必要と認められるときには、当該通関業者に対し、通関士の増員等について助言するものとされている。,○×,○,"税関長は、通関業者が通関業務を行う営業所において適正かつ迅速な通関手続が実施できていない場合であって、利用者保護の観点等から必要と認められるときには、当該通関業者に対し、通関士の増員等について助言する(業通13-3)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,59-8-3,A,通関業者が通関業務を行う営業所において取り扱う通関業務に係る貨物が一定の種類のみである場合には、通関業の許可又は当該営業所の新設に係る許可に条件が付されているか否かにかかわらず、当該営業所に通関士を設置することを要しない。,○×,×,"営業所において取り扱う通関業務に係る貨物が一定の種類の貨物のみに限られている場合（貨物限定の条件が付されている場合）は、その営業所に通関士を設置しなくてよい(業13条、業令5条)。実際に営業所において取り扱う通関業務に係る貨物が一定の種類のみに限られていても、貨物限定の条件が付されていない場合は、通関士を設置する必要があるので、「通関業の許可又は当該営業所の新設に係る許可に条件が付されているか否かにかかわらず」という部分が誤りとなる。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関士の確認,59-8-4,A,通関業者が通関業務を行う営業所に通関士として置こうとする者が他の通関業者の通関業務に従事する通関士であるときは、財務大臣は、その併任について異議がない旨の当該他の通関業者の承諾書を通関業法第31条第1項（確認）の規定に基づく届出の際に添付させることとされている。,○×,○,"通関業者が通関業務を行う営業所に通関士として置こうとする者が他の通関業者の通関業務に従事する通関士であるときは、財務大臣は、その併任について異議がない旨の当該他の通関業者の承諾書を、通関士の確認の届出(業31条)の際に添付させることとされている(業通31-1(4))。
[参照　第8編（通関業法）-第4章（通関士）-1.通関士の確認]"
通関業者、通関士等の義務,59-8-5,A,通関業者は、通関士を置かなければならないこととされる通関業務を行う営業所ごとに、専任の通関士を2名以上置かなければならない。,○×,×,"昔は営業所に専任の通関士を設置する義務があったものの、現在は廃止されている。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（2）通関士設置義務]"
通関業者、通関士等の義務,59-9-1,A,関税法第75条に規定する外国貨物の積戻しに係る申告書は、通関業法第14条（通関士の審査等）の規定により通関業者が通関士にその内容を審査させなければならない通関書類に該当する。,○×,○,"積戻し申告書は、通関業者が通関士にその内容を審査させなければならない通関書類である(業14条、業令6条1号、業2条1号イ(1)(一))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,59-9-2,A,関税法の規定に基づいて税関長に対してする不服申立てに係る不服申立書は、通関業法第14条（通関士の審査等）の規定により通関業者が通関士にその内容を審査させなければならない通関書類に該当する。,○×,○,"関税法の規定に基づいて税関長に対してする不服申立てに係る不服申立書は、通関業者が通関士にその内容を審査させなければならない通関書類である(業14条、業令6条2号、業2条1号イ(2))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,59-9-3,A,関税法第67条の3第1項第1号に規定する特定輸出者の承認に係る申請書は、通関業法第14条（通関士の審査等）の規定により通関業者が通関士にその内容を審査させなければならない通関書類に該当する。,○×,○,"特定輸出者の承認に係る申請書は、通関業者が通関士にその内容を審査させなければならない通関書類である(業14条、業令6条1号、業2条1号イ(1)(五))。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,59-9-4,A,関税法第7条第3項（申告）の規定による輸入貨物の原産地に係る事前教示に関する照会書は、通関業法第14条（通関士の審査等）の規定により通関業者が通関士にその内容を審査させなければならない通関書類に該当する。,○×,×,"事前教示に関する照会書は、通関業者が通関士にその内容を審査させなければならない通関書類ではない(業14条、業令6条1号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者、通関士等の義務,59-9-5,A,関税法第45条第1項ただし書に規定する保税蔵置場にある外国貨物の滅却に係る承認申請書は、通関業法第14条（通関士の審査等）の規定により通関業者が通関士にその内容を審査させなければならない通関書類に該当する。,○×,×,"保税蔵置場にある外国貨物の滅却に係る承認申請書は、通関業者が通関士にその内容を審査させなければならない通関書類でない(業14条、業令6条1号)。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（3）通関士の審査記名]"
通関業者に対する監督処分,59-10-1,A,財務大臣は、通関業者に対する監督処分をしたときは、遅滞なくその旨を公告しなければならない。,○×,○,"財務大臣は、通関業者に対する監督処分をしたときは、遅滞なくその旨を公告しなければならない(業34条2項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（4）処分の通知、公告]"
通関業者に対する監督処分,59-10-2,A,通関業者が、通関業法第38条第1項の規定による財務大臣への報告について偽りの報告をした場合であっても、当該通関業者は、当該報告により監督処分の対象とはならない。,○×,×,"通関業者が通関業法の規定に違反したときは監督処分の対象となる(業34条1項1号)。財務大臣は、通関業法の適正な実施を確保するため必要があると認めるときは、通関業者から報告を徴することができる(業38条)。偽りの報告をすることはこの報告徴収の妨害であるから、通関業法38条1項に違反している。したがって、監督処分の対象となる。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-1.通関業者に対する監督処分-（1）監督処分の対象、第8編（通関業法）-第6章（報告の聴取等、名称の使用制限、権限の委任、罰則（通関業法））-1.報告の徴収等]"
通関士に対する懲戒処分,59-10-3,A,財務大臣は、通関士に対する懲戒処分をしようとするときは、当該通関士がその業務に従事する通関業者の意見を聴かなければならない。,○×,○,"財務大臣は、通関士に対する懲戒処分をしようとするときは、当該通関士がその業務に従事する通関業者の意見を聴かなければならない(業37条1項)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（3）審査委員等からの意見聴取]"
通関士に対する懲戒処分,59-10-4,A,何人も、通関士に、通関士に対する懲戒処分に該当する事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる。,○×,○,"何人も、通関士に、通関士に対する懲戒処分に該当する事実があると認めたときは、財務大臣に対し、その事実を申し出て、適当な措置をとるべきことを求めることができる(業36条)。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-4.監督処分、懲戒処分の手続-（1）調査の申出]"
通関士に対する懲戒処分,59-10-5,A,財務大臣は、通関士に対する懲戒処分として、通関士に対し、その者が通関業務に従事することを停止し、又は禁止することができることとされており、この「通関業務に従事することを停止し、又は禁止する」とは、通関士として通関業務に従事することを停止し、又は禁止することをいい、その他の通関業務の従業者として通関業務に従事することを停止し、又は禁止することは含まれないこととされている。,○×,×,"財務大臣は、通関士に対する懲戒処分として、通関士に対し、その者が通関業務に従事することを停止し、又は禁止することができることとされており、この「通関業務に従事することを停止し、又は禁止する」とは、通関士として通関業務に従事することを停止し、又は禁止することだけではなく、その他の通関業務の従業者として通関業務に従事することを停止し、又は禁止することも含まれる(業35条1項、業通35-1(1))。
[参照　第8編（通関業法）-第5章（監督処分、懲戒処分等）-3.通関士に対する懲戒処分-（2）懲戒処分の種類]"
通関業者、通関士等の義務,59-11-1,A,通関業者は、通関業務の料金の額を営業所において依頼者の見やすいように掲示しなければならないが、関連業務の料金の額については掲示することを要しない。,○×,×,"通関業者は、通関業務（関連業務を含む。）の料金の額を営業所において依頼者の見やすいように掲示しなければならない(業18条)。したがって、関連業務の料金の額についても掲示することを要する。
[参照　第8編（通関業法）-第3章（通関業者の義務、権利）-1.通関業者の義務-（5）料金の掲示義務]"
定義、目的（通関業法）,59-11-2,A,他人の依頼によってその依頼をした者を代理して行う輸入の申告に関し、その輸入しようとする貨物が、関税関係法令以外の法令の規定により輸入に関して必要とする許可の申請は、通関業務に含まれることとされている。,○×,×,"関税関係法令以外の法令（他法令）の規定により輸入に関して必要とする許可の申請は、関連業務である。(業7条、業通7-1(1)チ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
定義、目的（通関業法）,59-11-3,A,他人の依頼によってその依頼をした者を代理して行う関税法第32条の規定に基づく保税地域にある外国貨物を見本として一時持ち出そうとする場合の許可の申請は、通関業務に含まれることとされている。,○×,×,"見本一時持出許可申請は、関連業務である。(業7条、業通7-1(1)ニ)。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（3）関連業務]"
定義、目的（通関業法）,59-11-4,A,他人の依頼によってその依頼をした者を代理して行った輸入の申告に関し、当該輸入の申告の許可後に行われる関税法第7条の2の規定に基づく特例申告は、通関業務に後続する業務として関連業務に含まれる。,○×,×,"他人の依頼によってその依頼をした者を代理して行った輸入の申告に関し、輸入許可後に行われる特例申告は、通関手続の代理であり、通関業務である(業2条1号イ、業通2-2(2))。したがって、関連業務に含まれない。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-②通関手続]"
定義、目的（通関業法）,59-11-5,A,関税法の規定に基づく税関官署の調査につき、他人の依頼によってその依頼をした者を代理してする税関官署に対してする主張は、通関業務に含まれる。,○×,○,"関税法の規定に基づく税関官署の調査につき、他人の依頼によってその依頼をした者を代理してする税関官署に対してする主張は、通関業務に含まれる(業2条1号イ(3))。
[参照　第8編（通関業法）-第1章（通関業法の目的と定義）-2.定義-（2）通関業務-④主張又は陳述]"
通関業の許可,59-12-1,A,通関業者の通関業務に従事する通関士が情報通信機器を活用して、労働時間の全部又は一部において、自宅で通関業務に従事する勤務形態を導入する場合においては、その勤務場所は当該通関士の所属する営業所の一部となることから、当該勤務場所について通関業法第8条に規定する営業所の新設に係る手続を要することとされている。,○×,×,"通関業者の通関業務に従事する通関士が情報通信機器を活用して、労働時間の全部又は一部において、自宅で通関業務に従事する勤務形態（在宅勤務）を導入する場合においては、その勤務場所（自宅）は営業所の一部となる。この場合、営業所新設の許可は不要である(業通8-1)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（3）在宅勤務、サテライトオフィス]"
通関業の許可,59-12-2,A,認定通関業者である通関業者が財務大臣に届け出て通関業務を行う営業所を新たに設けた場合には、当該営業所の許可に条件が付されることはない。,○×,×,"財務大臣は、営業所新設の許可に条件を付すことができる(業8条2項、3条2項)。そして、認定通関業者である通関業者が財務大臣に届け出て通関業務を行う営業所を新たに設けた場合には、その届出が受理された時において、営業所新設の許可を受けたものとみなして、通関業法の規定を適用する(業9条)。そうすると、この場合も営業所新設の許可を受けたことに変わりはないのだから、条件が付されることもある。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（1）営業所の新設、（2）営業所の新設に係る許可の特例]"
通関業の許可,59-12-3,A,認定通関業者である通関業者が財務大臣に届け出て通関業務を行う営業所を新たに設ける場合には、当該営業所については、その届出が受理された時において、通関業法第8条第1項の営業所の新設に係る財務大臣の許可を受けたものとみなして、同法の規定が適用される。,○×,○,"認定通関業者である通関業者が財務大臣に届け出て通関業務を行う営業所を新たに設けた場合には、その届出が受理された時において、営業所新設の許可を受けたものとみなして、通関業法の規定を適用する(業9条)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（2）営業所の新設に係る許可の特例]"
通関業の許可,59-12-4,A,災害その他やむを得ない理由により、通関業者の通関業務に従事する通関士が業務継続のため、当該通関業者の所有する場所であって通関業法第8条第1項の営業所の新設に係る財務大臣の許可を受けた営業所以外の場所（サテライトオフィス）において、通関業務に従事する必要があると認められるときは、その勤務場所における通関業務の開始についての申出は要しないこととされている。,○×,×,"通関業者の通関業務に従事する通関士がサテライトオフィス勤務を開始するときは、当該通関士の氏名、サテライトオフィスの場所の住所、当該通関士が所属する営業所名等を、その営業所の所在地又は主たる営業所の所在地を管轄する税関に申し出る必要がある(業通8-4)。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（3）在宅勤務、サテライトオフィス]"
通関業の許可,59-12-5,A,認定通関業者の通関業務に従事する通関士が情報通信機器を活用して、労働時間の全部又は一部において、自宅で通関業務に従事する勤務形態を導入する場合においては、その勤務場所における通関業務の開始についての申出は要しないこととされている。,○×,×,"通関業者の通関業務に従事する通関士が在宅勤務を開始するときは、当該通関士の氏名、在宅の場所の住所、当該通関士が所属する営業所名等を、その営業所の所在地又は主たる営業所の所在地を管轄する税関に申し出る必要がある(業通8-4)。認定通関業者だからといってこの申出を不要とする規定はない。
[参照　第8編（通関業法）-第2章（通関業の許可）-5.営業所の新設-（3）在宅勤務、サテライトオフィス]"
通関業の許可,59-13-1,A,財務大臣は、通関業者が一定の期間継続して通関業務を行わなかったときは、当該通関業者の通関業の許可を取り消すことができる。,○×,×,"通関業の許可の取消事由に、通関業者が一定の期間継続して通関業務を行わなかったことは挙げられていない(業11条1項)。したがって、取り消すことはできない。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-5.通関士、通関業者-（2）消滅事由、取消事由、資格喪失事由-③取消事由]"
