カテゴリー,問題番号,問題,選択肢,正解,解説
通関業法（その他）,55-6-1,他人の依頼によってその依頼をした者を代理してする関税法第62条の3第1項の外国貨物を保税展示場に入れることの申告は、通関業務である。,○×,○,業法2条1号イ(1)(四)により通関手続とされるので、通関業務である。
通関業法（その他）,55-6-2,他人の依頼によってその依頼をした者を代理してする関税法第23条第1項の本邦と外国の間を往来する船舶への外国貨物である船用品の積込みの申告は、関連業務である。,○×,×,業法2条1号イ(1)(三)により通関手続とされるので、通関業務である。
通関業法（その他）,55-6-3,他人の依頼によってその依頼をした者を代理してする関税法第43条の3第1項の外国貨物を保税蔵置場に置くことの承認の申請は、通関業務である。,○×,○,業法2条1号イ(1)(四)により通関手続とされるので、通関業務である。
通関業法（その他）,55-6-4,他人の依頼によってその依頼をした者を代理してする関税法第63条第1項の保税運送の申告は、通関業務である。,○×,×,通関業務に先行する関連業務(業法7条)である。
通関業法（その他）,55-6-5,他人の依頼によってその依頼をした者を代理してする関税法第21条の外国貨物の仮陸揚の届出は、通関業務である。,○×,×,通関業務に先行する関連業務(業法7条)である。
通関業法（通関業の許可）,55-7-1,複数の税関の管轄区域内において通関業を営もうとする者は、その管轄区域ごとに通関業の許可を受けなければならない。,○×,×,通関業の許可に管轄区域の制限は無いため(業法13条参照)、許可を得ればどの管轄区域でも通関業を営むことが出来る。
通関業法（通関業の許可）,55-7-2,通関業者は、その通関業務に従事する通関士が情報通信機器を活用して、労働時間の全部において、自宅で通関業務に従事する勤務形態(在宅勤務)を開始するときは、税関に在宅勤務を開始する旨を申し出た上で、在宅勤務に関する定めのある就業規則を具備していることについて税関の確認を受けることとされている。,○×,×,業法基本通達8-4(2)により、就業規則まではなくとも、情報セキュリティポリシー等が定められていればよいとされる。情報セキュリティポリシーとは、就業規則や社内管理規則等よりも緩い決まりごとというイメージで捉えてほしい。
通関業法（通関業の許可）,55-7-3,財務大臣は、通関業の許可をしようとするときは、許可申請に係る通関業の経営の基礎が確実であることに適合するかどうかを審査しなければならない。,○×,○,業法5条1号では、許可基準に、許可申請に係る通関業の経営の基礎が確実であることが定められており、財務大臣はそれに適合するかどうかを審査しなければならないとされている。
通関業法（通関業の許可）,55-7-4,財務大臣は、通関業の許可をしようとするときは、許可申請者が十分な社会的信用を有することに適合するかどうかを審査しなければならない。,○×,○,業法5条1号では、許可基準に、許可申請者が十分な社会的信用を有することが定められており、財務大臣はそれに適合するかどうかを審査しなければならないとされている。
通関業法（通関業の許可）,55-7-5,通関業者は、通関業務を行う営業所を新たに設けようとする場合には、財務大臣にあらかじめその旨を届け出なければならない。,○×,×,届出ではなく財務大臣の許可が要る(業法8条1項)。
通関業法（行政処分）,55-8-1,法人である通関業者の役員が通関業法第6条第10号に規定する通関業の許可に係る欠格事由に該当するに至った場合において、当該通関業者が、当該欠格事由に該当した役員を更迭し、役員の変更の届出を行ったときは、当該欠格事由に関連し、当該通関業者が通関業者に対する監督処分を受けることはない。,○×,×,監督処分についての業法35条には、一定の条件を満たせば監督処分を受けないというような例外規定がないので、本問のように通関業者で役員を更迭（こうてつ 担当者を入れ替えること）したからといって監督処分を必ず免れるというわけでははない。監督処分するかどうかはあくまで財務大臣の裁量である(基本通達11-3)。
通関業法（通関業の許可）,55-8-2,財務大臣は、通関業者が偽りその他不正の手段により通関業の許可を受けたことが判明したときは、当該許可を取り消すことができることとされており、この「偽りその他不正の手段」とは、例えば、許可申請に当たって通関業法第5条に規定する通関業の許可の基準に係る事項についての偽った書類(定款、財務諸表、履歴書、宣誓書等)を提出し、当該許可の可否に関する税関の判断を誤らせるに至った場合がこれに該当する。,○×,○,業法11条1条1号により、財務大臣は、通関業者が偽りその他不正の手段により通関業の許可を受けたことが判明したときは、当該許可を取り消すことができることとされている。また、基本通達11-1により、この「偽りその他不正の手段」とは、例えば、許可申請に当たって通関業法第 5 条に規定する通関業の許可の基準に係る事項についての偽った書類(定款、財務諸表、履歴書、宣誓書等)を提出し、当該許可の可否に関する税関の判断を誤らせるに至った場合がこれに該当するとされている。
通関業法（通関業の許可）,55-8-3,法人である通関業者の従業者が関税法第110条(関税を免れる等の罪)の規定に該当する違反行為をした場合において、当該通関業者が、同法第117条の両罰規定の適用により通告処分を受けたときは、財務大臣は、当該通関業者が通関業法第6条に規定する通関業者の許可に係る欠格事由に該当するに至ったものとして、同法第11条の規定に基づき通関業の許可を取り消すことができる。,○×,×,従業者が関税法違反をしたため両罰規定(関税法117条1項)によりその従業者を雇っている会社も罰金以上の刑に処せられたとしても、それが雇っている会社にとっての通関業の許可の欠格事由とはならないので、許可の取消しもできない(業法基本通達6-2)。
通関業法（通関業の許可）,55-8-4,法人である通関業者が合併により消滅した場合において、現に進行中の通関手続があるときは、当該手続については、合併後存続する法人又は合併により設立された法人が引き続き通関業の許可を受けているものとみなすこととされている。,○×,○,業法10条3項にその通りの規定がある。合併は、複数の法人が合体して1つになる制度である。合併には、法人Aが既存の法人Bに吸収され法人Bのみが残る吸収合併（この場合のBが「合併後存続する法人」である。）と、法人Aと法人Bが合体して別の新しい法人Cになる新設合併（この場合のCが「合併により設立された法人」である。）が存在する。どちらにせよ法人Aは消えるが、法人Aの持っているものは基本的に全て別の法人（吸収合併ならB、新設合併ならC）に受け継がれる。 ただし、法人Aの通関業の許可（通関業の許可に基づく地位）については、合併前にあらかじめ財務大臣の承認を受けないと別の法人に受け継がれないので(11条の2第4項)、受け継がれない場合は、法人Aにおいて現に進行中の通関手続があるとき、当該手続を無許可である別の法人が行うことはできなくなりそうである。しかしそれでは困るので、このようなときでも、当該手続については別の法人が引き続き通関業の許可を受けているものとみなして適法に行えるとするのが、本問のような規定である。
通関業法（通関業の許可）,55-8-5,財務大臣は、通関業者が破産手続開始の決定を受けたときは、通関業法第11条の規定に基づき通関業の許可を取り消すことができる。,○×,×,通関業者の破産手続開始の決定は業法10条1項4号により許可の消滅事由とされているので、財務大臣が取り消さなくても自然消滅する。
通関業法（通関業者の権利）,55-9-1,税関長は、通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が計算又は転記の誤りに基因して、納付すべき関税の額を増加するものであるときは、当該通関業者に対し、当該誤りに関して意見を述べる機会を与えなければならない。,○×,×,通関業者が他人の依頼に応じて税関官署に対してした納税の申告について、更正をすべき場合において、当該更正が、当該申告に係る貨物の関税率表の適用上の所属又は課税価格の相違その他関税に関する法令の適用上の解釈の相違に基因して、納付すべき関税の額を増加するものであるときは、税関長は、当該通関業者に対し、当該相違に関し意見を述べる機会を与えなければならないのが原則である(業法15条本文)。ただし、当該関税の額の増加が計算又は転記の誤りその他これに類する客観的に明らかな誤りに基因するものである場合は、例外的に意見を述べる機会を与える必要は無い(同条ただし書)。
通関業法（通関業者の権利）,55-9-2,通関業法第15条の規定に基づく更正に関する意見の聴取があった場合における通関業者による意見の陳述については、文書により行うこととされており、口頭により行うことはできない。,○×,×,業法基本通達15-1により、口頭又は書面のいずれでも差し支えないとされる。
通関業法（通関業者の権利）,55-9-3,通関業法第16条の規定に基づく検査の立会いを求めるための税関長の通知については、口頭又は書面のいずれでも差し支えないものとされており、また、検査指定票の交付をもってこれに代えることができることとされている。,○×,○,税関長は、通関業者の行なう通関手続に関し、税関職員に検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならないが(業法16条)、その検査の立会いを求めるための通知は、口頭又は書面のいずれでもよいし、また、検査指定票の交付をもってこれに代えることもできる(業法基本通達16-1(1))。
通関業法（通関業者の権利）,55-9-4,税関長は、通関業者の行う通関手続に関し、税関職員に関税法第67条の輸入しようとする貨物についての必要な検査をさせるため、当該通関業者又はその従業者の立会いを求めるための通知を当該通関業者に行った場合において、当該通知に対し、当該通関業者又はその従業者が立ち会わないときは、これらの者の立会いのないまま当該検査を行って差し支えないこととされている。,○×,○,税関長は、通関業者の行なう通関手続に関し、税関職員に検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならないが(業法16条)、この通知に対し、通関業者又はその従業者が立ち会わないときは、立会いのないまま検査を行えばよい(業法基本通達16-1(2))。
通関業法（通関業者の権利）,55-9-5,税関長は、通関業者が他人の依頼によってその依頼をした者を代理してする本邦と外国との間を往来する船舶への船用品の積込みの申告があった場合において、税関職員にその承認に関し当該船用品につき必要な検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない。,○×,×,税関長は、通関業者の行なう通関手続に関し、税関職員に検査をさせるときは、当該通関業者又はその従業者の立会いを求めるため、その旨を当該通関業者に通知しなければならない場合がある(業法16条)。具体的には、輸出貨物又は輸入貨物の検査(関税法67条)、積戻し貨物の検査(67条、75条)、蔵入承認・移入承認・総保入承認の際の検査(43条の4第1項、61条の4、62条の15)、保税展示場に入れる貨物の検査(62条の3第2項)のいずれかをさせる場合が対象となる(業法施行令7条)。したがって、本問の検査は通知対象とならない。
通関業法（通関業者・通関士の義務）,55-10-1,通関業者は、通関業務及び関連業務に関して帳簿を設け、その収入に関する事項を記載し、当該帳簿をその開設の日後3年間保存しなければならない。,○×,×,「開設の日後3年間」ではなく「閉鎖の日後3年間である」(業法22条1項、施行令8条3項)。
通関業法（通関業者・通関士の義務）,55-10-2,通関業法第22条第2項において、通関業者は、通関士その他の通関業務の従業者(当該通関業者が法人である場合には、通関業務を担当する役員及び通関士その他の通関業務の従業者)の氏名及びその異動を財務大臣に届け出なければならないこととされている。,○×,○,業法22条2項にその通りの規定がある。
通関業法（通関業者・通関士の義務）,55-10-3,法人である通関業者が財務大臣に提出する定期報告書(その取扱いに係る通関業務及び関連業務の件数、これらについて受けた料金の額その他通関業務及び関連業務に係る事項を記載した報告書)には、通関業務及び関連業務に関する事業報告書及び事業計画書を添付しなければならない。,○×,×,この場合添付しなければならないのは「通関業務及び関連業務に関する事業報告書及び事業計画書」ではなく「報告期間に係る事業年度の貸借対照表及び損益計算書」である(業法施行令10条2項)。
通関業法（通関業者・通関士の義務）,55-10-4,通関業者は、その取扱いに係る通関業務及び関連業務に関する書類をその作成の日後3年間保存しなければならない。,○×,○,通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載するとともに、その取扱いに係る通関業務（関連業務を含む。）に関する書類を一定期間保存しなければならないが(業法22条1項)、その帳簿は閉鎖の日後3年間、その書類は作成の日後3年間保存しなければならない(施行令8条3項)。
通関業法（通関業者・通関士の義務）,55-10-5,通関業者が設けなければならない通関業務及び関連業務に関する帳簿には、当該通関業者の通関業務を行う営業所ごとに、その営業所において取り扱った通関業務及び関連業務の種類に応じ、その取り扱った件数及び受ける料金を記載するとともに、その1件ごとに、依頼者の氏名又は名称、貨物の品名及び数量、通関業務及び関連業務に係る申告書、申請書、不服申立書その他これらに準ずる書類の税関官署又は財務大臣への提出年月日、その受理番号、通関業務及び関連業務につき受ける料金の額その他参考となるべき事項を記載しなければならない。,○×,○,通関業者は、通関業務（関連業務を含む。）に関して帳簿を設け、その収入に関する事項を記載するとともに、その取扱いに係る通関業務（関連業務を含む。）に関する書類を一定期間保存しなければならないが(業法22条1項)、この帳簿について本問のような規定がある(施行令8条1項)。
通関業法（その他）,55-11-1,「通関業」とは、業として通関業務を行うことをいい、この「業として通関業務を行う」とは、営利の目的をもって通関業務を反覆継続して行い、又は反覆継続して行う意思をもって行う場合をいい、この場合において営利の目的は直接的である必要があり、通関業務が他の業務に附帯して無償で行われる場合はこれに該当しないものとされている。,○×,×,「業として通関業務を行う」とは、営利の目的をもって通関業務を反覆継続して行い、又は反覆継続して行う意思をもって行う場合をいう。この場合において営利の目的が直接的か間接的かは問わないものとし、通関業務が他の業務に附帯して無償で行われる場合もこれに該当するとされる(業法基本通達2-3)。
通関業法（その他）,55-11-2,他人の依頼によってその依頼をした者を代理してする関税法第7条の2第1項の特例輸入者の承認の申請は通関業務であるが、他人の依頼によってその依頼をした者を代理してする同法第7条の2第1項の規定の適用を受ける必要がなくなった場合における同法第7条の10の届出は、通関業務ではない。,○×,○,他人の依頼によってその依頼をした者を代理してする関税法第7条の2第1項の特例輸入者の承認の申請は通関手続なので通関業務である(業法2条1号イ(1)(二))。しかし、他人の依頼によってその依頼をした者を代理してする関税法7条の2第1項の規定の適用を受ける必要がなくなった場合における同法7条の10の届出(特例輸入者の規定の適用を受ける必要が無くなったことの届出)は、通関業務とはされていない(業法2条1号)。
通関業法（その他）,55-11-3,関税法その他関税に関する法令の規定に基づく税関官署の調査につき、他人の依頼によってその依頼をした者を代理してする税関官署に対してする主張又は陳述は、関連業務である。,○×,×,業法2条1号イ(3)により、通関業務とされる。
通関業法（その他）,55-11-4,他人の依頼によってその依頼をした者を代理してする関税法第75条において準用する同法第67条の規定による本邦から外国に向けて行う外国貨物の積戻しの許可に係る申告は、関連業務である。,○×,×,業法2条1号イ(1)(一)により、通関業務とされる。
通関業法（その他）,55-11-5,関税法その他関税に関する法令によってされた処分につき、他人の依頼によってその依頼をした者を代理してする関税法の規定に基づいて税関長又は財務大臣に対してする不服申立ては、関連業務である。,○×,×,業法2条1号イ(2)により、通関業務とされる。
通関業法（通関業の許可）,55-12-1,認定通関業者である通関業者は、通関業務を行う営業所を新たに設けようとする場合には、財務大臣にその旨を届け出ることにより、当該営業所を新設することができる。,○×,○,認定通関業者は、通常の通関業者のように財務大臣の許可ではなく、届出で営業所の新設ができる(業法9条1項)。
通関業法（通関業の許可）,55-12-2,通関業者の通関士その他の通関業務の従業者が使用する施設等については、職員が常駐せず、単に連絡、待機等のために使用されているものであっても、通関業法第 8条に規定する通関業務を行う営業所に該当することとされている。,○×,×,業法第8条（営業所の新設）に規定する営業所とは、通関業務が行われる事務所をいい、営業所の名称が付されていないものであっても、実質的に通関書類の作成審査等が行われる事務所であれば、原則として、同条の営業所に該当するが、通関業者の施設等で、職員が常駐せず、単に連絡(簡単な書類の訂正を含む。)、待機等のために使用されるもの又は特定取引先の施設等で、当該特定取引先の依頼により、通関業者が職員を派遣して通関書類を作成するために使用されるもの(当該施設等で通関士の審査又は通関業者の押印が行われていない場合に限る。)は、営業所には該当しない(基本通達8-1)。
通関業法（通関業の許可）,55-12-3,財務大臣は、通関業務を行う営業所の新設の許可に条件を付することができる。,○×,○,財務大臣は、通関業の許可に条件を付することができるが(業法3条2項)、通関業務を行う営業所の新設の許可にも条件を付することができる(同法8条2項)。
通関業法（通関業の許可）,55-12-4,財務大臣は、通関業の許可をしようとするときは、許可申請者が、その人的構成に照らして、その行おうとする通関業務を適正に遂行することができる能力を有することに適合するかどうかを審査しなければならないこととされており、この「人的構成に照らし」とは、許可申請者(法人である場合には、その役員)及び通関士その他の従業者全体の人的資質に関する評価をいうほか、全体として、組織体制が確立しているかどうかの評価も含むこととされている。,○×,○,業法5条2号により、財務大臣は、通関業の許可をしようとするときは、許可申請者が、その人的構成に照らして、その行おうとする通関業務を適正に遂行することができる能力を有することに適合するかどうかを審査しなければならないこととされている。そして、基本通達5-2(1)により、この「人的構成に照らし」とは、許可申請者(法人である場合には、その役員)及び通関士その他の従業者全体の人的資質に関する評価をいうほか、全体として、組織体制が確立しているかどうかの評価も含むこととされている。
通関業法（通関業の許可）,55-12-5,財務大臣が通関業の許可をする場合に、当該許可に付することができる条件は、取り扱う貨物の種類の限定及び許可の期限に限ることとされている。,○×,○,業法基本通達3-1にその通りの規定がある。なお、許可に付する条件の内容は、許可証に明記する。
通関業法（通関業の許可）,55-13-1,通関業務を行う営業所の移転により、当該営業所に関し、通関業法第13条に規定する通関士の設置に係る基準について新たに審査する必要があると財務大臣が認める場合には、通関業者は、同法第12条の規定に基づく営業所の廃止の届出と同法第 8 条の規定に基づく営業所の新設の許可手続を行うこととされている。,○×,○,業法基本通達12-2にその通りの規定がある。営業所を移転するときには、現在の営業所を廃止して営業所を新設するのだから、「通関業者は、同法第12条の規定に基づく営業所の廃止の届出と同法第8条の規定に基づく営業所の新設の許可手続を行うこととされている」とする部分は当然である。そのため、「通関業務を行う営業所の移転により、当該営業所に関し、通関業法第13条に規定する通関士の設置に係る基準について新たに審査する必要があると財務大臣が認める場合には」という条件がつくことに意味があり、これは例えば新設営業所の審査をする際に、旧営業所から通関士をどれだけ連れてこれるかとか、そのために本当に旧営業所を廃止するのかといったこと等を確認するために、現在の営業所の廃止と営業所の新設とを一緒にさせるのである。
通関業法（通関業の許可）,55-13-2,通関業者である法人が合併又は破産手続開始の決定以外の理由により解散し、その通関業の許可が消滅した場合には、通関業法第12条の規定に基づき、当該通関業者であった法人を代表する役員であった者は、遅滞なくその旨を財務大臣に届け出なければならない。,○×,×,「当該通関業者であった法人を代表する役員であった者」ではなく「清算人」である(業法施行令4条5号)。清算人とはざっくりいうと、会社を潰すときに、残った事務の処理を行うポジションの者である。
通関業法（通関業の許可）,55-13-3,通関業者は、通関業務を行う営業所ごとの責任者の氏名及び通関業法第13条の規定により置く通関士の数に変更があった場合には、同法第12条の規定に基づき、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,業法12条1号、4条1項3号によりその通りとなる。
通関業法（通関業の許可）,55-13-4,通関業者は、通関業以外に営む事業の種類に変更があった場合には、通関業法第12条の規定に基づき、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,業法12条1号、4条1項5号によりその通りとなる。
通関業法（通関業の許可）,55-13-5,通関業者である法人が通関業を廃止し、その通関業の許可が消滅した場合には、通関業法第12条の規定に基づき、当該通関業者であった法人を代表する役員は、遅滞なくその旨を財務大臣に届け出なければならない。,○×,○,通関業者が通関業を廃止した場合、通関業の許可が消滅するが(業法10条1項1号)、通関業の許可が消滅したときは、通関業者であった個人又は通関業者であった法人を代表する役員は、遅滞なくその旨を財務大臣に届け出なければならない(同法12条3号、施行令4条1号)。なお、法律上「者」というのは個人と法人の両方を指し、法人とは通関士試験では会社だと考えておけばよい。会社自体はただの概念で実在しないので、会社の偉い人（役員）が中心になって運営しているため、役員の権利や義務が法律で規定されているのである。
通関業法（通関業者・通関士の義務）,55-14-1,通関業者は、通関士が通関業務に従事している営業所における通関業務に関連して、他人の依頼に応じて税関官署に提出する関税法第7条第3項の規定に基づく関税率表の適用上の所属の教示に係る照会書について、通関士にその内容を審査させなければならない。,○×,×,業法14条、施行令6条によると、関税法7条3項の規定に基づく関税率表の適用上の所属の教示に係る照会書(事前教示の照会書)は、通関士の審査対象の書類に挙げられていない。
