カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
課税物件確定時期と適用法令,59-6-3,A,関税の課税物件の確定の時期について、総合保税地域に入れられた外国貨物のうち、当該総合保税地域において有償で観覧又は使用に供されるもの（関税法第4条第1項第3号の2に掲げるもの）に対し関税を課する場合の基礎となる当該外国貨物の性質及び数量は、当該外国貨物に係る同法第62条の11（販売用貨物等を入れることの届出）の規定による届出がされた時における現況による。,○×,○,"総合保税地域に入れられた外国貨物のうちそこにおいて有償で観覧又は使用に供される貨物の課税物件確定時期は、総合保税地域に販売用貨物等を入れることの届出の時である(関4条1項3号の2、関令2条4項1号)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-④保税展示場又は総合保税地域における販売又は消費を目的とする貨物、保税展示場又は総合保税地域において有償で観覧又は使用に供される貨物、保税展示場で加工又は製造した製品]"
課税物件確定時期と適用法令,59-6-4,A,関税の課税物件の確定の時期について、保税展示場に入れられた外国貨物を原料として、当該保税展示場において製造して得た製品（関税法第4条第1項第3号の2に掲げるもの）に対し関税を課する場合の基礎となる当該製品の性質及び数量は、当該製品の輸入申告の時における現況による。,○×,×,"保税展示場に入れた外国貨物を原料として製造して得た製品の課税物件確定時期は、展示等の承認の時である(関4条1項3号の2)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-④保税展示場又は総合保税地域における販売又は消費を目的とする貨物、保税展示場又は総合保税地域において有償で観覧又は使用に供される貨物、保税展示場で加工又は製造した製品]"
課税物件確定時期と適用法令,59-6-5,A,関税の課税物件の確定の時期について、特例輸入者により、外国貨物を保税地域に入れた後に関税法第67条の2第3項第3号の規定に該当しない輸入申告がされた貨物であって、輸入の許可を受けたものに対し関税を課する場合の基礎となる当該貨物の性質及び数量は、当該輸入の許可の時における現況による。,○×,×,"特例輸入者が電子情報処理組織（NACCS）を使用して輸入申告した貨物（特例申告貨物）で、輸入の許可を受けたものについての課税物件確定時期は、輸入の許可の時である(関4条1項5号の3、67条の2第3項3号、関令59条の6第3項)。特例輸入者が電子情報処理組織（NACCS）を使用して行う輸入申告については関税法67条の3第3項3号で規定されているが、本問では「関税法67条の2第3項3号の規定に該当しない輸入申告」という表現により、これに該当しないこと、つまり特例申告貨物ではないことを示している。また、「外国貨物を保税地域に入れた後に」輸入申告したとあるが、特例申告を行う場合は保税地域に搬入する前に輸入申告できるので、この表現によっても特例申告貨物ではないことを示している。特例輸入者が輸入申告したものの、特例申告貨物ではない通常の輸入申告をした貨物なのであるから、原則通り、輸入申告の時が課税物件確定時期となる。
[参照　第2編（関税法）-第3章（輸出入申告）-2.申告と保税地域等への搬入-（5）輸入申告と搬入の例外4 輸入申告の特例、第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴、第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（2）原則、（3）例外-⑩特例申告貨物]"
関税法等の特例法,59-7-1,B,コンテナーに関する通関条約の規定により関税及び消費税の免除を受けて輸入されたコンテナーを、再輸出期間内に、貨物の運送の用以外の用途に供するためあらかじめ税関長の承認を受けて譲渡した場合には、その免除を受けた関税及び消費税は徴収されない。,○×,×,"免税コンテナーについては、やむを得ない理由があり税関長の承認を受けたときを除いて、再輸出期間内に貨物運送以外の用途に供するため譲渡してはならない(コンテナー特例法4条)。しかし、再輸出期間内に貨物運送以外の用途に供するため譲渡した場合、この税関長の承認を受けたとしても、免除を受けた関税及び消費税は徴収される(コンテナー特例法5条1項1号)。
[参照　第5編（関税法等の特例法）-1.コンテナー特例法-（3）用途外使用等と関税の徴収-]"
関税の徴収,59-7-2,B,関税が納期限までに完納されない場合における当該関税の徴収については、当該関税につき担保の提供がある場合を除き、国税徴収の例による。,○×,○,"関税が納期限までに完納されない場合（その関税につき担保の提供がある場合を除く。）、関税の徴収については、国税徴収の例による(関11条)。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-1.関税の徴収-（1）関税の徴収]"
納税義務者,59-7-3,A,関税法第63条の2第1項（保税運送の特例）に規定する特定保税運送に係る外国貨物（輸出の許可を受けた貨物を除く。）が亡失したことにより、その発送の日の翌日から起算して7日以内に運送先に到着しない場合には、当該外国貨物が災害その他やむを得ない事情により亡失したときを除き、当該外国貨物の所有者がその関税を納める義務を負う。,○×,×,"特定保税運送される外国貨物（輸出の許可を受けた貨物を除く。）が亡失したことにより、発送の日の翌日から起算して7日以内に運送先に到着しないときは、特定保税運送者から直ちに関税が徴収される(関65条2項)。ただし、貨物が災害その他やむを得ない事情により亡失した場合は、関税が徴収されない(関65条1項、2項)。つまり、「外国貨物の所有者」が関税納付義務を負うのではない。
[参照　第2編（関税法）-第11章（保税運送）-6.運送期間の経過による関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
罰則（関税法）,59-7-4,C,税関長が、関税法第110条第1項（関税を免れる等の罪）の犯罪に係る貨物（同法第118条第3項に規定する輸入制限貨物等に限る。以下同じ。）をその犯罪に係る犯人以外の者が所有し、かつ、その所有者がその犯罪が行われることをあらかじめ知らないでその犯罪が行われた時から引き続きその犯罪に係る貨物を所有していると認めて、当該犯罪に係る貨物を没収しない場合において、その関税を徴収すべきときは、当該税関長は、その所有者から、直ちにその関税を徴収する。,○×,○,"関税法110条1項（関税を免れる等の罪）の犯罪に係る貨物で、輸入制限貨物等については、原則として没収対象となる。ただし、その貨物を犯人以外の者が所有し、かつ、その所有者がその犯罪が行われることをあらかじめ知らないでその犯罪が行われた時から引き続きその貨物を所有していると認められるときは、例外として没収しない。そしてこのとき、関税を徴収すべきであれば、税関長は、所有者から、直ちに関税を徴収する(関118条5項)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（1）輸出入してはならない貨物を輸出入する等の罪-①輸出してはならない貨物を輸出する罪、第2編（関税法）-第25章（罰則）-2.関税法の罰則-（2）関税を免れる等の罪]"
納税義務者,59-7-5,A,関税法第76条第5項（郵便物の輸出入の簡易手続）の規定による税関長から日本郵便株式会社に対する税関職員による検査が終了した旨の通知に係る郵便物であって、輸入されるものが、名宛人に交付される前に滅却された場合には、当該郵便物があらかじめ税関長の承認を受けて滅却されたときを除き、日本郵便株式会社がその関税を納める義務を負う。,○×,○,"簡易手続対象となる郵便物について検査が終了したとき、税関長は、日本郵便株式会社にその旨を通知しなければならない(関76条5項)。その通知に係る郵便物であって、輸入されるものが、名宛人に交付される前に滅却された場合、日本郵便株式会社から、直ちにその関税を徴収する。ただし、あらかじめ税関長の承認を受けて滅却された場合は、この限りでない(関76条の2第1項)。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-2.提示、検査、通知、3.関税の納付、交付、関税納付前受取承認-（1）関税の納付、交付、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-①亡失又は滅却]"
関税の確定,59-8-1,A,期限後特例申告をする場合に、その特例申告に係る関税に併せて納付することとされている延滞税の税額の確定については、賦課課税方式が適用される。,○×,×,"関税額の確定方式には基本的に申告納税方式と賦課課税方式の2つが存在する(関6条の2第1項)。ただし、関税のうち延滞税は特別の手続を要しないで確定するので、申告納税方式も賦課課税方式も適用されない(関6条の2第2項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-概要]"
関税の確定,59-8-2,A,課税標準となるべき価格が20万円を超え、かつ、寄贈物品であって輸入者から関税法第67条（輸出又は輸入の許可）の申告を行う旨の申出がない郵便物に対する関税の税額の確定については、賦課課税方式が適用される。,○×,○,"課税価格が20万円を超えていても寄贈物品であれば簡易手続対象となる郵便物であり(関6条の2第1項2号ロ、関76条1項)、賦課課税方式が適用される。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-2.賦課課税方式-（2）賦課課税方式の適用範囲]"
関税の確定,59-8-3,C,関税法第6条の2第1項第2号ニに規定する一定の事実が生じた場合に直ちに徴収するものとされている関税につき、その納期限までに完納されない場合には、税関長は、当該納期限から50日以内に督促状を発して当該関税の納付を督促しなければならないこととされている。,○×,×,"一定の事実が生じた場合に直ちに徴収するものとされている関税については、督促を行わず直ちに差押えを行うことができる(国税通則法37条、40条、関通11-1(2))。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-1.関税の徴収-（1）関税の徴収]"
還付,59-8-4,B,関税定率法第10条第2項（変質、損傷等の場合の減税又は戻し税等）の規定による関税の払戻しが、これを受ける者の誤った申請に基づいて過大な額で行われた場合には、税関長は、関税法第8条第4項（賦課課税方式による関税の確定）の規定に基づき賦課決定通知書をその払戻しを受けた者に送達することとされている。,○×,×,"関税の払戻し還付が、これを受ける者の申請に基づいて過大な額で行なわれた場合には、国税徴収の例により、その過大であった部分の金額に相当する関税額を払戻しを受けた者から徴収する(関13条の2)。このとき、その過大な関税額に係る納税告知書が発せられるのであり、賦課決定通知書が発せられるのではない(関13条の2、関令11条、7条の2第1項3号、関通13の2-1(1))。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-3.還付-（4）過大な払戻し又は還付]"
納税義務者,59-8-5,A,輸入の許可を受けて引き取られた貨物について、納付された関税に不足額があり、当該許可の際当該貨物の輸入者とされた者が当該貨物の輸入者でないことを申し立てた場合であっても、当該貨物の輸入に際してその通関業務を取り扱った通関業者が、その通関業務の委託をした者を明らかにすることができるときは、当該通関業者は、関税法第13条の3の規定に基づく当該貨物の輸入者と連帯して当該関税を納める義務を負わない。,○×,○,"輸入の許可を受けて引き取られた貨物について、納付された関税に不足額があり、当該許可の際当該貨物の輸入者とされた者が当該貨物の輸入者でないことを申し立てた場合であっても、当該貨物の輸入に際してその通関業務を取り扱った通関業者が、その通関業務の委託をした者を明らかにすることが「できない」ときは、当該通関業者は、当該貨物の輸入者と連帯して当該関税を納める義務を負う(関13条の3)。しかし、本問は、その通関業務の委託をした者を明らかにすることが「できる」ときであるから、当該通関業者は、当該貨物の輸入者と連帯して当該関税を納める義務を負わない。
[参照　第2編（関税法）-第14章（納税義務者）-2.例外-（2）連帯納税義務者-①通関業者]"
輸入申告の特例,59-9-1,A,特例輸入者又は特例委託輸入者は、電子情報処理組織（NACCS）を使用して輸入申告を行う場合には、その申告に係る貨物を保税地域等に入れることなく輸入申告をすることができる。,○×,○,"特例輸入者又は特例委託輸入者が、NACCSを使用して輸入申告を行う場合には、その申告に係る貨物を保税地域等に入れることなく輸入申告をすることができる(関67条の2第3項3号)。
[参照　第2編（関税法）-第3章（輸出入申告）-2.申告と保税地域等への搬入-（5）輸入申告と搬入の例外4 輸入申告の特例、第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
輸入通関,59-9-2,A,外国貿易船に積み込んだ状態で輸入申告をすることが必要な貨物を輸入しようとする者は、当該貨物が他の貨物と混載されておらず、かつ、当該貨物の積付けの状況が検査を行うのに支障がないと認められる場合には、税関長の承認を受けることなく、当該貨物を保税地域等に入れないで輸入申告をすることができる。,○×,×,"いわゆる本船扱いについて問われている(関67条の2第2項、関令59条の5)。まず、本船扱いをするためには税関長の承認を受けることを要するので、「承認を受けることなく」という部分が誤りとなる。更に、本船扱いをするためには①貨物を混載せずに外国貿易船に積み込んだ状態で検査及び許可を受けようとする場合であり、②貨物の性質、形状及び積付けの状況が検査を行うのに支障がなく、かつ、許可を受けるために当該貨物を保税地域等に入れることが不適当と認められる場合であることを要するが、②の後半部分である「許可を受けるために当該貨物を保税地域等に入れることが不適当と認められる場合」であることを要件としていないのに本船扱いができる旨の文章になっているため、その点も誤りとなる。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外1 本船扱い、ふ中扱い]"
