カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
輸入通関,51-7-3,A,税関長は、輸入申告があった場合においてその許可の判断のために必要があるときは、当該輸入申告に係る貨物の契約書、仕入書、運賃明細書、保険料明細書、包装明細書、価格表、又は製造者若しくは売渡人の作成した仕出人との間の取引についての書類を提出させることができる。,○×,○,"税関長は、輸入申告があった場合においてその許可の判断のために必要があるときは、当該輸入申告に係る貨物の契約書、仕入書、その他の申告の内容を確認するために必要な書類（運賃明細書、保険料明細書、包装明細書、価格表、製造者又は売渡人の作成した仕出人との間の取引についての書類等）を提出させることができる(関68条、関令61条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類]"
輸入通関,51-7-4,A,関税関係法令以外の法令の規定により輸入に関して検査又は条件の具備を必要とする貨物については、関税法第67条(輸出又は輸入の許可)の検査その他輸入申告に係る税関の審査の際、当該法令の規定による検査の完了又は条件の具備を税関に証明し、その確認を受けなければならない。,○×,○,"関税関係法令以外の法令（いわゆる他法令のこと。）の規定により輸入に関して検査又は条件の具備を必要とする貨物については、関税法67条(輸出又は輸入の許可)の検査その他輸入申告に係る税関の審査の際、当該法令の規定による検査の完了又は条件の具備を税関に証明し、その確認を受けなければならない(関70条2項)。
[参照　第2編（関税法）-第3章（輸出入申告）-8.証明又は確認]"
輸入通関,51-7-5,A,税関長は、原産地について直接に偽った表示がされている外国貨物については、その原産地について偽った表示がある旨を輸入申告をした者に、直ちに通知し、期間を指定して、当該外国貨物を廃棄させなければならない。,○×,×,"「当該外国貨物を廃棄させなければならない」ではなく「その者の選択により、その表示を消させ、若しくは訂正させ、又は当該貨物を積みもどさせなければならない」である(関71条2項)。つまり、輸入申告をした者に、表示の抹消、表示の訂正、貨物の積戻しのいずれかを選択させる。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入通関,51-8-1,A,輸入の許可前における貨物の引取りの承認申請は、その承認申請に係る貨物の輸入申告をする前にしなければならない。,○×,×,"輸入許可前引取承認の申請は、輸入申告前に行うことはできず、輸入申告と同時か輸入申告後に行う(関73条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認（輸入のみ）-（3）承認の手続]"
輸入通関,51-8-2,A,輸入の許可前における貨物の引取りの承認申請は、一の輸入申告に係る貨物の一部についても行うことができる。,○×,○,"輸入許可前引取承認の申請は、輸入申告する貨物の一部につき分割して引き取るためにもできる(関令63条)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認（輸入のみ）-（3）承認の手続]"
輸入通関,51-8-3,A,輸入の許可前における貨物の引取りの承認を受けた外国貨物は、関税法第4条(課税物件の確定の時期)の適用については、内国貨物とみなされる。,○×,×,"輸入許可前引取承認を受けた貨物は、原則として、輸入の許可がされていなくても内国貨物とみなされるが、課税物件確定時期の規定(関4条)の適用については、例外的に内国貨物とはみなされない(関73条第3項) 。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認（輸入のみ）-（4）みなし内国貨物]"
加算税,51-8-4,A,輸入の許可前における貨物の引取りの承認を受けて引き取られた外国貨物については、過少申告加算税が課されることはない。,○×,×,"課されることがある。輸入許可前引取承認を受けた貨物について過少申告加算税が課されないという規定は存在しない(関12条の2第1項参照)。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-（1）過少申告加算税又は無申告加算税が課される場合1]"
輸入通関,51-8-5,A,特例輸入者に係る特例申告貨物については、輸入の許可前における貨物の引取りの承認を受けることはできない。,○×,○,"特例申告貨物を輸入する場合は輸入許可前引取承認の制度を利用できない(関73条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認（輸入のみ）-（1）概要]"
保税地域,51-9-1,A,保税蔵置場において貨物を管理する者は、輸出の許可を受けた貨物を除き、その管理する外国貨物についての帳簿を設け、必要な事項を記載しなければならない。,○×,×,"保税蔵置場において貨物を管理する者は、その管理する外国貨物についての帳簿を設け、必要な事項を記載しなければならないという部分は正しい。しかし、輸出の許可を受けた貨物を除くわけではないので、この部分が誤りとなる(関34条の2、関令29条の2第1項) 。
[参照　第2編（関税法）-第10章（保税地域）-8.共通ルール2（保税地域に共通する事項）-（2）記帳義務]"
保税地域,51-9-2,A,保税蔵置場に外国貨物を置くことができる期間は、税関長が特別の事由があるとして期間を延長した場合を除き、当該貨物を最初に保税蔵置場に置くことが承認された日から2年である。,○×,○,"保税蔵置場に外国貨物を置くことができる期間は、当該貨物を最初に保税蔵置場に置くことが承認された日から2年であるが、税関長は、特別の事由があると認めるときは、申請により、必要な期間を指定してその期間を延長することができる(蔵入承認 関43条の2)。
[参照　第2編（関税法）-第10章（保税地域）-8.共通ルール1（保税地域等に共通する事項）-（2）蔵置期間]"
AEO事業者等になるための要件と失効・取消し等,51-9-3,B,保税蔵置場の許可を受けた法人の従業者が、保税蔵置場の業務について関税法の規定に違反したときは、税関長は、期間を指定して外国貨物又は輸出しようとする貨物を当該保税蔵置場に入れることを停止させることができる。,○×,○,"税関長は、保税蔵置場の許可を受けた者（その者が法人である場合においては、その役員を含む。）又はその代理人、支配人その他の従業者が保税蔵置場の業務について関税法の規定に違反したときは、期間を指定して外国貨物又は輸出しようとする貨物を保税蔵置場に入れることを停止させることができる(搬入停止 関税法48条1項1号)。本問は、保税蔵置場の許可を受けた法人の従業者が保税蔵置場の業務について関税法の規定に違反したときである。そうすると、税関長は、期間を指定して外国貨物又は輸出しようとする貨物を保税蔵置場に入れることを停止させることができるので、正しい。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-3.保税蔵置場、保税工場、保税展示場-（2）失効事由、取消事由、搬入停止事由-②取消事由、搬入停止事由]"
保税地域,51-9-4,A,保税蔵置場に外国貨物を入れる者は、当該貨物をその入れた日から3月(やむを得ない理由により必要があると認めるときは、申請により、税関長が指定する期間)を超えて当該保税蔵置場に置こうとする場合には、その超えることとなる日前に税関長の承認を受けなければならない。,○×,○,"保税蔵置場に外国貨物を入れる者は、当該貨物をその入れた日から3月（やむを得ない理由により必要があると認めるときは、申請により、税関長が指定する期間）を超えずに当該保税蔵置場に置く場合は税関長の承認を要しないが（一時蔵置）、これを超えて当該保税蔵置場に置こうとする場合には、その超えることとなる日前に税関長の承認（蔵入承認）を受けなければならない(関43条の3第1項)。
[参照　第2編（関税法）-第10章（保税地域）-8.共通ルール1（保税地域等に共通する事項）-（2）蔵置期間]"
保税地域,51-9-5,A,保税蔵置場にある外国貨物が災害により亡失したときは、当該保税蔵置場の許可を受けた者から、直ちにその関税を徴収する。,○×,×,"保税蔵置場にある外国貨物が亡失したときは、当該保税蔵置場の許可を受けた者から、直ちにその関税が徴収される。ただし、外国貨物が災害その他やむを得ない事情により亡失した場合は、関税は徴収されない(関45条1項)。
[参照　第2編（関税法）-第10章（保税地域）-8.共通ルール1（保税地域等に共通する事項）-（4）亡失、滅却、廃棄と関税の徴収]"
減免戻し税,51-10-1,C,関税暫定措置法第4条(航空機部分品等の免税)に規定する関税の免除の適用を受けようとする場合の輸入申告は、当該申告に係る物品を使用する者の名をもってしなければならない。,○×,○,"関税暫定措置法4条(航空機部分品等の免税)に規定する関税の免除の適用を受けようとする場合の輸入申告は、当該申告に係る物品を使用する者の名をもってしなければならない(暫令8条2項)。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-4.航空機部分品等の免税（暫4条）-（3）手続]"
減免戻し税,51-10-2,C,税関長は、必要があると認めるときは、関税暫定措置法第4条(航空機部分品等の免税)の規定により関税の免除を受けた物品の使用者に対し、当該物品の使用の状況に関する報告書の提出を求めることができる。,○×,○,"税関長は、必要があると認めるときは、関税暫定措置法第4条の規定により関税の免除を受けた物品の使用者に対し、当該物品の使用の状況に関する報告書の提出を求めることができる(暫令10条)。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-4.航空機部分品等の免税（暫4条）-（3）手続]"
