カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
課税物件確定時期と適用法令,55-6-1,A,総合保税地域に置かれた外国貨物で、総合保税地域に3月を超えて置くことが承認されたものについては、当該承認の時の属する日の法令による。,○×,×,"総合保税地域に置かれた外国貨物で、総合保税地域に3月を超えて置くことが承認されたもの、つまり総保入承認を受けた外国貨物についての課税物件確定時期は総保入承認の時である(関4条1項1号)。しかし適用法令についてはこのような例外規定はなく、原則通り、輸入申告の日となる(関5条)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-⑥蔵入承認又は総保入承認を受けた貨物]"
課税物件確定時期と適用法令,55-6-2,A,保税地域に置くことが困難であると認め、税関長が期間及び場所を指定して保税地域以外の場所に置くことを許可した外国貨物で亡失したものについては、当該許可の時の属する日の法令による。,○×,×,"保税地域に置くことが困難又は著しく不適当であると認め税関長が期間及び場所を指定して保税地域以外の場所に置くこと許可した外国貨物、つまり他所蔵置許可場所に置くことの許可を受けた外国貨物の適用法令は、当該許可の日ではなく当該外国貨物の亡失の日の法令である(関5条1号、4条1項4号、30条1項2号)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-⑭保税地域にあるか他所蔵置許可場所の許可を受けた貨物で、亡失又は滅却]"
課税物件確定時期と適用法令,55-6-3,A,輸入の許可を受けないで輸入された貨物(輸入申告があったもの及び公売に付され、又は随意契約により売買されるものを除く。)については、当該輸入の時の属する日の法令による。,○×,○,"輸入申告をせず、かつ、輸入の許可を受けないで輸入された貨物の適用法令は、輸入の日の法令である(関5条1号、4条1項8号)。なお問題文で「公売に付され、又は随意契約により売買されるものを除く。」とされているのは、これらの適用法令は公売又は売却の日だからである(関5条1号、4条1項7号)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-①公売又は随意契約、②無申告無許可輸入]"
関税率,55-6-4,A,同一品目について関税定率法別表に規定する税率(基本税率)と関税暫定措置法別表第1に規定する税率(暫定税率)とがある場合においては、基本税率は適用されない。,○×,○,"暫定税率は必ず基本税率に優先する(暫2条)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第1章（申告書の作成）-4.選択肢番号の選択と解答欄への記入-（2）輸入申告-②税率の選択-ⅱ税率の適用順序、第3編（関税定率法、関税暫定措置法）-第1章（課税要件2（課税標準、税率、関税額計算））-2.税率-（2）一般の税率と簡易税率-①一般の税率]"
関税率,55-6-5,A,輸入貨物が、関税暫定措置法第8条の2第3項に規定する特別特恵受益国の原産品であり、かつ、経済連携協定の締約国の原産品である場合、輸入者は、原産地の証明等の必要な手続を行うことにより、特別特恵税率又はその経済連携協定税率のいずれかの税率の適用を受けることを選択することができる。,○×,○,"特別特恵税率とEPA税率が併存している場合はどちらを選択すべきか特に規制がないため、輸入者が選択できる 。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第1章（申告書の作成）-4.選択肢番号の選択と解答欄への記入-（2）輸入申告-②税率の選択-ⅱ税率の適用順序、第3編（関税定率法、関税暫定措置法）-第1章（課税要件2（課税標準、税率、関税額計算））-2.税率-（2）一般の税率と簡易税率-①一般の税率]"
関税の確定,55-7-1,A,国際的な運動競技会において使用される物品として関税定率法第17条第1項(再輸出免税)の規定により、その関税の免除を受けて輸入された貨物が、個人的な使用に供することとなったことにより徴収する関税額の確定については、申告納税方式が適用される。,○×,×,"国際的な運動競技会において使用される物品として関税定率法17条1項(再輸出免税)の規定により関税の免除を受けて輸入された貨物が、その用途（つまり国際的な運動競技会においての使用）以外の用途に供された場合、免除を受けた関税は直ちに徴収される(関率17条4項)。そして、関税定率法の規定により一定の事実が生じた場合に直ちに徴収するものとされている関税は、賦課課税方式である(関6条の2第1項2号ニ)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-2.賦課課税方式-（2）賦課課税方式の適用範囲、第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-1.再輸出免税（関率17条）-（2）用途外使用等と関税の徴収]"
関税の確定,55-7-2,A,課税標準となるべき価格が10万円以下の郵便物であっても、その郵便物を輸入しようとする者から当該郵便物につき関税法第67条の輸入申告を行う旨の申し出があった場合には、当該郵便物に対する関税額の確定については、申告納税方式が適用される。,○×,○,"課税価格20万円以下の郵便物は簡易手続の対象となるため賦課課税方式となるが、輸入者から輸入申告を行う旨の申出があった場合は通常の輸入貨物と同様の手続となり、申告納税方式となる(関6条の2第1項2号ロ、76条3項)。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-1.簡易手続の対象となる郵便物、第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-2.賦課課税方式-（2）賦課課税方式の適用範囲]"
輸入通関,55-7-3,A,申告納税方式が適用される貨物(特例申告貨物を除く。)を輸入しようとする者は、関税法第67条の規定に基づく輸入申告書に、当該貨物に係る課税標準のほか、その税額その他必要な事項を記載して、これを税関長に提出することによって、当該貨物に係る関税の納付に関する申告をしなければならない。,○×,○,"申告納税方式が適用される貨物の輸入者は、輸入申告書に課税標準となるべき数量や価格等を記載し、これを税関長に提出することによって納税の申告を行う(関7条1項、2項)。この納税の申告は貨物の引取りの申告も兼ねているため、輸入(納税)申告となる。したがって、本問は正しい。なお、問題文中「(特例申告貨物を除く。)」とされているのは、本問では特例申告貨物の場合について問うていないという意味であり、特例申告貨物の輸入については納税の申告が不要という意味ではない。これは、特例申告貨物の場合は、輸入申告書ではなく特例申告書の提出によって納税の申告をするため、通常の輸入申告とは別の条文で納税の申告について規定されているからである(関7条の2第1項)。
 [参照　第2編（関税法）-第3章（輸出入申告）-4.申告書の記載事項]"
関税の確定,55-7-4,A,関税定率法第8条第1項の規定により、貨物、当該貨物の供給国及び期間を指定し、当該指定された供給国に係る当該指定された貨物で当該指定された期間内に輸入されるものについて課される不当廉売関税の額の確定については、賦課課税方式が適用される。,○×,×,"賦課課税方式が適用される不当廉売関税は、関税定率法8条2項の遡及適用の場合である(関6条の2第1項2号ハ)。「貨物、当該貨物の供給国及び期間を指定し、当該指定された供給国に係る当該指定された貨物で当該指定された期間内に輸入されるものについて課される不当廉売関税」(関率8条1項)というのは、遡及適用の場合ではなく通常の場合なので、申告納税方式である。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-2.賦課課税方式-（2）賦課課税方式の適用範囲、第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-3.不当廉売関税-（5）調査開始から指定までの手続-④遡及適用]"
関税の確定,55-7-5,A,税関長は、本邦に入国する者がその入国の際に携帯して輸入する貨物に対する関税に係る決定をする場合には、賦課決定通知書又は納税告知書の送達に代えて、税関職員に口頭で当該決定の通知をさせることができる。,○×,○,"賦課課税方式における賦課決定は、税関長がその決定に係る課税標準及び納付すべき税額等を記載した賦課決定通知書又は納税告知書を送達して行うのが原則である。ただし、当該決定が、本邦に入国する者がその入国の際に携帯して輸入する貨物に対する関税に係るものである場合には、賦課決定通知書又は納税告知書の送達に代えて、税関職員に口頭で当該決定の通知をさせることができる(関6条の2第1項2号イ、8条4項ただし書)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-2.賦課課税方式-（3）賦課課税と納税告知]"
災害等による期限の延長,55-8-1,B,税関長は、災害その他やむを得ない理由により、関税の納期限までに当該関税の納付をすることができないと認める場合には、財務大臣が当該理由に係る地域及び期日を指定する前であっても、納税者の申請により、期日を指定して当該納期限を延長することができる。,○×,○,"災害その他やむを得ない理由により納期限の延長がされる場合、地域指定がされる前であっても、申請による個別指定をすることができる(関2条の3、関令1条の4第1項3項)。
[参照　第2編（関税法）-第2章（期間と期限）-2.災害等による期限の延長]"
法定納期限と納期限,55-8-2,A,特例輸入者が、期限内特例申告書を提出し、かつ、その特例申告に係る関税を納付すべき期限に関し、特例申告書の提出期限までにその延長を受けたい旨の申請書を税関長に提出した場合において、当該税関長が関税法第7条の8第1項の規定による担保の提供を命ずる必要がないと認めるときは、当該税関長は、その関税額の全部について当該納付すべき期限を2月以内に限り延長することができる。,○×,○,"出題当時は特例輸入者の特例申告に係る関税の納期限を延長するには担保提供が必要であったため誤りとなっていたが、令和7年法改正によって、税関長が関税の保全のために必要があると認めるときにのみ必要となったので、現在は正しい(任意的担保　関9条の2第3項)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（3）例外-①納期限の延長]"
法定納期限と納期限,55-8-3,A,特例輸入者は、特例申告書の提出期限後に特例申告を行った場合には、当該特例申告に係る関税に併せて、特例申告書の提出期限の翌日から当該関税を納付する日までの日数に応じた延滞税を納付しなければならない。,○×,○,"特例申告の法定納期限は特例申告書の提出期限なので、特例申告書の提出期限の翌日から当該関税を納付する日までの日数に応じた延滞税を納付しなければならない(関12条1項、9項1号)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（3）例外-②特例申告貨物、第2編（関税法）-第19章（附帯税1（延滞税））-1.延滞税-（1）延滞税が課される場合、（2）延滞税額計算-④延滞日数]"
法定納期限と納期限,55-8-4,A,（※関税の納期限に関する問題である。）輸入の許可前における貨物の引取りの承認を受けて引き取った貨物に係る税額につき、関税法第7条の17の規定による税関長の通知を受けた者は、その通知の書面に記載された税額に相当する関税を、当該通知の送達に要すると見込まれる期間を経過した日として当該書面に記載された期限までに納付しなければならない。,○×,×,"輸入許可前引取承認を受けて引き取った貨物に係る関税の納期限は、7条の17（輸入の許可前に引き取られた貨物に係る税額等の通知）の書類（納付通知書）が発せられた日の翌日から起算して1月を経過する日なので、この日までに納付しなければならない(関9条2項3号)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（3）例外-③輸入許可前引取承認]"
関税の納付,55-8-5,A,納税者は、関税を納付すべき外国貨物について、関税法第9条の5第1項の規定により関税の納付を委託する場合においては、同法第9条の6第1項に規定する納付受託者がその委託を受けた後であれば、当該納付受託者が当該関税を納付する前であっても、輸入の許可を受けることができる。,○×,○,"通常の輸入貨物は関税が納付された後でなければ輸入許可を受けられないが、関税の納付を納付受託者へ委託する場合は、納付受託者が委託を受けた後であれば、納付受託者が国へ関税を納付する前であっても輸入許可を受けることができる(関72条)。「納付受託者」という単語が出てきたら、関税のキャッシュレス納付（納付受託者への納付委託）の話だと気づいてほしい。そうすれば、問題文に書かれていることの意味を読み取りやすくなる。
[参照　第2編（関税法）-第3章（輸出入申告）-10.輸入許可がされない貨物(輸入のみ)、第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-1.関税の納付-（3）納付受託者への納付委託]"
輸出通関,55-9-1,A,特定輸出者は、特定輸出申告を行って輸出の許可を受けた後において、外国貿易船に積み込まれた当該特定輸出申告に係る貨物の一部がその船舶の出港前、かつ、船荷証券の発行前に船卸しされた場合であっても、当該貨物に係る輸出の許可数量、価格等の変更を申請できないこととされている。,○×,×,"輸出の許可を受けて外国貿易船に積み込まれた貨物の一部がその船舶の出港前、かつ、船荷証券の発行前に船卸しされた場合は、当該貨物に係る輸出の許可数量、価格等の変更を申請できる(関通67-1-13)。これは特定輸出申告を行なった場合でも同様である。
[参照　第2編（関税法）-第3章（輸出入申告）-15.輸出許可内容の変更]"
輸出通関,55-9-2,A,仮に陸揚げされた外国貨物を当該外国貨物に係る船荷証券における陸揚港に向けて送り出そうとするときは、当該外国貨物が外国為替及び外国貿易法第48条第1項(輸出の許可等)の規定による許可を受けなければならないものである場合を除き、関税法第75条に規定する積戻しの許可を受けることを要しない。,○×,○,"積戻しの手続には輸出の手続が準用されるので、外国貨物を積戻すときは積戻しの申告をして積戻しの許可を要するのが原則であるが、例外として、仮陸揚貨物を積戻すときは積戻し仮陸揚届を税関に提出すればよく積戻しの許可も不要となる。例外の例外として、外国貨物が外為法の規定による経済産業大臣の輸出許可を受けなければならないものであるときは、やはり積戻しの申告をして積戻しの許可を要する(関75条)。
[参照　第2編（関税法）-第3章（輸出入申告）-16.積戻し]"
輸出通関,55-9-3,A,輸出の許可を受けた貨物(関税法第30条第1項(外国貨物を置く場所の制限)に規定する特例輸出貨物を除く。)の全部について、外国貿易船に積み込む前にその輸出が取止めになり、これを国内に引き取る場合は、輸入貿易管理令の規定による輸入の承認を必要とせず、かつ、その引取りに係る輸入申告書への仕入書の添付を省略することができる。,○×,○,"輸出の許可を受けた貨物が船舶又は航空機に積み込まれる前にその輸出が取止めとなり、これを国内に引き取る場合は、輸入貿易管理令の規定による輸入承認は要しないし、引取りに係る輸入申告書への仕入書の添付（仕入書の提出）を省略することができる(関通67-1-15(2))。なお、輸出の許可を受けた貨物が船舶又は航空機に積み込まれたときは輸出取止め後に通常の輸入手続を行うので、輸入貿易管理令の規定による輸入承認を要するし、仕入書の添付も必要となる(関通67-1-15(1))。
[参照　第2編（関税法）-第3章（輸出入申告）-17.撤回、取止め、取消し]"
輸出申告の特例,55-9-4,A,特定委託輸出者は、特定委託輸出申告に係る貨物が置かれている場所から当該貨物を外国貿易船に積み込もうとする開港までの間において一の特定保税運送者に一貫して運送させることとされているが、当該貨物が輸出の許可を受けた後は、他の特定保税運送者により運送させることができる。,○×,○,"特定委託輸出者が特定委託輸出申告を行う場合においては、その申告に係る貨物が置かれている場所から当該貨物を外国貿易船等に積み込もうとする開港、税関空港又は不開港までの運送を特定保税運送者に委託しなければならず、また、特定委託輸出申告に係る貨物が置かれている場所から開港等までの間において一の特定保税運送者が一貫して運送しなければならない(関67条の3第1項)。つまり、その区間は同一の特定保税運送者が運送するということである。ただし、当該申告に係る貨物について輸出の許可を受けた後は、他の特定保税運送者が運送を行ってもよい(関通67の3-2-2)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴]"
