カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
納税義務者,53-6-3,A,関税定率法第15条第1項(特定用途免税)の規定により関税の免除を受けて輸入された貨物で、特定用途免税に係る特定の用途以外の用途に供するため譲渡されたものについて、その免除を受けた関税を徴収する場合には、その譲渡をした者がその関税を納める義務を負う。,○×,○,"関税定率法第15条第1項(特定用途免税)の規定により関税の免除を受けて輸入された貨物が輸入の許可の日から2年以内に、免除の理由となった用途以外の用途に供された場合は当該用途以外の用途に供した者から、当該用途以外の用途に供するため譲渡された場合は当該譲渡をした者から、それぞれ免除を受けた関税を直ちに徴収する(関率15条2項)。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-3.特定用途免税（関率15条）-（2）用途外使用等と関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-③用途外使用等]"
納税義務者,53-6-4,A,輸入の許可前における貨物の引取りの承認を受けて引き取られた貨物について、納付された関税に不足額があった場合において、当該承認の際当該貨物の輸入者とされた者の住所及び居所が明らかでなく、又はその者が当該貨物の輸入者でないことを申し立てた場合であって、かつ、当該貨物の輸入に際してその通関業務を取り扱った通関業者が、その通関業務の委託をした者を明らかにすることができなかったときは、当該通関業者は、当該貨物の輸入者と連帯して当該関税を納める義務を負う。,○×,○,"輸入の許可又は輸入許可前引取承認を受けて引き取られた貨物について、納付された関税に不足額があった場合において、当該承認の際当該貨物の輸入者とされた者の住所及び居所が明らかでなく、又はその者が当該貨物の輸入者でないことを申し立てた場合であって、かつ、当該貨物の輸入に際してその通関業務を取り扱った通関業者が、その通関業務の委託をした者を明らかにすることができなかったときは、当該通関業者は、当該貨物の輸入者と連帯して当該関税を納める義務を負う(関13条の3)。関税の納付額に不足がある場合、一定要件を満たせば、納税義務が通関業者にも課されるのである。
[参照　第2編（関税法）-第14章（納税義務者）-2.例外-（2）連帯納税義務者-①通関業者]"
納税義務者,53-6-5,A,税関長が期間及び場所を指定し、保税工場にある外国貨物について保税作業をするため、これを当該保税工場以外の場所に出すことを許可した場合において、その指定された期間が経過した後、その指定された場所に当該外国貨物があるときは、当該保税作業を行う者がその関税を納める義務を負う。,○×,×,"「当該保税作業を行う者」ではなく「保税工場の許可を受けた者」が関税納付義務を負う(関61条5項)。
[参照　第2編（関税法）-第10章（保税地域）-4.保税工場-（4）場外作業、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
保税運送,53-7-1,A,輸出の許可を受ける貨物について、保税運送しようとする場合は、当該貨物の輸出申告の際にこれと併せて保税運送の申告をすることができる。,○×,○,"輸出又は積戻しの許可を受ける貨物について、保税運送しようとする場合は、当該貨物の輸出又は積戻しの申告の際にこれと併せて保税運送の申告を行うことができる(関通63-16)。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（4）保税運送の手続]"
輸出通関,53-7-2,A,無償で輸出される貨物であって船舶により輸出されるものについての輸出申告書に記載すべき当該貨物の価格は、当該貨物が有償で輸出されるものとした場合の当該貨物の本邦の輸出港における本船甲板渡し価格である。,○×,○,"無償で輸出される貨物の輸出申告書に記載すべき貨物の申告価格は、その貨物が有償で輸出されると仮定した場合の価格であり、有償で輸出される貨物の申告価格は、船舶により輸出されるなら本船甲板渡し価格（FOB価格）である(関令58条1号、59条の2第2項)。
[参照　第2編（関税法）-第3章（輸出入申告）-5.申告すべき数量と価格]"
輸出通関,53-7-3,A,特定輸出者は、特定輸出申告を行い税関長の輸出の許可を受けた貨物が輸出されないこととなったことにより当該許可を受けている必要がなくなったときは、その輸出申告を撤回する理由を記載した「輸出申告撤回申出書」を当該許可をした税関長に提出し、当該許可を取り消すべき旨及び当該申告を撤回する旨の申請をすることができる。,○×,×,"輸出の許可を受けた後なので撤回はできず、「特例輸出貨物の輸出許可取消申請書」を提出し、輸出許可を取り消すべき旨の申請をしなければならない(関67条の4第1項、関通67-1-10、67の4-1)。
[参照　第2編（関税法）-第3章（輸出入申告）-17.撤回、取止め、取消し]"
輸出申告の特例,53-7-4,A,特定輸出申告が行われ税関長の輸出の許可を受けた貨物であって、保税地域以外の場所にあるものが亡失した場合には、当該貨物に係る特定輸出者は、直ちにその旨を当該許可をした税関長に届け出なければならない。,○×,○,"特定輸出申告が行われ税関長の輸出の許可を受けた貨物（特定輸出貨物）で保税地域以外の場所にあるものが亡失した場合、特定輸出者は、直ちにその旨を輸出の許可をした税関長に届け出なければならない(関67条の5、45条3項)。特「例」輸出貨物で保税地域以外の場所にあるものが亡失した場合の規定であるが、特「定」輸出貨物は特「例」輸出貨物の一種であるから(関30条1項5号、67条の8第1項)、本問は正しい。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴、（6）保税地域外にある貨物の廃棄又は亡失の届出]"
輸出申告の特例,53-7-5,A,特定輸出者は、輸出しようとする貨物が輸出貿易管理令別表第1の1の項の中欄に掲げる貨物に該当する場合であっても、特定輸出申告を行うことができる。,○×,×,"輸出貿易管理令別表1の1の項の中欄に掲げる貨物については特定輸出申告ができない(関67条の3第1項、関令59条の8第1号)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（5）輸出申告の特例が利用できない貨物]"
輸入通関,53-8-1,A,貨物を輸入しようとする者は、輸入の許可を受けるためにその輸入申告に係る貨物を入れる保税地域等(保税地域又は税関長が保税地域に置くことが困難若しくは著しく不適当であると認め期間及び場所を指定して保税地域以外の場所に置くことを許可した貨物に係る当該場所)に当該貨物を入れる前に輸入申告を行い、当該貨物を当該保税地域等に入れた後に輸入の許可を受けなければならないこととされている。,○×,×,"「保税地域等…に当該貨物を入れる前に」ではなく「保税地域等…に当該貨物を入れた後に」輸入申告を行う(関67条の2第3項)。
[参照　第2編（関税法）-第3章（輸出入申告）-2.申告と保税地域等への搬入-（原則）]"
輸入通関,53-8-2,A,税関長は、輸入申告があった場合において、関税についての条約の特別の規定による便益を適用する場合において必要があるときは、当該便益を適用するために必要な書類を提出させることができる。,○×,○,"その通りである。関税についての条約の特別の規定による便益を適用するために必要な書類とは、WTO協定税率やEPA税率を適用するために必要な書類のことであり、原産地証明書等を指している(関68条、関令61条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類、（2）原産地証明書等-①概要]"
関税法等の特例法,53-8-3,A,コンテナーに関する通関条約第2条の規定により関税及び消費税の免除を受けてコンテナーを輸入しようとする者が、その輸入申告に際し、積卸コンテナー一覧表(コンテナーの種類、記号及び番号等を記載した書類)を税関長に提出した場合には、税関長は、関税法第67条の規定による輸入申告があったものとみなすことができる。,○×,○,"コンテナー条約により関税及び消費税の免除を受けてコンテナーを輸入する場合、積卸コンテナー一覧表を提出することで輸入申告があったものとみなされる(コンテナー特例令2条)。
[参照　第2編（関税法）-第3章（輸出入申告）-3.申告の方法-（3）例外2 申告書以外の書面提出、第5編（関税法等の特例法）-1.コンテナー特例法-（2）手続]"
特恵関税、経済連携協定,53-8-4,A,税関長の承認を受けて保税蔵置場に置こうとする貨物につき、経済連携協定における関税についての特別の規定による便益の適用を受けようとする場合において、当該承認の申請の際に、当該貨物が経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを証明した書類を提出したときは、当該貨物の輸入申告の際には、当該書類の提出を要しない。,○×,○,"「税関長の承認を受けて保税蔵置場に置こうとする貨物」とは、蔵入承認を受けようとする貨物のことである(関43条の3第1項)。「経済連携協定における関税についての特別の規定による便益の適用を受けようとする場合」とは、EPA税率の適用を受けようとする場合である。この場合、蔵入承認の申請の際に「貨物が経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを証明した書類」（締約国原産地証明書）を提出すれば、その後の輸入申告の際の提出は不要となる(関令36条の3第3項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類、（2）原産地証明書等-②原産地証明書、原産品申告書、第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（2）蔵置期間]"
輸入通関,53-8-5,A,輸入しようとする貨物についての輸入申告書に記載すべき当該貨物の価格を計算する場合において、外国通貨により表示された価格の本邦通貨への換算は、当該貨物が本邦に到着した日における外国為替相場によるものとされている。,○×,×,"為替レートについては、「当該貨物が本邦に到着した日における外国為替相場」ではなく原則として「当該貨物に係る輸入申告の日の属する週の前々週における実勢外国為替相場の当該週間の平均値に基づき税関長が公示する相場」による(関率4条の7、関率規1条)。
[参照　第2編（関税法）-第3章（輸出入申告）-5.申告すべき数量と価格]"
保税地域,53-9-1,A,単に運航の自由を失った船舶に積まれている外国貨物は「難破貨物」に含まれ、税関長の許可を受けることなく保税地域以外の場所に置くことができる。,○×,×,"外国貨物は原則として保税地域以外の場所に置くことができないが、難破貨物は例外として置くことができる(関30条1項)。しかし、難破貨物とは遭難その他の事故により船舶又は航空機から離脱した貨物をいうので、単に運航の自由を失った船舶に積まれている外国貨物は難破貨物に含まれず(関通30-1)、税関長の許可を受けることなく保税地域以外の場所に置くことはできない。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（1）外国貨物を置く場所]"
保税地域,53-9-2,A,保税蔵置場において貨物を管理する者は、その管理する外国貨物(信書を除く。)又は輸出しようとする貨物(信書を除く。)についての帳簿を設けなければならない。,○×,○,"保税地域において貨物を管理する者は、その管理する外国貨物(信書を除く。)又は輸出しようとする貨物(信書を除く。)についての帳簿を設けなければならない(関34条の2)。
[参照　第2編（関税法）-第10章（保税地域）-8.共通ルール2（保税地域に共通する事項）-（2）記帳義務]"
保税地域,53-9-3,A,税関空港における出国者に対する外国貨物の保税販売を行おうとする場合には、その物品の販売用施設(販売カウンター、ショーウィンドー及び保管棚等が置かれ、出国者に外国貨物を保税販売又は引渡す施設をいう。)又は保管用施設について、保税蔵置場の許可を受けなければならない。,○×,○,"税関空港における出国者に対する外国貨物の保税販売は、その物品の販売用施設（販売カウンター、ショーウィンドー及び保管棚等が置かれ、入国者に外国貨物を保税販売する施設をいう。）又は保管用施設について保税蔵置場の許可を受け、これに蔵置して行う(関通42-15)。保税販売とは、関税や消費税等の税金がかからない販売（免税される販売）である。
[参照　第2編（関税法）-第10章（保税地域）-3.保税蔵置場-（1）保税蔵置場とは]"
保税地域,53-9-4,B,保税蔵置場に外国貨物を置くことができる期間は、当該貨物を最初に保税蔵置場に置くことが承認された日から2年であり、税関長は、特別の事由があると認めるときは、申請により、必要な期間を指定してこれを延長することができることとされているが、原油又は石油ガスを備蓄用に蔵置する場合は、この「特別の事由があると認めるとき」に該当しない。,○×,×,"保税蔵置場に外国貨物を置くことができる期間は、当該貨物を最初に保税蔵置場に置くことが承認された日（つまり、その貨物につき最初に蔵入承認を受けた日）から2年であり、税関長は、特別の事由があると認めるときは、申請により、必要な期間を指定してこれを延長することができることとされているので、この点は正しい(関43条の2)。しかし、原油又は石油ガスを備蓄用に蔵置する場合は、この「特別の事由があると認めるとき」に該当するので(関通43の2-2(1))、この点が誤りとなる。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（2）蔵置期間]"
保税地域,53-9-5,A,財務大臣は、指定保税地域を利用して行われる外国貿易の減少その他の事由によりその全部又は一部を存置する必要がないと認めるときは、これについて指定保税地域の指定を取り消すことができる。,○×,○,"財務大臣は、指定保税地域を利用して行われる外国貿易の減少等の理由で、その全部又は一部を存置する必要がないと認めるときは、指定保税地域の指定を取り消すことができる(関37条2項)。
[参照　第2編（関税法）-第10章（保税地域）-2.指定保税地域-（4）取消し、搬入停止-①指定保税地域の取消し]"
許可等に基づく地位の承継,53-10-1,B,特定輸出者の承認を受けた者がその特定輸出貨物の輸出の業務を譲り渡した場合において、あらかじめ当該承認をした税関長の承認を受けたときは、当該業務を譲り受けた者は、当該業務を譲り渡した者の当該特定輸出者の承認に基づく地位を承継することができる。,○×,○,"特定輸出者の承認を受けた者がその特定輸出貨物の輸出の業務を譲り渡した場合（事業譲渡）において、あらかじめ当該承認をした税関長の承認を受けたときは、当該業務を譲り受けた者は、当該業務を譲り渡した者の当該特定輸出者の承認に基づく地位を承継することができる(関67条の12、48条の2第4項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
