カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
保税地域,54-8-5,A,保税蔵置場に外国貨物を置くことの承認を受けようとする者は、当該承認を受けようとする貨物が保税蔵置場に置くことにつき関税関係法令以外の法令の規定により許可を必要とするものである場合には、当該承認の申請書の提出の際、当該許可を受けている旨を税関に証明しなければならない。,○×,○,"保税蔵置場に外国貨物を置くことの承認（蔵入承認）を受けようとする者は、当該承認を受けようとする貨物が保税蔵置場に置くことについて、他法令による許可を必要とするものである場合には、承認の申請書の提出の際、当該許可を受けている旨を税関に証明しなければならない(関43条の3第1項、関令36条の3第8項)。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（2）蔵置期間]"
保税運送,54-9-1,A,特定保税運送者が特定保税運送を行う場合であっても、保税運送の承認を受けなければ外国貨物のまま運送することはできない。,○×,×,"特定保税運送においては、保税運送の承認が不要である(関63条の2第1項)。
[参照　第2編（関税法）-第11章（保税運送）-3.特定保税運送]"
保税運送,54-9-2,A,外国貨物である難破貨物は、保税運送の承認を受けることなく、その所在する場所から開港、税関空港、保税地域又は税関官署に外国貨物のまま運送することができることとされており、この「難破貨物」とは、遭難その他の事故により船舶又は航空機から離脱した貨物をいう。,○×,○,"外国貨物である難破貨物は、その所在する場所から開港、税関空港、保税地域又は税関官署に外国貨物のまま運送することができるが、このとき、原則として税関長の承認を受けることを要する(関64条1項1号)。しかしこの承認は難破貨物等の運送の承認であり、保税運送の承認(関63条1項)とは別の承認である。したがって、難破貨物等の運送の承認は受ける必要があるものの、保税運送の承認は受けることなく難破貨物の運送はできるので、問題文の前半は正しい。また、「難破貨物」とは、遭難その他の事故により船舶又は航空機から離脱した貨物をいうので(関通通達64-1(1))、問題文の後半も正しい。
[参照　第2編（関税法）-第11章（保税運送）-5.難破貨物等の運送]"
保税運送,54-9-3,A,外国貨物の移動が同一開港又は同一税関空港の中で行われる場合には、保税運送の承認を受けることなく外国貨物のまま運送することができる。,○×,○,"保税運送とは、外国貨物について、税関長の承認を受ければ、開港、税関空港、保税地域、税関官署、他所蔵置許可場所の相互間を外国貨物のまま運送することができる制度である(関63条1項)。よって、運送がこれらの相互間ではなく、例えば同一開港又は同一税関空港の中で行われる場合であれば、税関長の保税運送の承認を受けずに運送できる(関通63-3(1)イ)。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（2）保税運送の承認を要しない場合]"
保税運送,54-9-4,A,保税運送の承認を受けて保税地域相互間を外国貨物のまま運送する場合における輸送手段については、海路又は空路に限ることとされている。,○×,×,"関税法施行令53条1項では「車両」も用いることができる前提で手続が規定されており、関税法基本通達63-5(1)では「発送の際における運送手段(陸路、海路、空路…)」とされており陸路も用いることができるため、海路や空路に限らない。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（4）保税運送の手続]"
保税運送,54-9-5,B,内国貨物を外国貿易船に積んで本邦内の場所相互間を運送しようとする者は、税関長に申告してその承認を受けなければならないこととされており、当該承認を受けた貨物が運送先に到着したときは、その承認を受けた者は、当該承認を証する書類を、直ちに到着地の税関に提出しなければならない。,○×,○,"内国貨物を外国貿易船に積んで本邦内の場所相互間を運送しようとする者は、税関長に申告してその承認を受けなければならないこととされており、当該承認を受けた貨物が運送先に到着したときは、その承認を受けた者は、当該承認を証する書類を、直ちに到着地の税関に提出しなければならない(関66条)。
[参照　第2編（関税法）-第11章（保税運送）-7.内国貨物の運送]"
減免戻し税,54-10-1,A,関税暫定措置法第8条の規定により関税の軽減を受けようとする場合には、当該関税の軽減を受けようとする貨物の輸出の許可の日から2年(2年を超えることがやむを得ないと認められる理由がある場合において、税関長の承認を受けたときは、2年を超え税関長が指定する期間)以内に当該貨物を原材料とした製品を輸入しなければならない。,○×,×,"加工又は組立てのため輸出された貨物を原材料とした製品の減税の規定であるが、「2年」とされているところは全て「1年」である(暫8条1項)。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（1）要件]"
減免戻し税,54-10-2,A,関税暫定措置法第8条の2第1項の特恵関税の適用を受ける物品であっても、同法第8条の規定による関税の軽減の適用を受けることができる。,○×,×,"関税暫定措置法第8条の2第1項は一般特恵関税の規定であるが、特恵関税の適用を受けるなら関税暫定措置法8条(加工又は組立てのため輸出された貨物を原材料とした製品の減税)の適用は受けられない(暫8条3項)。つまり特恵関税と暫8との併用はできないということである。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（1）要件]"
減免戻し税,54-10-3,A,特例申告貨物について関税暫定措置法第8条の規定により関税の軽減を受けようとする者は、当該貨物の輸入申告書に、当該貨物について同条の規定により関税の軽減を受けようとする旨を付記しなければならない。,○×,○,"加工又は組立てのため輸出された貨物を原材料とした製品の減税(暫8条)の適用を受ける場合は、製品である貨物の輸入申告書に、当該貨物について関税暫定措置法8条の規定により関税の軽減を受けようとする旨を付記しなければならない(暫令23条4項)。「付記」というのは、補足としてちょっと書き足すというニュアンスであり、しっかり書き込む「記載」とは法律的に区別される表現である。特例申告の場合、申告書が引取りの申告である輸入（引取）申告書と納税の申告書である特例申告書に分かれるが、どちらかには記載してもう一方には付記をする、あるいはどちらか一方に記載や付記をする、という規定がよくある。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（3）手続]"
減免戻し税,54-10-4,C,加工のため本邦から輸出された貨物を原材料とした関税定率法別表第42.03項(衣類及び衣類附属品(革製又はコンポジションレザー製のものに限る。)に該当する製品であって、その原材料貨物に染料を染み込ませる加工(当該製品の輸入の際に原材料貨物の確認が容易にできる程度の加工を除く。)がされ輸入されるものについては、関税暫定措置法第8条の規定による関税の軽減の適用を受けることができない。,○×,○,"関税定率法別表42.03項に該当する製品のうち野球用のグローブ及びミット以外のものは、原材料貨物に染料を染み込ませる加工（ただし製品の輸入の際に原材料貨物の確認が容易にできる程度の加工を除く。）をしていれば、関税暫定措置法8条(加工又は組立てのため輸出された貨物を原材料とした製品の減税)の適用を受けることができない(暫8条1項1号、暫令20条1項5号、2項2号)。 
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（1）要件]"
減免戻し税,54-10-5,A,関税暫定措置法第8条の規定により関税の軽減を受けようとする貨物を輸出しようとする者は、当該貨物の輸出申告書に、加工又は組立てのため輸出するものであることを証する書類を添付しなければならないが、その輸出の際に当該貨物に係る加工又は組立ての契約の全部又は一部が行われていない場合には、この限りでない。,○×,○,"関税暫定措置法8条(加工又は組立てのため輸出された貨物を原材料とした製品の減税)についてであるが、関税暫定措置法施行令22条2項にその通りの規定がある。その輸出の際に当該貨物に係る加工又は組立ての契約の全部又は一部が行われていない場合には、 加工又は組立てのため輸出するものであることを証する書類が無いのが通常だからである。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-5.加工又は組立てのため輸出された貨物を原材料とした製品の減税（暫8条）-（3）手続]"
特恵関税、経済連携協定,54-11-1,A,関税暫定措置法第8条の2第1項に規定する特恵受益国等を原産地とする物品のうち、課税価格の総額が20万円以下のものについては、その原産地である特恵受益国等から非原産国(当該特恵受益国等以外の地域)を経由して本邦に向けて運送されるものであるか否かにかかわらず、同項の特恵関税の適用を受けることができる。,○×,×,"課税価格の総額が20万円以下のものは非原産国を経由しても運送要件証明書が不要なだけであり(暫令31条3項)、非原産国を経由するなら積送基準を満たす必要がある(暫令31条1項、2項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-③運送要件証明書、第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-4.積送基準-（1）特恵関税]"
