カテゴリー,問題番号,問題,選択肢,正解,解説
通関実務,54-5-5,架空の貨物に係る照会であっても、事前照会の手続の対象とされている。,○×,×,架空の貨物に係る照会は、事前照会の手続の対象とされていない(関税法基本通達7-18-2(2)イ)。
通関実務,54-6-1,輸入しようとする貨物について、環太平洋パートナーシップに関する包括的及び先進的な協定における関税についての特別の規定による便益の適用を受けようとするときは、締約国原産品申告書を提出できる。,○×,○,できる(関税法基本通達68-5-11の3(1)ロ)。
通関実務,54-6-2,輸入しようとする貨物について、経済上の連携に関する日本国と欧州連合との間の協定における関税についての特別の規定による便益の適用を受けようとするときは、締約国原産品申告書を提出できる。,○×,○,できる(関税法基本通達68-5-11の3(1)イ)。
通関実務,54-6-3,輸入しようとする貨物について、新たな時代における経済上の連携に関する日本国とシンガポール共和国との間の協定における関税についての特別の規定による便益の適用を受けようとするときは、締約国原産品申告書を提出できる。,○×,×,できない(関税法基本通達68-5-11の3(1)参照)。
通関実務,54-6-4,輸入しようとする貨物について、包括的な経済上の連携に関する日本国及び東南アジア諸国連合構成国の間の協定における関税についての特別の規定による便益の適用を受けようとするときは、締約国原産品申告書を提出できる。,○×,×,できない(関税法基本通達68-5-11の3(1)参照)。
通関実務,54-6-5,輸入しようとする貨物について、日本国とスイス連邦との間の自由な貿易及び経済上の連携に関する協定における関税についての特別の規定による便益の適用を受けようとするときは、締約国原産品申告書を提出できる。,○×,×,できない(関税法基本通達68-5-11の3(1)参照)。
通関実務,54-13-1,関税法第70条第1項においては、関税関係法令以外の法令の規定により輸出に関して承認を必要とする貨物については、輸出申告の際、当該承認を受けている旨を税関に証明しなければならないと規定されており、本邦から外国に向けて行う外国貨物の積戻しには、この規定は準用されない。,○×,×,積戻しに準用される(関税法75条、70条)。
通関実務,54-13-2,税関長は、貨物を輸出しようとする者から当該貨物を外国貿易船に積み込んだ状態で輸出申告をすることの承認の申請があった場合には、関税法第67条の検査を要しないと認めるときに限り、当該承認を行うこととされている。,○×,×,「関税法第67条の検査を要しないと認めるときに限り」ではなく「外国貿易船に積み込んだ状態で関税法67条の検査を受けようとし、当該貨物の性質、形状及び積付けの状況が同条の検査を行うのに支障がなく、かつ、輸出又は輸入の許可を受けるために当該貨物を保税地域等に入れることが不適当と認められるときに限り」承認を行う(関税法67条の2第2項、同法施行令59条の5第1項1号)。
通関実務,54-13-3,本邦の船舶により本邦の排他的経済水域の海域で採捕された水産物をその海域から直接外国に向けて送り出す場合には、関税法に基づく輸出の手続は要しない。,○×,×,本邦の船舶により本邦の排他的経済水域の海域で採捕された水産物は、本邦の船舶により公海で採捕された水産物に含まれ内国貨物である。すると、当該内国貨物である水産物をその海域から直接外国に向けて送り出す場合には、輸出の手続を必要とする(関税法67条、2条1項2号、4号、2項)。
通関実務,54-13-4,関税定率法第17条第1項の規定により再輸出免税の適用を受けて輸入された加工材料となる貨物が輸入後加工され、その加工されたものを当該加工材料となる貨物の輸入の許可の日から1年以内に輸出しようとする者は、その輸出申告の際に、その輸入の許可書又はこれに代わる税関の証明書にその加工をした者が作成した加工証明書を添付して、これを税関長に提出しなければならない。,○×,○,再輸出免税の適用を受けて輸入された加工材料となる貨物が輸入後加工され、その加工されたものを当該加工材料となる貨物の輸入の許可の日から1年以内に輸出しようとする者は、その輸出申告の際に、その輸入の許可書又はこれに代わる税関の証明書にその加工をした者が作成した加工証明書を添付して、これを税関長に提出しなければならない(関税定率法17条1項、同法施行令39条1項)。
通関実務,54-13-5,輸出の許可後において貨物の積込港を変更しようとする場合には、輸出者の事情によらない積込港の変更であるときを除き、当該輸出の許可の取消しを受け、その変更の内容により輸出申告をし、その許可を受けなければならない。,○×,×,輸出の許可後において貨物の積込港を変更しようとする場合には、輸出者の事情による変更か否かにかかわらず、「船名、数量等変更申請書」に輸出許可書を添付して提出する(関税法基本通達67-1-12)。
通関実務,54-14-1,保税地域にある外国貨物を積戻ししようとする場合において、その貨物が外国から本邦に到着した際に当該貨物に使用されていた古包装材料のみを保税地域から本邦に引き取る場合には、その古包装材料(これをくず化したものを含む。)の包装材料としての経済価値がほとんどないと認められるときは、品名、数量等を記載した適宜の書面を提出することにより、関税が課されることなく、その引取りが認められる。,○×,○,関税法基本通達67-4-16にその通りの規定がある。中古包装材料で価値のないものは、国内に引き取るときでも関税が課されないのである。
通関実務,54-14-2,税関長は、税関官署の開庁時間以外の時間において輸入の許可に係る事務の執行を求めようとする者から、あらかじめその旨の届出があった場合において、税関の事務の執行上支障がないと認めるときは、当該届出に係る事務を執行するものとされている。,○×,○,税関長は、税関の事務のうち政令で定めるものの執行を求めようとする者から、あらかじめその旨の届出があった場合において、税関の事務の執行上支障がないと認めるときは、当該届出に係る事務を執行する。この「税関の事務のうち政令で定めるもの」には、税関官署の開庁時間以外の時間において輸入の許可に係る事務も含まれる(関税法98条、同法施行令87条1項5号)。
通関実務,54-14-3,貨物を輸入しようとする者が輸入申告と併せて納税申告を行った場合において、当該納税申告に誤りがありこれを是正する必要があるときは、その許可前に限り、その必要があるとの理由のみにより、これらの申告を撤回することができる。,○×,×,納税に関する申告に誤りがありこれを是正する必要がある場合には、関税法7条の14(修正申告)又は7条の15(更正の請求)若しくは7条の16(更正及び決定)の規定に基づき行うこととなる。したがって、納税に関する申告を是正する必要があるとの理由のみによる申告書の撤回は認められない(関税法基本通達7-7)。
通関実務,54-14-4,修正申告に係る書面(当該書面に添付すべき書類及び当該書面の提出に関連して提出するものとされている書類を含む。)が郵便又は信書便により提出された場合において、その郵便物又は信書便物の通信日付印により表示された日が明瞭であるときは、当該通信日付印により表示された日にその提出がされたものとみなされる。,○×,○,納税申告、修正申告、更正の請求、納期限の延長申請又は輸出・輸入申告に係る書面(当該書面に添付すべき書類及び当該書面の提出に関連して提出するものとされている書類を含む。)その他財務省令で定める書類が、郵便又は信書便により提出された場合において、その郵便物又は信書便物の通信日付印により表示された日が明瞭であるときは、当該通信日付印により表示された日にその提出がされたものとみなされる(関税法6条の3、国税通則法第22条)。
通関実務,54-14-5,経済連携協定において関税の譲許が一定の数量を限度として定められている物品について、当該譲許の便益の適用を受けて当該物品を輸入しようとするときは、その輸入申告は、当該一定の数量の範囲内において、当該物品の使用の実績及び見込みその他国民経済上の必要な考慮に基づいて政府が行う割当てに係る関税割当証明書の交付を受けた者の名をもってしなければならない。,○×,○,「経済連携協定において関税の譲許が一定の数量を限度として定められている物品」とは、関税割当制度の対象物品のことである。一定期間内において、経済連携協定（EPA）によるEPA税率の適用を受けられる数量が決められている物品である。この物品について、当該譲許の便益の適用を受けて当該物品を輸入しようとするときは、その輸入申告は、当該一定の数量の範囲内において、当該物品の使用の実績及び見込みその他国民経済上の必要な考慮に基づいて政府が行う割当てに係る関税割当証明書の交付を受けた者の名をもってしなければならない(関税法67条、暫定措置法8条の6第1項)。関税割当を誰にどれだけの数量与えるかをチェックしながら証明書を発行しているので、その証明書を交付された者の名で輸入させないと、関税割当した貨物の管理を国ができないからである。
