カテゴリー,問題番号,問題,選択肢,正解,解説
通関実務,52-13-1,輸出の許可後に貨物の価格を変更しようとする場合(数量の変更に伴い価格を変更しようとする場合を除く。)において、輸出申告書に記載した価格が20万円未満であり、かつ、本来輸出申告書に記載すべきであった価格が20万円未満であるときは、税関長は、輸出申告書に記載した貨物の価格の訂正を省略させて差し支えないものとされている。,○×,○,輸出の許可後に貨物の価格を変更しようとする場合(数量の変更に伴い価格を変更しようとする場合を除く。)において、価格変更の申請は「船名、数量等変更申請書」を税関に提出して行う。そして、税関長が価格変更を認めた場合は、その申請に係る輸出許可書に記載されている価格を訂正しこれを申請者に交付する。しかし、①輸出申告書に記載した価格が20万円未満であり、かつ、本来輸出申告書に記載すべきであった価格が20万円未満である場合か、②変更しようとする価格と輸出申告書に記載された輸出統計品目表の所属区分ごとの価格の差が千円未満である場合には、価格の訂正を省略できる(関税法基本通達67-1-14)。本問は①なので、正しい。
通関実務,52-13-2,輸出申告を行う時点において当該申告に係る貨物代金が未確定(輸出後において値引きが発生する場合、又は貨物の品質若しくは性能の確認を経て貨物代金が変更される場合を含む。(以下「値引き等」という。))である場合には、市況を基礎として決済額を確定させる等当該申告に係る貨物の製造原価又は調達原価を基礎として算出することが困難であるときを除き、輸出申告書に記載すべき貨物の価格は、製造原価又は調達原価に通常の利潤、一般管理費及び船積みまでに要する費用等を加えた額又は値引き等の調整が加えられる前の額を基にし本邦の輸出港における本船甲板渡し価格としてこれに必要な調整を加え計算した価格とすることができる。,○×,○,輸出申告書には、課税価格として本船甲板渡し価格(FOB価格)を記載する(関税法施行令59条1項1号、59条の2第2項)。そして、輸出後に値引き等が発生するために、輸出申告を行う時点において貨物代金が未確定の場合は、輸出申告書に記載するFOB価格も未確定ではあるが、① 製造原価又は調達原価に通常の利潤、一般管理費及び船積みまでに要する費用等を加えた額を基にして値引き等が行われる前のFOB価格を出すか、②値引き等の調整が加えられる前の額を元にして値引き等が行われる前の FOB価格を出すかして、これら①②に必要な調整を行い(つまり値引き等の額を足し引きする)、輸出申告書に記載するFOB価格とする。なお、市況を基礎として決済額を確定させる等当該申告に係る貨物の製造原価又は調達原価を基礎として算出することが困難であるときは、輸出申告の前3月以内に、当該申告にかかる貨物と同種又は類似の貨物を同一仕向国に輸出した際の決済額を基礎として算出した額に、必要な調整を行って輸出申告書に記載するFOB価格とする(同法基本通達67-1-4(1)ニ)。
通関実務,52-13-3,輸出貨物(本船扱い又はふ中扱いの承認を受けようとする貨物を除く。)が複数の保税地域に分散して置かれている場合であって、①当該輸出貨物が置かれている複数の保税地域が同一の税関の管轄区域であり、かつ、同一都道府県に所在していること②当該輸出貨物を一の保税地域に置くことが困難であるためにやむを得ず複数の保税地域に分散して置かれている等、一の輸出申告により通関する必要があると認められること、のどちらにもに該当し、かつ、税関が検査を行うのに支障がないと認められるときは、輸出者からの申出に基づき、税関長は、当該輸出貨物について一の輸出申告による申告を行うことを認めて差し支えないこととされている。,○×,○,関税法基本通達67-2-13、67-4-18にその通りの規定がある。これは、輸入申告の場合の規定を輸出申告に準用しているだけであり、輸入申告の場合も同様である。
通関実務,52-13-4,税関職員は、関税法第67条の規定により輸出貨物の開装検査を行った場合において、その貨物につき税関検査のため開装した旨の証明を必要とする旨の申出があったときは、税関職員が押印した開装検査票(税関が開装検査した旨を表示したもの)を申出者に交付し、検査貨物の中に封入させることとされている。,○×,○,輸出貨物の開装検査を行った場合において、その貨物につき税関検査のため開装した旨の証明を必要とする旨の申出があったときは、検査担当職員又は立会いの監視取締職員が押印した開装検査票(税関が開装検査した旨を表示したもの)を申出者に交付し、検査貨物の中に封入させる(関税法基本通達67-1-17)。
通関実務,52-13-5,再包装が困難な貨物を輸出する場合であって、仕入書により当該貨物の内容が明らかであり、当該貨物が保税地域に搬入される前に関税法第67条の規定による検査を実施することについて支障がないときは、輸出者からの申出により、税関職員は、輸出申告の後、当該貨物が保税地域に搬入される前に当該検査を行うことができる。,○×,○,再包装が困難な貨物等(例えば、プラント貨物、美術品等)で仕入書、包装明細書、サーベイヤリスト等により貨物の内容が明らかである等、当該貨物が保税地域等に搬入される前の検査(搬入前検査)を実施することに支障がない場合は、 輸出者からの申出により、輸出申告の後、搬入前検査を行うことができるものとする。なお、搬入前検査を行った貨物であっても、輸出者等を勘案し、必要があると認めるときは、当該貨物に係る保税地域等搬入後の検査を行うことができるものとする(関税法基本通達67-1-7(4))。
通関実務,52-14-1,予備申告を行った場合において、当該予備申告に係る輸入申告予定日までに当該予備申告に係る税関の審査が終了したときは、関税法第67条の規定による輸入申告を行うことを要しない。,○×,×,予備申告は輸入申告とは別物であり、輸入申告予定日までに予備申告に対する税関の審査が終了したときは、輸入申告を行うことができることとなった時期以降に、税関に申し出て輸入申告への切り替えを行ってもらうこととなる。これにより予備申告から輸入申告へ切り替わるだけなので(予備審査制について 4)、輸入申告は行うことを要する。
通関実務,52-14-2,使用中の船舶であって本邦外において本邦の国籍を取得した船舶を輸入する場合におけるその輸入の具体的な時期は、当該船舶が初めて本邦に回航されて使用に供される時又は当該船舶に係る輸入の許可の時のいずれか早い時とされている。,○×,○,関税法の「輸入」の具体的な時期は、貨物が船舶・航空機であって、本邦外において本邦の国籍・仮国籍を取得した船舶・航空機を輸入する場合は、当該船舶・航空機が初めて本邦に回航されて使用に供される時（つまり日本に向けて出発したとき）か、当該船舶・航空機に係る輸入の許可の時のいずれか早い時とされている(関税法基本通達2-1(2)イ)。
通関実務,52-14-3,税関官署の開庁時間以外の時間における関税法第43条の3第1項の規定による保税蔵置場に外国貨物を置くことの承認に係る事務の執行について、恒常的にその求めの届出を行おうとする者は、書面によることなく口頭により当該求めの届出を税関長に行うことができる。,○×,×,税関官署の開庁時間以外の時間における事務の執行の求めは、関税法第43条の3第1項の規定による保税蔵置場に外国貨物を置くことの承認に係る事務の執行も含めて、「開庁時間外の事務の執行を求める届出書」を提出して行う。書面によることなく口頭により当該求めの届出を税関長に行うことはできない(同法98条1項、同法施行令87条3項、同法基本通達98-1(2))。
通関実務,52-14-4,輸入申告に併せて輸入の許可前における貨物の引取りの承認の申請を行おうとする者は、輸入申告書を提出することなく、輸入許可前貨物引取承認申請書を税関長に提出することにより、当該申告及び申請を行うことができる。,○×,×,輸入の許可前における貨物の引取りは、輸入申告の後、輸入の許可前に貨物の引取りの承認申請を行うものであり、輸入申告に併せて輸入の許可前における貨物の引取りの承認申請を行う場合であっても、輸入申告書の提出に併せて、「輸入許可前貨物引取承認申請書」を提出しなければならない(関税法73条1項、同法施行令63条、同法基本通達73-3-1)。
通関実務,52-14-5,本邦の政府機関が公用に供するため輸入する貨物であって、経済産業大臣が定めるものについては、輸入申告書の提出に代え、適宜の書面により輸入申告を行うことができる。,○×,×,貨物を輸入しようとする者は、必要な事項を記載した輸入申告書を税関長に提出して、輸入申告をしなければならない(関税法67条、同法施行令59条1項、同法基本通達67-3-2)。よって、本問のような規定は無い。
