カテゴリー,問題番号,問題,選択肢,正解,解説
通関実務,53-13-1,船舶を輸出する場合において、外国における引渡しのため回航されるものについては、その回航のため初めて本邦を出発する時が輸出の具体的な時期となる。,○×,○,関税法の「輸出」の具体的な時期は、外国に仕向けられた船舶等に外国に向けて貨物を積み込んだ時とする。ただし、船舶又は航空機自体の輸出の場合は、外国の国籍又は仮国籍を取得した後(外国における引渡しのため回航されるものにあっては、その回航のため)初めて本邦を出発する時が「輸出」の具体的な時期となる(関税法基本通達2-5(1))。
通関実務,53-13-2,輸出申告の撤回は、その申告に係る貨物の輸出の許可前に限り認めることとされている。,○×,○,関税法基本通達67-1-10にその通りの規定がある。輸出の許可を受けた後は、輸出取止めを行う(67-1-15)。
通関実務,53-13-3,輸出申告がされた貨物に係る関税法第67条に規定する検査は、当該貨物を輸出しようとする者の希望する場所において行うものとされており、税関長が当該希望する場所以外の場所において当該検査をしようとするときは、その旨を当該輸出しようとする者に通知することとされている。,○×,×,輸出申告がされた貨物に係る関税法第67条に規定する検査は、税関長が指定したで行うものとされている。そして、指定された場所以外の場所で検査を受けようとする者は、当該検査を受けようとする貨物の置かれている場所を所轄する税関長の許可を受けなければならないとされている(関税法69条1項2項)。
通関実務,53-13-4,ふ中扱いに係る貨物についての関税法第67条に規定する検査及び輸出の許可は、当該貨物がはしけに積載が完了した後に行うものとされている。,○×,○,本船扱い又はふ中扱いに係る貨物についての輸出の検査及び許可は、当該貨物が外国貿易船又ははしけ等に積載が完了した後に行う(関税法基本通達67の2-3(2))。
通関実務,53-13-5,外国貿易船に積み込んだ状態で輸出申告をすることが必要な貨物について、特定輸出申告を行う場合には、本船扱いの手続を要することなく特定輸出申告を行うことができる。,○×,○,特定委託輸出申告、特定製造貨物輸出申告及び特定輸出申告を行おうとする貨物については、本船扱い及びふ中扱いの手続を要することなくこれらの申告を行うことができる(関税法67条の3、同法基本通達67の2-1)。
通関実務,53-14-1,税関官署の開庁時間以外の時間において、輸入の許可前における貨物の引取りの承認に係る事務の執行を求めようとする者は、あらかじめその旨を税関長に届け出なければならない。,○×,○,税関長は、税関の事務のうち政令で定めるものの執行を求めようとする者から、あらかじめその旨の届出があった場合において、税関の事務の執行上支障がないと認めるときは、当該届出に係る事務を執行する。この「税関の事務のうち政令で定めるもの」には、輸入許可前引取承認に係る事務も含まれる(関税法98条、同法施行令87条1項6号)。
通関実務,53-14-2,課税価格の合計額が20万円以下の輸入貨物については、当該輸入貨物を輸入しようとする者が当該貨物の一部のものに対する関税の率について少額輸入貨物に対する簡易税率(関税定率法別表の付表第2に規定する税率)を適用することを希望する場合には、その一部のものに対する関税の率について当該簡易税率を適用することが認められる。,○×,×,当該輸入貨物の全部について簡易税率を希望しない旨を税関に申し出たときは、一般税率が適用されるが、その一部の貨物にだけ簡易税率を適用できるとの規定は無い(関税定率法3条の3第1項参照)。
通関実務,53-14-3,環太平洋パートナーシップに関する包括的及び先進的な協定の規定に基づく関税の譲許の便益の適用を受けるものとして輸入(納税)申告が行われた貨物について、税関長が、当該貨物が当該譲許の便益の適用を受けるための要件を満たしていないことについて輸入者に通知を行った場合において、当該輸入者が直ちに当該申告に係る納付すべき税額を修正する申告(修正申告)を行ったときは、当該修正申告により納付すべき税額に過少申告加算税が課されることはない。,○×,×,修正申告前に税額の計算の基礎とされていなかったことについて「正当な理由」がある事実に基づく範囲では過少申告加算税が控除されるが(関税法12条の2第1項、3項1号)、この「正当な理由」に、TPPに基づく関税の譲許の便益の適用を受けるものとして輸入(納税)申告が行われた貨物について、税関長が、当該貨物が当該譲許の便益の適用を受けるための要件を満たしていないことについて輸入者に通知を行ったことは含まれていない(同法基本通達12の2-1)。
通関実務,53-14-4,外国貨物である関税定率法別表第 2208.30号に掲げるウィスキー(アルコール分が50%以上のものであって、2リットル以上の容器入りにしたもの)が、外国貨物を保税蔵置場に置くことの承認を受けて保税蔵置場に置かれている場合において、その承認の時から輸入申告の時までに当該ウィスキーの数量が自然欠減により減少したときであっても、当該ウィスキーの輸入(納税)申告は、当該承認の時の数量により行うものとされている。,○×,×,課税物件確定の時期は、原則として輸入申告の時であるが、保税蔵置場に置かれた外国貨物は、例外的に、置くことの承認がされた時が課税物件確定の時期とされる。しかし、通常置かれる期間が長期にわたり、その間に欠減が生じるもの等については例外の例外として、原則通り輸入申告の時となる。そして、関税定率法別表2208.30号に掲げるウィスキー(アルコール分が50%以上のものであって、2リットル以上の容器入りにしたもの)は例外の例外として、輸入申告の時の現況による(関税法4条1項1号、同法施行令2条1項2号)。 よって当該ウィスキーの輸入(納税)申告は、輸入申告の時の数量により行うものとされている。
通関実務,53-14-5,輸入貨物の品質保持を目的としてコンテナーに入れて輸入される温度記録計であって、反復使用に適することが明らかなものについては、当該輸入貨物の包装材料に当たるものとして、輸入(納税)申告書の一の欄に輸入貨物と一体に記載することにより、輸入申告を行うことが認められている。,○×,×,輸入貨物の品質保持を目的としてコンテナーに入れて輸入される温度記録計であって、反復使用に適することが明らかなものについては、当該輸入貨物の包装材料には当たらないことから、輸入（納税）申告書の一の欄に輸入貨物と一体として記載し、輸入申告を行うことは認められていない。他の輸入貨物とは別欄に記載して申告する(令和元年5月8日神戸税関お知らせ)。
通関実務,53-17-1,TPP協定に基づく締約国原産品申告書は、これに係る貨物につき関税法第73条第1項の規定に基づき輸入の許可前における貨物の引取りの承認を受ける場合には、当該貨物に係る輸入申告後相当と認められる期間内に提出しなければならない。,○×,○,締約国原産地証明書、締約国原産品申告書等及び締約国品目証明書は、これらに係る貨物の輸入申告又は郵便物の輸入の簡易手続の検査その他郵便物に係る税関の審査の際に、提出しなければならない。また、税関長が災害その他やむを得ない理由があると認める場合や、 当該貨物につき輸入許可前引取承認を受ける場合には、輸入申告又は審査後相当と認められる期間内に、提出しなければならない(関税法施行令61条4項)。
通関実務,53-17-2,TPP協定に基づく締約国原産品申告書は、これに係る貨物の輸入申告の日において、その作成の日から6月以上を経過したものであってはならない。,○×,×,締約国原産品申告書は、これらに係る貨物の輸入申告の日（法76条1項(郵便物の輸出入の簡易手続)に規定する郵便物にあっては、同条3項の規定による提示の日）において、その発給又は作成の日から1年以上を経過したものであってはならない。ただし、災害その他やむを得ない理由によりその期間を経過したものであるときは、この限りでないとされる(関税法施行令61条5項)。
通関実務,53-17-3,税関長は、TPP協定の規定に基づきTPP協定税率の適用を受けようとする貨物を輸入する者がTPP協定税率の適用を受けるために必要な手続をとらないときは、当該貨物について、TPP協定の規定に基づき、TPP協定税率の適用をしないことができることとされている。,○×,○,税関長は、経済連携協定の規定に基づきEPA税率の適用を受けようとする貨物を輸入する者がその適用を受けるために必要な手続をとらないときは、当該貨物について、EPA税率の適用をしないことができる(暫定措置法12条の4第6項2号)。
通関実務,53-17-4,関税法第7条第3項の規定に基づく事前照会に対する文書による回答においてTPP協定に基づいた原産品であるとの回答を受けた貨物と同一の産品について、TPP協定税率の適用を受けようとする場合において、その回答書に係る登録番号を当該産品の輸入申告書の「添付書類」欄に記載したときは、税関長が当該産品の原産性に疑義があると認めた場合を除き、当該貨物の契約書、仕入書、価格表、総部品表、製造工程表その他の当該産品がTPP協定の原産品とされるもの(締約国原産品)であることを明らかにする書類を提出することを要しないこととされている。,○×,○,TPP協定税率の適用を受けようとする貨物については、原則として当該貨物の契約書、仕入書、価格表、総部品表、製造工程表その他の当該貨物がTPP協定の締約国の原産品であることを明らかにする書類を提出しなければならないが、税関長がその提出の必要がないと認めるときは提出しなくてよい(関税法施行令61条1項2号イ(2))。そして、事前照会に対する文書回答によりTPP協定に基づいた原産品であるとの回答を受けた貨物と同一の産品についてTPP協定税率の適用を受けようとする場合には、「税関長がその提出の必要がないと認めるとき」に該当するので、当該産品の原産性に疑義がある場合を除いて、当該貨物がTPP協定の締約国の原産品であることを明らかにする書類の提出を要しない。(同法基本通達68-5-11の4(2)ホ(ロ))。
通関実務,53-17-5,税関長は、輸入申告がされた貨物について、TPP協定税率を適用する場合において、当該貨物がTPP協定の規定に基づきTPP協定の締約国の原産品とされるもの(締約国原産品)であるかどうかの確認をするために必要があるときは、TPP協定の規定に基づき、当該貨物を輸入する者に対し、当該貨物が締約国原産品であることを明らかにする資料の提供を求める方法により、その確認をすることができる。,○×,○,税関長は、輸入申告がされた貨物について、EPA税率を適用する場合において、締約国原産品であるかどうかの確認をするために必要があるときは、当該貨物を輸入する者に対し、当該貨物が締約国原産品であることを明らかにする資料の提供を求める方法により、その確認をすることができる(暫定措置法12条の4第1項1号)。
