カテゴリー,問題番号,問題,選択肢,正解,解説
通関実務,55-5-5,関税法第7条第3項の規定に基づく関税率表の適用上の所属の教示に係る照会に関して、インターネットによる事前照会は、当該事前照会に係る貨物の主要な輸入申告予定官署が判明している場合には、原則として当該輸入申告予定官署が所属する税関において受け付け、それ以外の場合には、その照会者の所在地を所轄する税関において受け付けることとされている。,○×,○,関税法基本通達7-19-2(3)イにその通りの規定がある。つまり、インターネットの場合は、照会対象である貨物を主にどこの税関の管轄の官署に輸入申告しそうなのか予想がつくならその管轄の税関に、それ以外の場合には、当該照会者の所在地を所轄する税関に照会してねってことである。
通関実務,55-6-1,アセアン包括協定に基づく締約国原産地証明書の様式については、関税暫定措置法第8条の2(特恵関税等)の規定による特恵関税制度に基づく原産地証明書の様式で代用することができる。,○×,×,経済連携協定であるアセアン包括協定の締約国原産地証明書の様式については、関税法基本通達68-5-11で定められており、特恵関税制度に基づく原産地証明書の様式(暫定措置法施行令27条5項、同法施行規則10条1項、別紙様式第1)とは異なるものであるから、これで代用することはできない。 
通関実務,55-6-2,アセアン包括協定に基づく締約国原産地証明書は、アセアン包括協定に基づく締約国原産品である旨を記載し、かつ、当該締約国原産品の輸出者が署名した仕入書で代用することができる。,○×,×,アセアン包括協定の原産地証明は、締約国原産地証明書のみであり、輸出者が作成した締約国原産品申告書によることはできない(関税法68条2項、同法施行令61条1項2号イ、同法基本通達68-5-14(1))。
通関実務,55-6-3,アセアン税率の適用を受けて輸入しようとする貨物がアセアン包括協定の締約国以外の地域を経由して本邦に運送されたものである場合において、当該貨物の課税価格の総額が30万円以下であるときは、当該貨物に係る輸入申告の際にアセアン包括協定に基づく運送要件証明書を提出することを要しない。,○×,×,「30万円以下」ではなく「20万円以下」である(関税法施行令61条1項2号ロ)。
通関実務,55-6-4,アセアン包括協定の規定により連続する原産地証明書の発給を受けた締約国原産品であって、かつ、当該連続する原産地証明書を発給した国から当該国以外の地域を経由しないで本邦へ向けて直接に運送された貨物について、アセアン税率の適用を受けて輸入しようとする場合は、当該貨物に係る輸入申告の際にアセアン包括協定に基づく運送要件証明書を提出することを要しない。,○×,○,経済連携協定の締約国から当該締約国以外の地域（非原産国）を経由しないで本邦へ向けて直接に運送された貨物（直接運送品）については、運送要件証明書の提出を要しない。アセアン包括協定の場合も考え方は同じである。同協定は締約国が3つ以上あるため、複数の締約国を経てから本邦に輸入する場合は、経たそれぞれの国で原産地証明書を発給することができ（連続する原産地証明書）、この連続する原産地証明書を発給した各締約国からそれらの締約国以外の地域を経由しないで本邦へ向けて直接に運送された貨物については、運送要件証明書の提出を要しない(関税法施行令61条1項2号ロ)。
通関実務,55-6-5,関税法第76条第1項に規定する郵便物についてアセアン税率の適用を受けて輸入しようとする場合におけるアセアン包括協定に基づく締約国原産地証明書は、日本郵便株式会社から税関長への当該郵便物の提示の日において、災害その他やむを得ない理由によることなく、その発給の日から1年以上を経過したものであってはならないこととされている。,○×,○,関税法施行令61条5項によると、締約国原産地証明書及び締約国原産品申告書は、原則として、これらに係る貨物の輸入申告の日（簡易手続の対象となる郵便物の場合は、日本郵便株式会社から税関長への提示の日）において、その発給又は作成の日から一年以上を経過したものであってはならないが、例外的に、災害その他やむを得ない理由によりその期間を経過したものであるときは、この限りではないとされる。とすれば、本選択肢は、簡易手続の対象となる郵便物についての締約国原産地証明書が、日本郵便株式会社から税関長への提示の日において、災害その他やむを得ない理由がない場合は、その発給の日から一年以上を経過したものであってはならないという意味であるから、61条5項の通りであり正解となる。
通関実務,55-13-1,特定委託輸出申告は、輸出の許可を受けるためにその申告に係る貨物を入れる保税地域の所在地又は当該貨物を積み込もうとする外国貿易船の係留場所を所轄する税関長に対してしなければならないこととされている。,○×,×,「輸出の許可を受けるためにその申告に係る貨物を入れる保税地域の所在地又は当該貨物を積み込もうとする外国貿易船の係留場所を所轄する税関長に対して」ではなく「いずれかの税関長に対して」である(関税法施行令67条の3第1項2号) 。
通関実務,55-13-2,コンテナーに詰められた貨物に係る保税地域等に搬入される前の検査は、当該貨物の輸出者から申出があった場合で、当該貨物が当該検査を実施することに支障がないものであり、積付状況説明書等により当該貨物の内容が明らかであり、かつ、当該検査終了後、速やかに保税地域等に搬入されることが確実である場合に限り、輸出申告の後、税関長が指定した場所で行うことができるものとされている。,○×,○,コンテナーに詰められた貨物に係る保税地域等に搬入される前の検査（搬入前検査）は、輸出者から申出があった場合で、かつ、①搬入前検査を実施することに支障がない貨物であること、②積付状況説明書その他仕入書等により貨物の内容が明らかであること、③搬入前検査終了後、速やかに保税地域等に搬入されることが確実であることの全てを満たす場合に限り、輸出申告の後、税関長が指定した場所で行うことができる。なお、搬入前検査を行った貨物であっても、輸出者等を勘案し、必要であると認めるときは当該貨物に係る保税地域等搬入後の検査を行うことができる(関税法基本通達67-1-7(5))。
通関実務,55-13-3,輸出の許可を受けた貨物がその船積みまでの間に事故等に遭い、同種貨物による取替えが必要となった場合には、輸出者は、書面による事前の手続を要することなく、同種貨物に取り替えて輸出する旨を当該輸出許可を行った税関に口頭で報告することにより当該同種貨物を輸出することができる。,○×,×,「輸出者は、書面による事前の手続を要することなく、同種貨物に取り替えて輸出する旨を当該輸出許可を行った税関に口頭で報告することにより」ではなく「その取り替えられる貨物について新たな輸出許可を与えることなく、輸出者からの申出に基づき、適宜の様式による申出書に当該申出に係る輸出許可書を添付して当該輸出許可を行った税関に提出することにより」である(関税法基本通達67-1-19)。つまり、口頭で報告するのではなく、申出書に輸出許可書を添付して税関に提出する必要がある。
通関実務,55-13-4,税関長が輸出貨物の現品検査を要すると認めた場合であっても、通関業者が輸出申告の前に当該輸出貨物の内容を点検して作成した「内容点検確認書」が輸出申告に際し添付されているときは、当該輸出貨物に係る現品検査は省略することとされている。,○×,×,内容点検確認書はあくまで検査の参考であり(関税法基本通達67-1-6)、これが添付されていることで現品検査が省略されるとの規定は無い。
通関実務,55-13-5,輸出貨物の現品検査のための蔵置場所から税関検査場までの当該輸出貨物の運搬に当たっては、税関から交付された検査指定票を添付した申請書を税関長に提出して保税運送の承認を受けなければならないこととされている。,○×,×,「運搬用」の検査指定票を用いて運搬できる(関税法基本通達67-1-8(4)ロ)ので、保税運送の承認は不要である。
通関実務,55-14-1,関税関係法令以外の法令の規定により輸入に関して承認を要する貨物で、税関に当該法令に係る承認書の提出が必要とされている輸入貨物であっても、当該輸入貨物に係るその輸入申告が電子情報処理組織(NACCS)を使用して行われる場合において、その審査区分が簡易審査扱いとなったときは、当該承認書の税関への提出は要しないこととされている。,○×,×,簡易審査扱い(区分1)となった輸入申告においては、原則として添付書類の提出を省略できるが、他法令の承認を要する貨物(関税法70条)で、税関に特定の書類の提出を必要とされているものについては、その書類の提出を省略出来ない(輸出入・港湾関連情報処理システムを使用して行う税関関連業務の取扱いについて第5章第1節1-4(2)イ)。
通関実務,55-14-2,関税法第68条に規定する仕入書は、輸入の許可を受けようとする貨物の仕出国において国際連合の一機関である国際海事機関が定める様式により作成されたものであって、当該貨物の記号、番号、品名、数量及び価格を記載したものでなければならない。,○×,×,関税法第68条の規定により、輸入の許可の判断のために提出を求める仕入書は、仕出国の荷送人が仕向国の荷受人に貨物の発送を通知するために作成する書類で、一般に貨物の品名、種類、数量、価格、代金支払方法、当該荷送人及び当該荷受人の住所又は居所及び氏名又は名称等が記載されているものをいう(関税法基本通達68-3-1)とされている。つまり、一般にはこのようなものだということだけが決まっており、明確な様式があるわけではない。
通関実務,55-14-3,輸入しようとする貨物について予備審査制に基づく予備申告を行った場合は、当該予備申告に係る輸入申告予定日までに当該予備申告に対する税関の審査が終了したときであっても、当該貨物に係る関税法第67条の規定による輸入申告を行うことを要する。,○×,○,予備申告は輸入申告とは別物であり、輸入申告予定日までに予備申告に対する税関の審査が終了したときは、輸入申告を行うことができることとなった時期以降に、税関に申し出て輸入申告への切り替えを行ってもらうこととなる。これにより予備申告から輸入申告へ切り替わるだけなので(予備審査制について 4)、輸入申告は行うことを要する。
通関実務,55-14-4,予備審査制に基づく輸入貨物に係る予備申告は、電気通信回線の故障その他の事由により電子情報処理組織(NACCS)を使用して当該申告を行うことができない場合を除き、電子情報処理組織(NACCS)を使用して行わなければならない。,○×,×,予備申告について定めた通達「予備審査制について」にはそのような限定は無い。
通関実務,55-14-5,関税率表の適用上の所属区分及び統計品目表の適用上の所属区分、原産地並びに適用される関税率のいずれも同一である貨物であって消費税率が異なること等により複数欄で輸入 (納税)申告されるものは、当該複数欄の課税価格の合計が20万円を超えるものであっても、当該複数欄の各欄の課税価格がそれぞれ20万円以下のものについては、少額貨物簡易通関扱いをするものとされている。,○×,×,少額貨物簡易通関扱いは、原則的には輸入(納税)申告書の品名欄の各欄の課税価格が20万円以下の場合になされるが、例外的に、関税率表の適用上の所属区分及び統計品目表の適用上の所属区分、原産地並びに適用される関税率のいずれも同一である貨物であって消費税率が異なること等により複数欄で輸入(納税)申告されるものは、当該複数欄の課税価格の合計が20万円以下の場合にのみ少額貨物簡易通関扱いをする(関税法基本通達67-4-1(1))。  
