カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
事前教示（事前照会）,58-5-1,A,関税率表適用上の所属区分、関税率、統計品目番号、内国消費税及び地方消費税の適用区分及び税率並びに他法令の適用の有無についての事前照会に対して税関から文書による回答を受けた場合、その回答におけるすべての項目は当該事前照会に係る貨物の輸入申告の際に尊重されることとされている。,○×,×,"事前照会に対して税関から文書による回答を受けた場合、内国消費税又は地方消費税の適用区分及び税率、他法令の適用の有無を内容とする回答は輸入申告の際に尊重されない(関通7-17(1))。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（8）輸入(納税)申告書に添付された回答書の取扱い]"
事前教示（事前照会）,58-5-2,A,関税率表の適用上の所属区分に係る照会に関して、税関は、文書による事前照会を受理した後、当該事前照会が文書による回答の対象とならないことが判明したときは、その理由を記載した書面を作成し、当該事前照会の照会者に速やかに送付することとされている。,○×,○,"照会に対して税関は、回答書という文書により回答（教示）するが、文書回答の対象とならないことが判明したものについては、その理由を記載した書面を作成し、速やかに照会者に対して送付する(関通7-18-1(5)イ)。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（4）回答]"
事前教示（事前照会）,58-5-3,B,関税率表の適用上の所属区分に係る照会に関して、法令の改正により、改正前に文書により行われた事前照会に対する回答が当該改正の影響を受ける場合であって、当該回答の変更により照会者が不利となるときは、当該照会者が所定の手続を行うことにより、当該改正が行われた日から3月を経過する日を限度として、当該回答につき改正前と同様の扱いを受けることができることとされている。,○×,×,"法令の改正ではなく解釈の変更を理由として回答を変更する場合で、照会者が不利となるときは、一定の要件を満たせば、変更を行なった日から3月を経過する日までは、回答について変更前と同様の扱いを受けることができる(変更前扱い 関通7-18-1(7)イ(ロ)ⅰ)。本問は、法令の改正により照会者が不利となるときに改正前と同様の扱いを受けるとされている点や、改正が行われた日から3月を経過する日までは改正前と同様の扱いを受けるとされている点が誤りであり、そのような制度は存在しない。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（6）変更及び撤回]"
事前教示（事前照会）,58-5-4,A,関税率表の適用上の所属区分に係る照会に関して、事前照会に対して文書により行われた回答の内容は、原則として公開されるが、その照会対象となった貨物が新規の輸入品であり、市場に流通する前に他者に知られることにより照会者又はその関係者が不利益を受けるおそれがあるとして、照会者から公開しないことを求める申出があったものについては、期間を限らず公開しないこととされている。,○×,×,"事前照会に対して文書により行われた回答の内容は、原則として公開されるが、その照会対象となった貨物が新規の輸入品であり、市場に流通する前に他者に知られることにより照会者又はその関係者が不利益を受けるおそれがあるとして、照会者から公開しないことを求める申出があったものについては、照会者から一定期間内（180日を超えない期間内）は公開しないことを求める申出があれば、その申出に係る期間後に公開する(関通7-18-1(6)イ)。期間を限らず公開しないこととされているという部分が誤りとなる。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（5）公開]"
事前教示（事前照会）,58-5-5,A,関税率表の適用上の所属区分に係る照会に関して、事前照会に対して文書により行われた回答のうち関税率表適用上の所属区分について、照会者が税関に対し再検討を希望する場合には、当該照会者が回答の交付又は送達を受けた日の翌日から起算して2月以内であれば、意見の申出を行うことができることとされている。,○×,○,"税関の回答について、照会者は、再検討を希望するものとして税関に意見を申し出ることができる。このとき照会者は、回答の交付又は送達を受けた日の翌日から起算して2月以内に、回答を行った税関へ書面を提出することで意見を申し出る(関通7-18-1(8)イ)。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（7）意見の申出]"
関税率表,58-6-1,C,"次に掲げる物品のうち、関税率表第30類（医療用品）に属するものの組み合わせとして正しいものはどれか。

1松葉づえ
2身体用の防臭剤
3歯科用充塡材料
4注射器
5ワクチン","1.（1,3）
2.（1,5）
3.（2,3,4）
4.（2,3,5）
5.（3,5）",5,松葉づえは90.21項、身体用の防臭剤は33.07項、歯科用充塡材料は30.06項、注射器は90.18項、ワクチンは30.02項にそれぞれ属する。
特恵関税、経済連携協定,58-7-1,B,税関長は、関税暫定措置法第8条の4の規定に基づき、輸入申告がされた貨物について特恵受益国等原産品であるかどうかの確認を行う方法として、特恵受益国等の権限ある当局に対し、当該貨物について質問することができる。,○×,○,"税関長は、輸入申告がされた貨物について、特恵税率の適用を受けようとする貨物が特恵受益国等の原産品であるかどうかの確認をするために必要があるときは、権限ある当局（原産地証明書の発給権限がある機関のこと。）、輸出者又は生産者に対し、貨物について質問し、又は貨物が原産品であることを明らかにする資料の提供を求めることができる(暫8条の4第1項2号)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,58-7-2,B,税関長は、関税暫定措置法第8条の4の規定に基づき、輸入申告がされた貨物について特恵受益国等原産品であるかどうかの確認を行う方法として、当該貨物を輸入する者に対し、当該貨物が特恵受益国等原産品であることを明らかにする資料の提供を求めることはできない。,○×,×,"税関長は、輸入申告がされた貨物について、特恵税率の適用を受けようとする貨物が締約国の原産品であるかどうかの確認をするために必要があるときは、輸入者に対し、原産品であることを明らかにする資料の提供を求めることができる(暫8条の4第1項1号)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,58-7-3,B,税関長が、関税暫定措置法第12条の4の規定に基づき、輸入申告がされた貨物について経済連携協定の規定に基づく協定締約国の原産品であることの確認を行うことが可能となる期間は、いずれの経済連携協定の規定に基づく関税の譲許の便益の適用を受けようとしたかによらず、当該原産品の輸入申告の日から5年間とされている。,○×,×,"税関長は、輸入申告がされた貨物について、EPA税率の適用を受けようとする貨物が締約国の原産品であるかどうかの確認をするために必要があるときは、確認を行うことができるが、その期間は経済連携協定ごとに異なっており、一律に輸入申告の日から5年間とはされていない(暫12条の4第1項、暫通12の4-4)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,58-7-4,B,税関長は、関税暫定措置法第12条の4の規定に基づき、輸入申告がされた貨物について包括的な経済上の連携に関する日本国とグレートブリテン及び北アイルランド連合王国との間の協定の規定に基づく協定締約国の原産品であることの確認を行う方法として、英国の税関当局に対し、当該貨物が当該原産品であることを明らかにする資料の提供を求めることができる。,○×,○,"税関長は、輸入申告がされた貨物について、EPA税率の適用を受けようとする貨物が締約国の原産品であるかどうかの確認をするために必要があるときは、権限ある当局（原産地証明書の発給権限や認定輸出者の認定の権限がある機関のこと。）、締約国の税関当局、輸出者又は生産者に対し、貨物について質問し、又は貨物が原産品であることを明らかにする資料の提供を求めることができる(暫12条の4第1項2号)。「包括的な経済上の連携に関する日本国とグレートブリテン及び北アイルランド連合王国との間の協定」とは英国協定のことであり、英国の税関当局は締約国の税関当局なので、正しい。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,58-7-5,B,税関長は、関税暫定措置法第12条の4の規定に基づき、輸入申告がされた貨物について日本国とアメリカ合衆国との間の貿易協定の規定に基づく協定締約国の原産品であることの確認を行う方法として、当該貨物を輸入する者に対し、当該貨物が当該原産品であることを明らかにする資料の提供を求めることができる。,○×,○,"税関長は、輸入申告がされた貨物について、EPA税率の適用を受けようとする貨物が締約国の原産品であるかどうかの確認をするために必要があるときは、輸入者に対し、原産品であることを明らかにする資料の提供を求めることができる(暫12条の4第1項1号)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
定義（関税法等）,58-13-1,A,本船扱いの承認を受けて輸出しようとする貨物を外国貿易船に積み込んだ後、輸出の許可を受けた場合においては、当該貨物に係る関税法第2条第1項第2号（定義）に規定する輸出の具体的な時期は、その輸出の許可を受けた時とすることとされている。,○×,○,"関税法の「輸出」の具体的な時期は、原則として外国に仕向けられた船舶又は航空機に、外国に向けて貨物を積み込んだ時であるが、いくつか例外がある(関通2-5)。本船扱いの承認を受けて輸出しようとする貨物を外国貿易船に積み込んだ後、輸出の許可を受けた場合においては、その輸出の許可を受けた時とされている。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（10）輸出、積戻し]"
保税運送,58-13-2,C,輸出の許可と保税運送の承認とを併せて受けて運送された貨物が船積港で不積みになり保税運送を承認した税関に返送される場合においては、税関長は、新たな保税運送の手続をさせることなく、不積みかつ返送となる旨を記載した申出書に輸出許可書（運送承認書兼用）を添付して提出することにより保税運送を認めることができることとされている。,○×,○,"輸出の許可を受ける貨物につき保税運送しようとする場合は、貨物の輸出申告の際に併せて保税運送の申告を行うことができ、輸出許可と保税運送の承認とを併せて受けることができる。このとき、運送された貨物が船積港で不積み（積み込まないこと。）になり保税運送を承認した税関に返送されるなら、返送するための運送も保税運送である。しかし、税関長は、返送するための運送について新たに保税運送の手続をさせるのではなく、不積みかつ返送となる旨を記載した申出書に輸出許可書（運送承認書兼用）を添付して提出することにより保税運送をさせてよい(関通63-16(5))。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（4）保税運送の手続]"
輸出通関,58-13-3,A,本邦から外国に向けて外国貨物を積み戻す場合において、その積み戻される外国貨物が仮に陸揚げされた貨物以外の貨物であるときは、関税法第70条（証明又は確認）の規定が準用され、関税関係法令以外の法令の規定により輸出に関して許可を必要とする貨物については、積戻し申告の際、その許可を受けている旨を税関に証明しなければならない。,○×,○,"積戻しをするには積戻し申告を行うが、原則的には輸出申告の手続が準用されるので、他法令の証明又は確認を要するのが原則である(関75条)。例外として仮陸揚貨物の積戻しは積戻し申告不要だが(関通21-5(2))、本問はその場合を除外しているので、正しい。
[参照　第2編（関税法）-第3章（輸出入申告）-16.積戻し]"
郵便物の輸出入,58-13-4,C,輸出される郵便物について、郵送の際の重量制限等の理由により、同一差出人から同一名宛人に対し、分割の上同一時期に郵送された場合において、その分割されたそれぞれの郵便物の価格が20万円以下であっても、それらの価格を合計した額が20万円を超えるときは、輸出申告をしなければならないこととされている。,○×,○,"郵送の際の重量制限等の理由により、同一差出人から同一名宛人に対し、分割のうえ同一時期に郵送された郵便物については、分割されたすべての郵便物の価格を合計した額により、20万円以下かどうかを判断する(関通76-2-1(3))。バラバラに郵送されても、差出人も名宛人（受取人として指定された者）も時期も同じ郵送であれば、実質的に同一の郵送だからである。そうすると、このとき合計額が20万円を超えるなら、郵便物の簡易手続によらず普通の貨物として輸出申告をすることとなる。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-1.簡易手続の対象となる郵便物]"
罰則（関税法）,58-13-5,C,貨物の輸出に関して外国為替及び外国貿易法第48条第1項の規定による経済産業大臣の許可を受けなければならない爆発物について、その輸出申告に際し、当該経済産業大臣の許可を受けたと偽った申告をして輸出しようとした者は、関税法第111条第1項第1号及び第3項の規定に基づき、許可を受けないで輸出する罪に該当する違反行為があったものとして罰せられることがある。,○×,×,"関税法111条1項1号及び3項は許可を受けないで輸出する罪とその未遂について定めているが、この許可とは税関長の輸出許可であり、外為法の許可ではない。なお、外為法の許可を受けずに輸出することやその未遂は、外為法では罪として定められている(外69条の6第1項2号、3項)。そうすると、「関税法第111条第1項第1号及び第3項の規定に基づき、許可を受けないで輸出する罪に該当する違反行為があったものとして罰せられることがある。」という点が誤りとなる。

ちなみに、関税法111条1項2号及び3項は、輸出申告に際し、偽った申告をして貨物を輸出する罪とその未遂について定めており、本問の「貨物の輸出に関して外国為替及び外国貿易法第48条第1項の規定による経済産業大臣の許可を受けなければならない爆発物について、その輸出申告に際し、当該経済産業大臣の許可を受けたと偽った申告をして輸出しようとした者」は、こちらの罪に該当し罰せられることがある。しかし本問では関税法111条1項「1号」及び3項の規定に基づくかを問われているのだから、2号の未遂に該当するかは問われていない。条文番号まで覚えていないと解くことができないのでかなりの難問である。

[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（3）無許可輸出入等の罪]"
特恵関税、経済連携協定,58-16-1,C,輸入者が、EU協定に基づく輸出者によって作成された原産地に関する申告（輸出者自己申告）によりEU協定税率の適用を要求する場合には、当該輸出者が英語以外の言語であってEU協定附属書3-D（原産地に関する申告文）に規定されているものにより、その申告文を作成することができることとされている。,○×,○,"EPA税率を適用するため税関に提出する締約国原産品申告書を輸出者が作成する場合、その申告文は、EU協定においては英語の他にも附属書3-Dに規定された23の言語が使用できる(関通68-5-11の3(2)ハ(ロ))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,58-16-2,B,税関長は、関税暫定措置法第12条の4（経済連携協定に基づく締約国原産品であることの確認）の規定に基づき、輸入申告がされた貨物についてEU協定の規定に基づく協定締約国の原産品であることの確認を行う方法として、当該貨物を輸入する者に対し、当該貨物が当該原産品であることを明らかにする資料の提供を求めることができる。,○×,○,"税関長は、輸入申告がされた貨物について、EPA税率の適用を受けようとする貨物が締約国の原産品であるかどうかの確認をするために必要があるときは、輸入者に対し、原産品であることを明らかにする資料の提供を求めることができる(暫12条の4第1項1号)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,58-16-3,C,輸入者が、EU協定に基づく輸出者によって作成された原産地に関する申告（輸出者自己申告）によりEU協定税率の適用を要求する場合には、EU協定附属書３-D（原産地に関する申告文）に規定されている申告文は、インボイス等の商業上の文書上に作成することとされているが、当該申告文は商業上の文書の添付書類として別紙に作成されたものであってもよいこととされている。,○×,○,"EU協定に基づくEPA税率を適用するため税関に提出する締約国原産品申告書を輸出者が作成する場合には、その申告文は、インボイス等の商業上の文書上に作成する他、商業上の文書の添付書類として別紙に作成されたものであってもよいとされている(関通68-5-11の3(2)ハ(イ))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,58-16-4,B,輸入者が、EU協定に基づく輸出者によって作成された原産地に関する申告（輸出者自己申告）によりEU協定税率の適用を要求し貨物を輸入した後、EU協定に規定する原産品であるかどうかの確認を受けた場合には、当該貨物がEU協定の規定に基づく協定締約国の原産品であることを確認するために十分な情報を日本税関に提供できないときであっても、税関長は、当該輸出者が所在するEU構成国の税関当局に対して情報を要請することができないこととされている。,○×,×,"税関長は、輸入申告がされた貨物について、EPA税率の適用を受けようとする貨物が締約国の原産品であるかどうかの確認をするために必要があるときは、締約国の税関当局に対し、貨物について質問し、又は貨物が原産品であることを明らかにする資料の提供を求めることができる(暫12条の4第1項2号、EU協定3・21条、3・22条)。したがって、EU協定税率の適用を受けようとする場合は、EU構成国の税関当局に対して質問や資料提供の求めといった方法により情報を要請することができる。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,58-16-5,A,課税価格の総額が20万円以下の貨物についてEU協定税率の適用を受けようとする場合には、EU協定に基づく輸出者によって作成された原産地に関する申告（輸出者自己申告）によるものであるか又はEU協定に規定する輸入者の知識（輸入者自己申告）によるものであるかにかかわらず、EU協定に基づく締約国原産品申告書の提出は要しない。,○×,○,"EU協定税率を適用しようとする場合は原則として締約国原産品申告書等の提出を要するが、課税価格の総額が20万円以下の貨物については例外的に不要となる(関令61条1項2号イ(2))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,58-17-1,A,包括的な経済上の連携に関する日本国及び東南アジア諸国連合構成国の間の協定の規定に基づく締約国原産品であることを申告する書類は、輸入貨物に係る輸入者が自ら作成することはできない。,○×,○,"東南アジア諸国連合協定（アセアン包括協定）では、EPA税率を適用する際に提出できるのは締約国の権限ある当局が証明した原産地証明書だけであり、締約国原産品申告書の提出は認められていない(関令61条1項2号イ(1)、関通68-5-11の3(1))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,58-17-2,A,経済上の連携に関する日本国とベトナム社会主義共和国との間の協定の規定に基づく締約国原産品であることを申告する書類は、輸入貨物に係る輸入者が自ら作成することはできない。,○×,○,"ベトナム協定では、EPA税率を適用する際に提出できるのは締約国の権限ある当局が証明した原産地証明書だけであり、締約国原産品申告書の提出は認められていない(関令61条1項2号イ(1)、関通68-5-11の3(1))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,58-17-3,A,日本国とアメリカ合衆国との間の貿易協定の規定に基づく締約国原産品申告書は、輸入貨物に係る輸入者が自ら作成することはできない。,○×,×,"米国協定では、EPA税率を適用する際に、輸入者が作成した締約国原産品申告書の提出が認められている(関通68-5-11の3(1)、米国協定附属書Ⅰ第C節第1款9(a))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,58-17-4,A,経済上の連携に関する日本国とオーストラリアとの間の協定の規定に基づく締約国原産品申告書は、輸入貨物に係る輸出者が自ら作成することができる。,○×,○,"オーストラリア協定では、EPA税率を適用する際に、生産者、輸出者又は輸入者のいずれかが作成した締約国原産品申告書の提出が認められている(関通68-5-11の3(1)、オーストラリア協定3・16条)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,58-17-5,A,包括的な経済上の連携に関する日本国とグレートブリテン及び北アイルランド連合王国との間の協定の規定に基づく締約国原産品申告書は、輸入貨物に係る輸出者が自ら作成することができる。,○×,○,"英国協定では、EPA税率を適用する際に、生産者、輸出者又は輸入者のいずれかが作成した締約国原産品申告書の提出が認められている(関通68-5-11の3(1)、英国協定3・16条)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
