カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
関税率表,59-5-1,C,"次に掲げる物品のうち、関税率表第85類（電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品）に属するものの組み合わせとして正しいものはどれか。

1蓄電池
2電気毛布
3家庭用ミシン
4レーダー
5集積回路","1.（1,4,5）
2.（2,3）
3.（2,3,5）
4.（3,4）
5.（3,4,5）",1,蓄電池は85.07項、電気毛布は63.01項、家庭用ミシンは84.52項、レーダーは85.26項、集積回路は85.42項にそれぞれ属する。
特恵関税、経済連携協定,59-6-1,A,輸入しようとする貨物について、包括的な経済上の連携に関する日本国及び東南アジア諸国連合構成国の間の協定における関税についての特別の規定による便益の適用を受けようとする場合においては、締約国原産品申告書（当該貨物が経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを申告する書類）を税関長に提出することができる。,○×,×,"できない(関通68-5-11の3(1)参照)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,59-6-2,A,輸入しようとする貨物について、日本国とアメリカ合衆国との間の貿易協定における関税についての特別の規定による便益の適用を受けようとする場合においては、締約国原産品申告書（当該貨物が経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを申告する書類）を税関長に提出することができる。,○×,○,"できる(関通68-5-11の3(1)ニ)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,59-6-3,A,輸入しようとする貨物について、経済上の連携に関する日本国とタイ王国との間の協定における関税についての特別の規定による便益の適用を受けようとする場合においては、締約国原産品申告書（当該貨物が経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを申告する書類）を税関長に提出することができる。,○×,×,"できない(関通68-5-11の3(1)参照)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,59-6-4,A,輸入しようとする貨物について、日本国とインド共和国との間の包括的経済連携協定における関税についての特別の規定による便益の適用を受けようとする場合においては、締約国原産品申告書（当該貨物が経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを申告する書類）を税関長に提出することができる。,○×,×,"できない(関通68-5-11の3(1)参照)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,59-6-5,A,輸入しようとする貨物について、経済上の連携に関する日本国と欧州連合との間の協定における関税についての特別の規定による便益の適用を受けようとする場合においては、締約国原産品申告書（当該貨物が経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを申告する書類）を税関長に提出することができる。,○×,○,"できる(関通68-5-11の3(1)ハ)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,59-7-1,B,CPTPPに基づく締約国原産品申告書を自ら作成した輸入者は、当該締約国原産品申告書をその作成した日から7年間保存しなければならない。,○×,×,"締約国原産品申告書は貨物に係る取引に関して作成した書類であるから、関税関係書類となる(関令61条1項、関83条3項、4項)。したがって、輸入者は、輸入の許可の日の翌日から5年間保存しなければならない(関令83条6項)。しかし、輸入申告に際して税関に提出した関税関係書類については、保存しなくてよいので(関94条1項)、通常は保存義務がない。
[参照　第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（1）関税関係帳簿、関税関係書類、電子取引の取引情報に係る電磁的記録、（4）保存期間]"
特恵関税、経済連携協定,59-7-2,A,CPTPP税率の適用を受けようとする貨物を輸入する者は、輸入申告に先立ち文書により原産地に関する照会を行い、当該貨物についてCPTPPに基づく原産品である旨の回答を得た場合には、輸入申告の際に当該貨物に係る締約国原産品申告書を税関長に提出することを要しない。,○×,×,"そのような規定は存在しない(関令61条参照)。事前教示を受けたとしても、原産地を証明する書類の提出が不要とはならない。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,59-7-3,A,課税価格の総額が20万円以下の輸入貨物については、CPTPPに基づく締約国原産品申告書及び運送要件証明書のいずれも税関長に提出することを要しない。,○×,○,"課税価格の総額が20万円以下の輸入貨物については、締約国原産品申告書及び運送要件証明書のいずれも税関長に提出することを要しない。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書、③運送要件証明書]"
特恵関税、経済連携協定,59-7-4,C,税関長が、関税暫定措置法第12条の4の規定に基づき、CPTPP税率を適用して輸入申告がされた貨物についてCPTPPに基づく協定締約国の原産品であることの確認を行うことが可能となる期間は、当該貨物の輸入申告の日から5年間とされている。,○×,×,"原則として原産品申告書作成の日から5年間だが、輸入者に対しては輸入許可の日から5年間とされている(暫通12の4-4)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,59-7-5,A,CPTPPに基づく締約国原産品申告書は、災害その他やむを得ない理由による場合を除き、これに係る貨物の輸入申告の日において、その作成の日から1年以上を経過したものであってはならない。,○×,○,"締約国原産品申告書の有効期間は、原則として、輸入申告の日において作成の日より1年であるが、災害その他やむを得ない理由によりその期間を経過した場合は、この限りではない(関令61条5項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
輸出通関,59-13-1,A,コンテナーに詰められた状態で輸出の許可を受けようとする貨物については、例外なく、輸出申告の後、当該貨物を保税地域等に入れないで当該許可を受けることができる。,○×,×,"輸出申告は、貨物を保税地域等へ搬入する前でも搬入する後でもできるが、輸出申告後は原則として保税地域等へ搬入する。例外として、本船扱い・ふ中扱い(関67条の2第2項、3項1号)や、輸出申告の特例を利用する場合(関67条の2第3項3号、67条の3)は、搬入することなく輸出許可を受けることができる。
[参照　第2編（関税法）-第3章（輸出入申告）-2.申告と保税地域等への搬入-（1）原則]"
輸出通関,59-13-2,A,輸出しようとする貨物の数量が輸出申告書に記載した貨物の数量を超えていることが判明した場合であって、その超える数量に相当する貨物の価格が1,000円未満であるときは、当該輸出申告書に記載した貨物の数量及び価格の訂正を省略できることとされている。,○×,×,"貨物の数量に変更があれば、価格の訂正を省略できない(関通67-1-14(3))。
[参照　第2編（関税法）-第3章（輸出入申告）-15.輸出許可内容の変更]"
輸出してはならない貨物,59-13-3,A,税関長は、輸出されようとする貨物が商標権を侵害する物品に該当するか否かを認定するための手続を執る場合には、当該貨物に係る商標権者及び当該貨物を輸出しようとする者に対し、当該貨物について当該手続を執る旨並びに当該貨物が商標権を侵害する物品に該当するか否かについてこれらの者が証拠を提出し、及び意見を述べることができる旨を通知しなければならない。,○×,○,"輸出してはならない貨物の認定手続について通知する際の規定であり、貨物に係る権利者と貨物を輸出しようとする者に対し、認定手続を執る旨と貨物が知的財産侵害物品に該当するか否かについて、これらの者が証拠を提出し、意見を述べることができる旨を通知しなければならない(関69条の3第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸出通関,59-13-4,A,保税工場で製造された外国貨物を積み戻す場合には、関税法第70条（証明又は確認）の規定は準用されず、当該外国貨物が関税関係法令以外の法令の規定により積戻しに関して承認を必要とするものであっても、積戻し申告の際、当該承認を受けている旨を税関に証明することを要しない。,○×,×,"積戻しをする場合、積戻し申告の際に、他法令による承認を受けていることの証明を要するのが原則である(関75条、70条)。保税工場で製造された外国貨物を積み戻す場合だからといって、この証明を不要とする規定はない。
[参照　第2編（関税法）-第3章（輸出入申告）-16.積戻し]"
関税関係帳簿等,59-13-5,B,貨物を業として輸出する者は、関税関係帳簿を備え付けて、これに輸出しようとする貨物についてその品名、数量及び価格、仕向人の氏名又は名称並びに輸出申告書の提出予定年月日を記載しなければならない。,○×,×,"「輸出しようとする貨物について」ではなく「輸出の許可を受けた貨物について」であり、「輸出申告書の提出予定年月日」ではなく「輸出許可の年月日及び輸出許可書の番号」である(関94条2項、関令83条2項)。関税関係帳簿には既に行った取引（輸出入許可を受けた貨物）についての事項を記載するので、これから予定している取引についてはまだ記載しない。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類、第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（1）関税関係帳簿、関税関係書類、電子取引の取引情報に係る電磁的記録、（4）保存期間]"
輸入通関,59-14-1,C,課税価格の合計額が1万円以下の貨物であって、関税定率法第14条第18号（無条件免税）の規定が適用されるものについては、消費税以外の内国消費税の課税対象となるものであっても、マニフェスト等による輸入申告を行うことができることとされている。,○×,×,"消費税以外の内国消費税の課税対象となるものは、マニフェスト等による輸入申告を行うことができない(関通67-4-6(2))。
[参照　第2編（関税法）-第3章（輸出入申告）-3.申告の方法-（3）例外2 申告書以外の書面提出]"
輸入通関,59-14-2,C,輸入貨物が、異なる都道府県に所在する複数の保税地域に分散して置かれている場合には、税関が検査を行うのに支障がないと認められるときであっても、輸入者は、当該輸入貨物について一の輸入申告による申告を行うことができないこととされている。,○×,○,貨物（本船扱い又はふ中扱いの承認を受けようとする貨物を除く。）が複数の保税地域に分散して置かれている場合において、いくつかの要件を満たせば一の輸入申告による申告を行うことができるが、輸入貨物が異なる都道府県に所在する複数の保税地域に分散して置かれている場合はこの要件を満たさないので、できない(関通67-4-18(1))。
輸入通関,59-14-3,B,一の仕入書に記載された外国貨物については、分割して複数回の輸入申告により輸入することはできないこととされている。,○×,×,"できる。仕入書に記載されている貨物の全てを一回で輸入する必要はなく、分割して輸入することもできる(関通68-3-3)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類]"
税関事務管理人,59-14-4,C,本邦に本店、事務所及び事業所を有しない法人が貨物を本邦に輸入しようとする場合において、当該法人が税関事務管理人の届出をしなかったときは、税関長は、当該法人に対して税関事務管理人の届出をすべきことを求めることなく、本邦に本店又は主たる事務所を有する法人で当該貨物の輸入申告手続の処理につき便宜を有するものを、特定税関事務管理人として指定することができる。,○×,×,"本邦に本店、事務所及び事業所を有しない法人が貨物を本邦に輸入しようとする場合、当該法人は税関事務管理人を定めて届出をする(関95条1項、2項)。この届出をしなかったとき、税関長は、当該法人に対して、指定する日（60日以内で指定する。）までに届出をするよう書面で求めることができる(関95条3項)。指定の日までに届出をしなかったとき、税関長は、特定税関事務管理人を指定できる(関95条5項)。そうすると、「当該法人に対して税関事務管理人の届出をすべきことを求めることなく」特定税関事務管理人を指定できるという部分が誤りとなる。
[参照　第2編（関税法）-第22章（税関事務管理人）-1.税関事務管理人を定めるとき、2.税関事務管理人を定める届出と解任の届出、3.税関事務管理人を定める届出をしなかったとき]"
税関事務管理人,59-14-5,B,輸入申告手続を処理した税関事務管理人は、その輸入申告に係る貨物の品名、数量及び価格その他の必要な事項を記載した帳簿を備え付け、かつ、当該帳簿及び当該貨物に係る取引に関して受領した書類を保存しなければならない。,○×,×,"税関事務管理人は、輸入申告に係る貨物の品名、数量及び価格その他の必要な事項を記載した帳簿（関税関係帳簿）や、当該貨物に係る取引に関して受領した書類（関税関係書類）の提示を税関長から求められた場合に提示する義務を負うが(関95条8項)、輸入者本人（申告納税方式が適用される貨物を業として輸入する者）ではないため、備付け及び保存の義務は負わない(関94条)。
[参照　第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（3）保存義務者、第2編（関税法）-第22章（税関事務管理人）-4.税関事務管理人の帳簿提示義務]"
特恵関税、経済連携協定,59-17-1,A,税関長が、輸入申告がされた貨物について経済連携協定の規定に基づく協定締約国の原産品であることの確認を行うことが可能となる期間は、いずれの経済連携協定の規定に基づく関税の譲許の便益の適用を受けようとしたかによらず、当該貨物の輸入申告の日から5年間とされている。,○×,×,"原産品であることの確認を行うことができる期間は、経済連携協定ごとに異なる(暫通12の4-4)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,59-17-2,A,税関長は、輸入申告がされた貨物について経済連携協定の規定に基づく協定締約国の原産品であることの確認を行う方法として、協定締約国の権限ある当局に対し、回答をすべき相当の期間を定めて当該貨物について質問することができ、当該期間は、いずれの経済連携協定の規定に基づく関税の譲許の便益の適用を受けようとしたかによらず、5か月とされている。,○×,×,"税関長は、輸入申告がされた貨物について経済連携協定の規定に基づく協定締約国の原産品であることの確認を行う方法として、協定締約国の権限ある当局に対し、回答をすべき相当の期間を定めて当該貨物について質問することができる(暫12条の4第1項2号、2項)。しかし、原産品であることの確認を行うことができる期間は、経済連携協定ごとに異なる(暫通12の4-4)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,59-17-3,A,税関長は、輸入申告がされた貨物について経済上の連携に関する日本国と欧州連合との間の協定の規定に基づく協定締約国の原産品であることの確認を行う方法として、当該貨物を輸入する者に対し、当該貨物が当該協定締約国の原産品であることを明らかにする資料の提供を求めることはできない。,○×,×,"税関長は、輸入申告がされた貨物について経済連携協定の規定に基づく協定締約国の原産品であることの確認を行う方法として、当該貨物を輸入する者に対し、当該貨物が締約国の原産品であることを明らかにする資料の提供を求めることができる(暫12条の4第1項1号)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,59-17-4,A,税関長は、包括的な経済上の連携に関する日本国及び東南アジア諸国連合構成国の間の協定の規定に基づき関税の譲許の便益の適用を受けようとする貨物について、当該貨物を輸入する者が当該譲許の便益を受けるために必要な手続をとらない場合であっても、当該貨物について当該譲許の便益を与えなければならない。,○×,×,"経済連携協定に基づいて関税の譲許の便益の適用を受けようとする場合（EPA税率の適用を受けようとする場合）は、貨物を輸入する者が当該譲許の便益を受けるために必要な手続（原産地手続）を行うことが必要であり、原産地手続を行わなければ、EPA税率は適用されない。
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-1.特恵税率及びEPA税率の適用要件-（1）要件]"
特恵関税、経済連携協定,59-17-5,A,税関長は、地域的な包括的経済連携協定の規定に基づき関税の譲許の便益の適用を受けようとする貨物について、当該貨物が当該譲許の便益の適用を受けるための要件を満たしていないときは、当該貨物について当該譲許の便益を与えないことができる。,○×,○,"経済連携協定に基づいて関税の譲許の便益の適用を受けようとする場合（EPA税率の適用を受けようとする場合）は、当該貨物が当該譲許の便益の適用を受けるための要件（原産地基準や積送基準）を満たすことを要し、満たしていなければ、EPA税率は適用されない。
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-1.特恵税率及びEPA税率の適用要件-（1）要件]"
