カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業法（輸出通関）,52-13-1,A,輸出の許可後に貨物の価格を変更しようとする場合(数量の変更に伴い価格を変更しようとする場合を除く。)において、輸出申告書に記載した価格が20万円未満であり、かつ、本来輸出申告書に記載すべきであった価格が20万円未満であるときは、税関長は、輸出申告書に記載した貨物の価格の訂正を省略させて差し支えないものとされている。,○×,○,"輸出許可後に貨物の価格に変更があったときは、原則として「船名・数量等変更申請書」という書類に輸出許可書を添付して税関に提出する(関通67-1-14(1))。しかし、貨物の数量の変更はないが、貨物の価格に変更がある場合で、輸出申告書に記載した価格も本来輸出申告書に記載すべきである価格も共に20万円未満であるならば、税関長は価格訂正を省略させることができる(関通67-1-14(3))。
[参照　第2編（関税法）-第3章（輸出入申告）-15.輸出許可内容の変更]"
通関業法（輸出通関）,52-13-2,C,輸出申告を行う時点において当該申告に係る貨物代金が未確定(輸出後において値引きが発生する場合、又は貨物の品質若しくは性能の確認を経て貨物代金が変更される場合を含む。(以下「値引き等」という。))である場合には、市況を基礎として決済額を確定させる等当該申告に係る貨物の製造原価又は調達原価を基礎として算出することが困難であるときを除き、輸出申告書に記載すべき貨物の価格は、製造原価又は調達原価に通常の利潤、一般管理費及び船積みまでに要する費用等を加えた額又は値引き等の調整が加えられる前の額を基にし本邦の輸出港における本船甲板渡し価格としてこれに必要な調整を加え計算した価格とすることができる。,○×,○,"輸出申告を行う時点において貨物代金が未確定（輸出後において値引きが発生する場合や、貨物の品質又は性能の確認を経て貨物代金が変更される場合を含む。）である場合は、以下のいずれかの額を基にし、本邦の輸出港における本船甲板渡し価格としてこれに必要な調整を加え計算した価格を申告価格とする(関通67-1-4(1)ニ)。
・輸出申告にかかる貨物の製造原価又は調達原価（製造原価等）に、通常の利潤、一般管理費及び船積みまでに要する費用等を加えた額又は値引き等の調整が加えられる前の額
・市況を基礎として決済額を確定させる等製造原価等を基礎として算出することが困難である場合には、輸出申告の前3月以内に、輸出申告にかかる貨物と同種又は類似の貨物を同一仕向国に輸出した際の決済額を基礎として算出した額

[参照　第2編（関税法）-第3章（輸出入申告）-5.申告すべき数量と価格]"
通関業法（輸出通関）,52-13-3,C,輸出貨物(本船扱い又はふ中扱いの承認を受けようとする貨物を除く。)が複数の保税地域に分散して置かれている場合であって、①当該輸出貨物が置かれている複数の保税地域が同一の税関の管轄区域であり、かつ、同一都道府県に所在していること、②当該輸出貨物を一の保税地域に置くことが困難であるためにやむを得ず複数の保税地域に分散して置かれている等、一の輸出申告により通関する必要があると認められること、③複数の保税地域に分散して置かれている貨物について、一の保税地域ごとに置かれている貨物の品名及び数量を輸出者又は通関業者が把握し、かつ、税関が検査を行うのに支障がないと認められることの全てに該当するときは、輸出者からの申出に基づき、税関長は、当該輸出貨物について一の輸出申告による申告を行うことを認めて差し支えないこととされている。,○×,○,"関税法基本通達67-2-14にその通りの規定がある。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先]"
通関業法（輸出通関）,52-13-4,B,税関職員は、関税法第67条の規定により輸出貨物の開装検査を行った場合において、その貨物につき税関検査のため開装した旨の証明を必要とする旨の申出があったときは、税関職員が押印した開装検査票(税関が開装検査した旨を表示したもの)を申出者に交付し、検査貨物の中に封入させることとされている。,○×,○,"輸出申告を行なった貨物について、箱や包装を開けて中身を確認する開装検査がされる場合もあるが、それを行った場合において、申出があったときは、税関職員が押印した「開装検査票」という書類を交付し、検査貨物の中に封入させる(関通67-1-17)。
[参照　第2編（関税法）-第3章（輸出入申告）-7.審査、検査]"
通関業法（輸出通関）,52-13-5,B,再包装が困難な貨物を輸出する場合であって、仕入書により当該貨物の内容が明らかであり、当該貨物が保税地域に搬入される前に関税法第67条の規定による検査を実施することについて支障がないときは、輸出者からの申出により、税関職員は、輸出申告の後、当該貨物が保税地域に搬入される前に当該検査を行うことができる。,○×,○,"搬入前検査は、再包装が困難な貨物等についての検査であり、輸出者から申出があること、搬入前検査の実施に支障がないこと（例えば、仕入書、包装明細書、サーベイヤリスト等により貨物の内容が明らかである等）という要件を全て満たせば行うことができる(関67条、関通67-1-7(4))。
[参照　第2編（関税法）-第3章（輸出入申告）-7.審査、検査]"
通関業法（輸入通関）,52-14-1,A,予備申告を行った場合において、当該予備申告に係る輸入申告予定日までに当該予備申告に係る税関の審査が終了したときは、関税法第67条の規定による輸入申告を行うことを要しない。,○×,×,"予備申告を行ったとしても、その後輸入申告ができることとなった時期以後に輸入申告を別途行う必要がある。しかしこのとき、輸入申告を行う旨の意思表示を税関に行えば、予備申告書に税関職員が受理印を押して予備申告書を輸入申告書に切り替えるので、予備申告書とは別に輸入申告書を提出する必要はない(「予備審査制について」記4)。
[参照　第2編（関税法）-第3章（輸出入申告）-12.予備審査制(輸入のみ)]"
通関業法（定義（関税法等））,52-14-2,B,使用中の船舶であって本邦外において本邦の国籍を取得した船舶を輸入する場合におけるその輸入の具体的な時期は、当該船舶が初めて本邦に回航されて使用に供される時又は当該船舶に係る輸入の許可の時のいずれか早い時とされている。,○×,○,"関税法の「輸入」の具体的な時期は、貨物が船舶であって、本邦外において本邦の国籍を取得した船舶を輸入する場合は、当該船舶が初めて本邦に回航されて使用に供される時か、当該船舶に係る輸入の許可の時のいずれか早い時とされている(関通2-1(2)イ)。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（8）輸入]"
通関業法（開庁時間外事務執行の求め）,52-14-3,C,税関官署の開庁時間以外の時間における関税法第43条の3第1項の規定による保税蔵置場に外国貨物を置くことの承認に係る事務の執行について、恒常的にその求めの届出を行おうとする者は、書面によることなく口頭により当該求めの届出を税関長に行うことができる。,○×,×,"税関官署の開庁時間以外の時間における事務の執行の求めは、保税蔵置場に外国貨物を置くことの承認（蔵入承認）に係る事務の執行も含めて、「開庁時間外の事務の執行を求める届出書」を提出して行う。書面によることなく口頭により当該求めの届出を税関長に行うことはできない(関98条1項、関令87条3項、関通98-1(2))。
[参照　第2編（関税法）-第23章（開庁時間外事務執行の求め）-1.開庁時間外の事務の執行の求め]"
通関業法（輸入通関）,52-14-4,A,輸入申告に併せて輸入の許可前における貨物の引取りの承認の申請を行おうとする者は、輸入申告書を提出することなく、輸入許可前貨物引取承認申請書を税関長に提出することにより、当該申告及び申請を行うことができる。,○×,×,"輸入許可前引取承認を受けるためには承認の申請書を税関長に提出するが(関通73-3-1)、輸入申告と同時か輸入申告後に提出しなければならず、輸入申告前には提出できない。つまり、輸入申告書を提出していないのに承認の申請書を提出することはできない。
 [参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（3）承認の手続]"
通関業法（輸入通関）,52-14-5,A,本邦の政府機関が公用に供するため輸入する貨物であって、経済産業大臣が定めるものについては、輸入申告書の提出に代え、適宜の書面により輸入申告を行うことができる。,○×,×,"貨物を輸入しようとする者は、必要な事項を記載した輸入申告書を税関長に提出して、輸入申告をしなければならない(関67条、関令59条1項、関通達67-3-2)。本問のような規定は無い。
[参照　第2編（関税法）-第3章（輸出入申告）-3.申告の方法-（1）原則]"
