カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
事前教示（事前照会）,51-6-1,A,事前照会を行う者の利害関係者が、照会に係る貨物について、関税率表適用上の所属区分に係る不服申立て中であっても、輸入を継続する予定がある場合には、照会を行うことができる。,○×,×,"事前照会の対象となる照会にはいくつか要件があり、そのうちの一つに、照会者及びその利害関係者が、照会に係る貨物について不服申立て又は訴訟中である等、関税率表適用上の所属区分に係る紛争等が生じていないものというのがある(関通7-18-1(2)ハ(イ))。この要件を満たさなくても輸入を継続する予定があれば照会対象となる旨の規定は存在しないので、本問は誤りとなる。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（2）対象となる照会の範囲]"
事前教示（事前照会）,51-6-2,A,事前照会は、原則として、インターネットによる電子メールを利用して行うことはできない。,○×,×,"事前照会は、原則として文書で税関へ照会し、文書により税関から回答（教示）が行われるが、インターネットによる照会に対して電子メールにより回答することも可能である(関通7-17)。インターネットによる照会が原則としてできないわけではないので、文書による照会ができる状況でインターネットによる照会をしても構わない。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-1.事前教示とは]"
事前教示（事前照会）,51-6-3,A,事前照会についての文書による回答に対して、照会者が再検討を希望する場合には、当該照会者が、回答の交付を受けた日の翌日から起算して3月以内に意見の申出を行うことができる。,○×,×,"「3月」ではなく「2月」である(関通7-18-1(8)イ)。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（7）意見の申出]"
事前教示（事前照会）,51-6-4,A,事前照会について、照会に係る貨物の内容及び回答の内容は、原則として公開することとされているが、一定の要件に該当する場合で、照会者から一定期間内につき公開しないことを求める申出があったものについては、当該申出に係る期間後に公開することとされている。,○×,○,"事前照会に対して文書により行われた回答の内容は、原則として公開されるが、その照会対象となった貨物が以下のいずれかに該当する場合で、照会者から一定期間内（180日を超えない期間内）は公開しないことを求める申出があれば、その申出に係る期間後に公開する(関通7-18-1(6))。

①新規の輸入品であり、市場に流通する前に他者に知られることにより照会者又はその関係者が不利益を受けるおそれがある
②成分割合に特徴があり、公開によって競合する者に知られ照会者又はその関係者が不利益を受けるおそれがある
③製造方法に特徴があり、公開によって競合する者に知られ照会者又はその関係者が不利益を受けるおそれがある
④まだ計画段階であり、実際に貨物が輸入される前に他者に知られることにより照会者又はその関係者が不利益を受けるおそれがある
⑤貨物に係る情報が、照会に際して秘匿を条件として照会者又はその関係者から提出された
⑥その他非公開とすることに正当な理由があると認められる

[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（5）公開]"
事前教示（事前照会）,51-6-5,A,事前照会についての文書による回答のうち、交付又は送達の日(再交付し、又は再送達したものにあっては、その当初の回答書の発出日)から3年を経過したものは、輸入申告書の審査上、尊重されない。,○×,○,"事前照会についての文書による回答のうち、その発出日(再交付し、又は再送達したものにあっては、その当初の回答書の発出日)から3年を経過したものは、輸入申告書の審査上、尊重されない(関通7-18-1(9)ロ(イ))。以前は「交付又は送達のあった日」であったものが、令和5年改正により「発出日」 となった。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（8）輸入(納税)申告書に添付された回答書の取扱い]"
特恵関税、経済連携協定,51-7-1,A,オーストラリア協定における関税についての特別の規定による便益に係る税率の適用を受けるために税関長に提出するオーストラリア協定原産品申告書は、輸入貨物に係る輸入者のみが作成することができる。,○×,×,"オーストラリア協定の原産品申告書は、輸入する貨物の輸入者に加えて、輸出者や生産者も作成することができる(関令第61条1項2号イ(2)、オーストラリア協定第3・16条)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,51-7-2,A,課税価格の総額が20万円以下の貨物については、オーストラリア協定に基づく締約国原産地証明書、オーストラリア協定原産品申告書及び運送要件証明書のいずれも税関長に提出する必要はない。,○×,○,"EPA税率を適用しようとする場合、課税価格の総額が20万円以下の貨物については、締約国原産地証明書、締約国原産品申告書、運送要件証明書のいずれも税関長に提出する必要はない(関令61条1項2号イロ)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書、③運送要件証明書]"
特恵関税、経済連携協定,51-7-3,A,オーストラリア協定における関税についての特別の規定による便益に係る税率の適用を受けるためにオーストラリア協定原産品申告書を税関長に提出する場合は、税関長がその提出の必要がないと認めるときを除き、輸入貨物がオーストラリア原産品であることを明らかにする書類を併せて提出しなければならない。,○×,○,"EPA税率の適用を受けるために締約国原産品申告書を税関長に提出する場合は、税関長がその提出の必要がないと認めるときを除き、輸入貨物が締約国原産品であることを明らかにする書類を併せて提出しなければならない(関令61条1項2号イ(2))。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,51-7-4,A,オーストラリア協定における関税についての特別の規定による便益に係る税率の適用を受けるため、税関からオーストラリア原産品であるとの事前照会に対する文書回答の交付を受けた場合には、オーストラリア協定原産品申告書を税関長に提出する必要はない。,○×,×,"EPA税率の適用を受けるために締約国原産品申告書を税関長に提出する場合は、税関長がその提出の必要がないと認めるときを除き、輸入貨物が締約国原産品であることを明らかにする書類を併せて提出しなければならない(関令61条1項2号イ(2))。この「税関長がその提出の必要がないと認めるとき」の例として、適用しようとする経済連携協定の原産品である旨の事前教示を受けたときが挙げられている(関通68-5-11の4(2)ホ(ロ))。しかしこれは、輸入貨物が締約国原産品であることを明らかにする書類の提出の必要がないときであるから、締約国原産品申告書は提出する必要がある。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
関税関係帳簿等,51-7-5,B,オーストラリア協定原産品申告書を作成した輸入者は、当該原産品申告書を輸入申告に際して税関に提出した場合であっても、その輸入の許可の日の翌日から5年間保存しなければならない。,○×,×,"輸入者は、関税関係書類を輸入許可貨物の輸入の許可の日の翌日から5年間保存しなければならないのが原則だが、税関に提出した書類については保存しなくてよい(関94条1項、68条)。そして、オーストラリア協定に基づく締約国原産品申告書は輸入申告に際して税関に提出する書類であり関税関係書類であるから(関令61条1項2号イ(2))、提出した場合、輸入者は保存義務がない。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類、第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（1）関税関係帳簿、関税関係書類、電子取引の取引情報に係る電磁的記録、（4）保存期間]"
輸出申告の特例,51-13-1,A,関税法第67条の3第1項(輸出申告の特例)の規定の適用を受ける特定輸出者が行う輸出申告については、電気通信回線の故障その他の事由により電子情報処理組織を使用して当該輸出申告を行うことができない場合として財務省令で定める場合を除き、電子情報処理組織を使用して行わなければならない。,○×,○,"輸出申告の特例による輸出申告は、インターネット（電気通信回線）の故障があった等の理由でNACCSによる申告ができないときを除いて、NACCSを使用して行わなければならない(関令59条の7第4項)。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外2 申告の特例、第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴]"
輸出申告の特例,51-13-2,A,特定輸出者は、その申告に係る貨物が置かれている場所又は当該貨物を外国貿易船に積み込もうとする開港の所在地を所轄する税関長に対して輸出申告を行わなければならない。,○×,×,"輸出申告の特例を利用する場合、輸出申告はいずれの税関長に対してもできる(関67条の3第1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外2 申告の特例、第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴]"
輸出通関,51-13-3,A,関税関係法令以外の法令の規定により、輸出に関して許可を必要とする貨物については、積戻し申告(仮に陸揚げされた貨物に係るものを除く。)の際、当該許可を受けている旨を税関に証明する必要はない。,○×,×,"積戻し申告が必要な場合は、基本的に輸出申告の手続が準用され、関税関係法令以外の法令（他法令）による許可を受けていることの証明も要する(関75条、70条)。貨物が仮陸揚貨物である場合は、輸出申告の手続が準用されないので積戻し申告も不要であり、他法令による許可を受けていることの証明も不要となる。
[参照　第2編（関税法）-第3章（輸出入申告）-8.証明又は確認、16.積戻し]"
輸出通関,51-13-4,A,輸出申告書に記載すべき貨物の価格は、無償で輸出される貨物にあっては、その記載を省略することができる。,○×,×,"輸出申告書に記載すべき貨物の価格は、当該貨物の本邦の輸出港における本船甲板渡し価格（FOB価格）とすることとされているが、当該貨物が無償で輸出される場合にあっては、当該貨物が有償で輸出されるものとした場合の価格とされている(関令58条1号、59条の2第2項)。つまり、無償で輸出される場合もFOB価格を仮定して、それと同じ価格を輸出申告書に記載するということである。
[参照　第2編（関税法）-第3章（輸出入申告）-5.申告すべき数量と価格]"
輸出通関,51-13-5,A,輸出申告の撤回については、その申告に係る輸出の許可後であっても行うことができる。,○×,×,"輸出申告の撤回は、その申告に係る輸出の許可を受ける前でなければ行うことはできない(関通67-1-10)。
[参照　第2編（関税法）-第3章（輸出入申告）-17.撤回、取止め、取消し]"
保税地域,51-14-1,B,保税地域にある外国貨物を見本として一時持ち出そうとする場合は、輸入(納税)申告をしなければならない。,○×,×,"保税地域にある外国貨物を見本として一時持ち出そうとする者は、税関長の許可を受けなければならない(関32条)。しかしこの許可は輸入許可ではないので、見本の一時持ち出し許可を受けたとしても、貨物を輸入するためには輸入申告や輸入許可を要する。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（3）見本の一時持出し]"
関税率,51-14-2,B,課税標準となる価格の合計が30万円以下の輸入貨物については、関税定率法第3条の3(少額輸入貨物に対する簡易税率)の規定により、簡易税率を適用して輸入(納税)申告をすることができる。,○×,×,"「30万円」ではなく「20万円」である(関率3条の3)。
[参照　第3編（関税定率法、関税暫定措置法）-第1章（課税要件2（課税標準、税率、関税額計算））-2.税率-（2）一般の税率と簡易税率-②簡易税率-ⅲ少額輸入貨物に対する簡易税率]"
関税率,51-14-3,A,経済連携協定において関税の譲許が一定の数量を限度として定められている物品について、その譲許の便益の適用を受けて当該物品を輸入しようとする場合における輸入(納税)申告は、当該一定の数量の範囲内において政府が行う割当てに係る関税割当証明書の交付を受けた者の名をもってしなければならない。,○×,○,"「経済連携協定において関税の譲許が一定の数量を限度として定められている物品」とは、経済連携協定に基づく関税割当制度の対象物品のことである。この物品について、当該譲許の便益の適用（つまりEPA税率の適用）を受けて当該物品を輸入しようとするときは、その輸入申告は、関税割当証明書の交付を受けた者の名をもって輸入申告しなければならない(暫8条の6、経済連携協定に基づく関税割当制度に関する政令3条2項)。
[参照　第3編（関税定率法、関税暫定措置法）-第1章（課税要件2（課税標準、税率、関税額計算））-2.税率-（4）関税割当制度]"
定義（関税法等）,51-14-4,A,本邦の船舶により外国の排他的経済水域の海域で採捕された水産物のみを原料として当該船舶内で製造された製品を本邦に引き取ろうとする場合は、輸入の許可を受けなければならない。,○×,×,"本邦の船舶により外国の排他的経済水域の海域で採捕された水産物は内国貨物である。(関2条1項4号、2項)。すると、当該水産物のみを原料として当該船舶内で製造された製品は内国貨物である。輸入とは、外国貨物を本邦に（保税地域を経由するものについては、保税地域を経て本邦に）引き取ることであるから、内国貨物である製品を本邦に引き取ろうとする場合は輸入に当たらず、輸入の許可を受ける必要はない。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（6）外国貨物、内国貨物、（8）輸入]"
郵便物の輸出入,51-14-5,A,課税価格が20万円を超える郵便物を輸入しようとする者は、当該郵便物が寄贈物品である場合であっても、輸入(納税)申告をしなければならない。,○×,×,"課税価格が20万円を超える郵便物であっても、それが寄贈物品である場合には、簡易手続対象となるため、輸入(納税)申告をする必要はない(関76条1項、67条)。なお、簡易手続対象となる郵便物であっても、輸入をしようとする者から輸入申告を行う旨の申出があった場合は、通常の輸入手続による(関76条3項)。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-1.簡易手続の対象となる郵便物]"
特恵関税、経済連携協定,51-17-1,A,スイス協定における関税についての特別の規定による便益に係る税率の適用を受けようとする者は、スイス連邦の権限ある機関によって認定された輸出者が作成したスイス協定に基づく原産品である旨の記載のある仕入書等の商業文書によって当該税率の適用を受けることができる。,○×,○,"スイス協定に基づくEPA税率の適用を受けようとする場合、認定輸出者の自己証明による締約国原産地証明書の提出によることができる(関令61条1項2号イ(1))。認定輸出者の自己証明は、輸出国の権限ある公的機関の認定を受けた輸出者（認定輸出者）が、原産地の申告をすることで行うが、その申告方法は、認定輸出者自ら作成した仕入書等の商業文書に、その貨物が締約国の原産品である旨の申告文を記載して行うこととされている(関通68-5-11の2)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,51-17-2,A,税関長の承認を受けて輸入の許可前に引き取ろうとする貨物に係るスイス協定に基づく締約国原産地証明書については、当該承認に係る申請書の提出に併せて提出しなければならない。,○×,×,"輸入許可前引取りをする場合、締約国原産地証明書は輸入申告後相当と認められる期間内に提出しなければならないので、「承認に係る申請書の提出に併せて提出しなければならない」という部分が誤りとなる(関73条、関令61条4項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,51-17-3,A,スイス協定における関税についての特別の規定による便益に係る税率の適用を受けようとする貨物に係る締約国原産地証明書及び原産地申告がなされた商業文書は、当該貨物の輸入申告の日において、その発給又は作成の日から6月以上を経過したものであってはならない。,○×,×,"スイス協定に基づくEPA税率の適用を受けようとする場合、第三者証明による締約国原産地証明書の提出によることができるし、認定輸出者の自己証明による締約国原産地証明書の提出によることもできる(関令61条1項2号イ(1))。締約国原産品申告書の提出によることはできない。認定輸出者の自己証明は、輸出国の権限ある公的機関の認定を受けた輸出者（認定輸出者）が、原産地の申告をすることで行うが、その申告方法は、認定輸出者自ら作成した仕入書等の商業文書に、その貨物が締約国の原産品である旨の申告文を記載して行うこととされている(関通68-5-11の2)。そうすると、問題文にいう「締約国原産地証明書及び原産地申告がなされた商業文書」とは、第三者証明の締約国原産地証明書及び認定輸出者の自己証明による締約国原産地証明書を指している。これらの締約国原産地証明書の有効期間は、原則として、輸入申告の日において、発給又は作成の日より「1年以上」を経過したものであってはならないとされるため、「6月以上」とする部分が誤りとなる(関令第61条5項、関通68-5-11の2)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,51-17-4,A,スイス連邦から第三国を経由して本邦へ向けて運送されたスイス協定に基づく原産品とされる貨物については、当該第三国において運送上の理由による積替え及び一時蔵置以外の取扱いがされなかった場合にのみ、当該協定における関税についての特別の規定による便益に係る税率の適用を受けることができる。,○×,×,"スイス連邦から第三国（非原産国）を経由して本邦に向けて運送されたスイス協定に基づく原産品とされる貨物については、まず、当該第三国において積替え及び一時蔵置以外の取扱いがされなかったものについて、当該協定における関税についての特別の規定による便益に係る税率の適用（EPA税率の適用）を受けることができる(関令61条1項2号ロ(1))。この積替え及び一時蔵置は「運送上の理由による」との条件がついていないので、運送上の理由によらない積替えや一時蔵置でもEPA税率の適用を受けることができる。したがって、問題文中「運送上の理由による」積替えや一時蔵置に限定している点が誤りとなる。
また、当該第三国における博覧会等への出品のため送り出された貨物で、当該第三国から本邦に送り出されるものについても、EPA税率の適用を受けることができるが(関令61条1項2号ロ(2))、これについてEPA税率の適用を受けることができる場合に含めていない点も、誤りとなる。
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-4.積送基準-（2）EPA]"
特恵関税、経済連携協定,51-17-5,A,スイス協定に基づく原産品とされる郵便物の輸入については、当該協定に基づく締約国原産地証明書を提出することなく、当該協定における関税の便益を受けることができる。,○×,×,"スイス協定における関税の便益（EPA税率の適用）を受けるためには、原則として締約国原産地証明書を提出しなければならない(関68条)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
