カテゴリー,問題番号,問題,選択肢,正解,解説
通関実務,56-5-5,関税法第7条第3項の規定に基づく関税率表の適用上の所属の教示に係る照会に関して、インターネットによる事前照会は、照会者が文書による照会に準じた取扱いに切り替えることを希望する場合を除き、電子メール本文に、必要事項を記入の上、税関の事前照会用電子メールアドレスに送信することにより、行うこととされている。,○×,○,インターネットによる関税率表適用上の所属区分等に関する照会は、電子メール本文に、必要事項について記入の上、税関の事前照会用電子メールアドレスに送信することにより行うのが原則であるが、例外的に、照会者が、インターネットによる照会を文書による照会に準じた取扱いに切替えることを希望する場合は、「インターネットによる事前教示に関する照会書」(税関様式C-1000-13)に必要事項を記載し、これらを電磁的記録とした電子メールを、 税関の事前照会用電子メールアドレスに送信することにより行うものとする(関税法基本通達7-19-2(3)ロ)。つまり、文書による照会に準じた取扱いに切替えたいときは、「インターネットによる事前教示に関する照会書」というフォーマットに必要事項を記載した上でこれをPDFやJPEG等のデータに変換し、メールの本文に貼り付けるなり添付するなりして税関に送ってねということである。
通関実務,56-13-1,輸出の許可を受けた貨物の全部について、当該貨物が船舶に積み込まれる前にその輸出が取止めとなり、これを国内に引き取る場合は、輸入貿易管理令の規定による輸入承認は要しないこととされている。,○×,○,輸出の許可を受けた貨物の全部について、当該貨物が船舶又は航空機に積み込まれる前にその輸出が取止めとなり、これを国内に引き取る場合は、輸入貿易管理令の規定による輸入承認は要しない(関税法基本通達67-1-15(2))。なお、輸出の許可を受けた貨物の全部について、一旦船舶又は航空機に積み込まれたものであるときは、その国内への引取りにつき、通常の輸入手続を必要とするので、輸入貿易管理令の規定による輸入承認を要する(67-1-15(1))。船舶や航空機への積み込み前か後かで扱いが変わってくるのである。
通関実務,56-13-2,輸出申告は、税関長の承認を受けた場合を除き、その申告に係る貨物を保税地域等に入れた後に、当該保税地域等の所在地を所轄する税関長に対してしなければならない。,○×,×,輸入申告は、原則としてその申告に係る貨物を保税地域等に入れた後にするが(関税法67条の2第3項)、輸出申告はこのような規定が無く、保税地域等に入れなくてもできる。輸出の許可自体は、原則として保税地域等に入れた後でないと受けられない。
通関実務,56-13-3,指定保税地域に置かれた外国貨物について、関税法第40条第2項(貨物の取扱い)の規定により簡単な加工を施した場合は、当該外国貨物を外国貨物のまま本邦から外国に向けて積み戻すことができないこととされている。,○×,×,指定保税地域や保税蔵置場で簡単な加工を施した貨物を積戻しすること自体は認められており、内国貨物を付加して加工したかそうでないかで積戻し申告書の記載事項が少し異なるだけである(関税法基本通達75-1-2)。
通関実務,56-13-4,輸出の許可後において貨物の積込港を変更しようとする場合には、当該輸出の許可の取消しを受け、その変更後の内容により輸出申告をしなければならない。,○×,×,輸出の許可後において貨物の積込港を変更しようとする場合、「船名、数量等変更申請書」に、その申請に係る輸出許可書を添付して提出する(関税法基本通達67-1-12)。輸出の許可の取消しを受け、その変更後の内容により輸出申告をしなければならないのではない。
通関実務,56-13-5,本船扱いの承認を受けて輸出しようとする貨物を外国貿易船に積み込んだ後、その輸出の許可前に当該外国貿易船が外国に向けて航行を開始した場合においては、当該貨物に係る関税法第2条第1項第2号(定義)に規定する輸出の具体的な時期は、当該貨物を当該外国貿易船に積み込んだ時とすることとされている。,○×,×,関税法法第2条第1項第2号に規定する「輸出」の具体的な時期は、原則として外国に仕向けられた船舶等に外国に向けて貨物を積み込んだ時とするが、本船扱いの承認を受けて輸出しようとする貨物については、①貨物を外国貿易船に積み込んだ後、輸出の許可を受けた場合においては、その輸出の許可を受けた時とし、②貨物を外国貿易船に積み込んだ後、輸出の許可前にその船舶が外国に向けて航行を開始した場合においては、その航行を開始した時とする(関税法基本通達2-4-5(4)(5))。本問は②なので、航行を開始した時が輸出の具体的な時期となる。
通関実務,56-14-1,輸入しようとする貨物について地域的な包括的経済連携協定(RCEP協定)における関税についての特別の規定による便益に係る税率の適用を受けようとする輸入者は、当該輸入者が自ら作成した締約国原産品申告書を税関長に提出することによって、当該貨物が当該協定の我が国以外の締約国の原産品とされるものであることを申告することができない。,○×,×,RCEP協定では、原産地証明書による証明、原産品申告書による証明、認定輸出者による証明のすべてが認められており、そのうち原産品申告書による証明は、輸出者、生産者、輸入者のいずれが行ってもよい(RCEP協定3.16条)。
通関実務,56-14-2,輸入しようとする貨物について地域的な包括的経済連携協定(RCEP協定)における関税についての特別の規定による便益に係る税率の適用を受けようとする場合においては、当該貨物の課税価格の総額が20万円以下であるときであっても、当該協定に基づく締約国品目証明書を税関長に提出しなければならない。,○×,×,RCEP協定では締約国品目証明書を提出する規定がない。
通関実務,56-14-3,特例輸入者は、輸入しようとする貨物の種類にかかわらず、特例申告を行うことができる。,○×,×,①暫定措置法別表第1の6に掲げる物品(乳製品、乾燥した豆、小麦、そば、でんぷん、これらの穀粉やその調製品等)、②暫定措置法7条の6第1項に規定する豚肉等、③暫定措置法7条の8第1項に規定する修正対象物品（EPA税率の対象となってても、一定期間内の輸入量が決められた量を超えたら、EPA税率の適用を停止したり修正したりされる物品）については、特例申告の対象とならない(関税法7条の2第4項、施行令4条の3)。これらの物品は一定期間内の輸入数量が決められた量を超えると税率が高くなる可能性があるため、特例申告により先に貨物を引き取らせたのに、想定より税率が高くて後から関税が支払えない事態になると揉めるからである。
通関実務,56-14-4,複数の輸入の許可に係る特例申告について、これらの特例申告が同一の特例輸入者に係るものであっても、その輸入の許可を受けた数量又は価格に変更があったものについては、一括特例申告を行うことはできないこととされている。,○×,○,一括特例申告（同一の輸入者が行う、複数の輸入の許可に係る特例申告をまとめて行う特例申告のこと）は、輸入の許可を受けた数量又は価格に変更があるものや、輸入の許可の際に貨物が置かれていた場所の所在地が同一の都道府県内ではない（複数の都道府県にまたがっている）ものについてはできない(関税法基本通達7の2-1(2))。
通関実務,56-14-5,特例輸入者は、輸入の許可を受けるためにその申告に係る貨物を入れる保税地域等の所在地を所轄する税関長以外の税関長に輸入申告をする場合には、その輸入申告をしようとする税関長に対し、あらかじめその旨を届け出なければならないこととされている。,○×,×,特例輸入者は、税関長へ届け出をしなくとも、いずれかの税関長に対して輸入申告ができる(関税法67条の19参照)。
通関実務,56-17-1,オーストラリア税率の適用を受けるために税関長に提出するオーストラリア協定に基づく締約国原産品申告書は、輸入貨物に係る輸出者及び生産者が自ら作成することができない。,○×,×,オーストラリア税率の適用を受けるために税関長に提出するオーストラリア協定に基づく締約国原産品申告書は、輸入貨物に係る輸入者、輸出者、生産者のいずれかが作成できる(オーストラリア協定3.14条(b)、3.16条)。
通関実務,56-17-2,オーストラリア協定に基づく締約国原産品申告書を自ら作成した輸入者は、当該締約国原産品申告書を輸入申告に際して税関に提出した場合であっても、その写しをその輸入の許可の日の翌日から5年間保存しなければならない。,○×,×,輸入者は、関税関係書類を輸入許可貨物の輸入の許可の日の翌日から5年間保存しなければならないのが原則だが、税関に提出した書類については保存しなくてよい(関税法94条1項、68条)。そして、オーストラリア協定に基づく締約国原産品申告書は輸入申告に際して税関に提出する書類であり関税関係書類であるから(施行令61条1項2号イ(2))、提出した場合、輸入者は保存義務がない。
通関実務,56-17-3,輸入しようとする貨物についてオーストラリア税率の適用を受けようとする輸入者は、当該輸入者が自ら作成した締約国原産品申告書を税関長に提出することによって、当該貨物がオーストラリア協定の締約国の原産品とされるものであることを申告することができる。,○×,○,オーストラリア税率の適用を受けるために税関長に提出するオーストラリア協定に基づく締約国原産品申告書は、輸入貨物に係る輸入者、輸出者、生産者のいずれかが作成できる(オーストラリア協定3.14条(b)、3.16条)。
通関実務,56-17-4,オーストラリア税率の適用を受けるためにオーストラリア協定に基づく締約国原産品申告書を税関長に提出する場合は、輸入貨物がオーストラリア協定の締約国の原産品であることを明らかにする書類を提出することを要しない。,○×,×,オーストラリア協定の締約国原産品であることを明らかにする書類とは、貨物の契約書、仕入書、価格表、総部品表、製造工程表等を指すが、これらは原則として提出義務があり、例外的に税関長がその提出の必要がないと認めるときは提出しなくてよい(関税法68条、施行令61条1項2号イ(2))。そのため、締約国原産品申告書を税関長に提出したから提出義務が免除されるとは限らない。
通関実務,56-17-5,オーストラリア税率の適用を受けて輸入しようとする貨物がオーストラリア協定の締約国以外の地域を経由して本邦に運送されたものである場合において、当該貨物の課税価格の総額が30万円以下であるときは、当該貨物に係る輸入申告の際にオーストラリア協定に基づく運送要件証明書を提出することを要しない。,○×,×,運送要件証明書の提出が不要となるのは、当該貨物の課税価格の総額が20万円以下のときである(関税法68条、施行令61条1項2号ロ)。
